            Interval               Theta              Radial            Vertical
                   0                   0                   0            -1.17719
                   0                   0                   0            -1.17719
                   1           0.0317333           0.0317279             -1.1777
                   2           0.0634665           0.0634239            -1.17921
                   3           0.0951998            0.095056            -1.18172
                   4            0.126933            0.126592            -1.18524
                   5            0.158666            0.158001            -1.18975
                   6              0.1904            0.189251            -1.19526
                   7            0.222133            0.220311            -1.20176
                   8            0.253866            0.251148            -1.20924
                   9            0.285599            0.281733             -1.2177
                  10            0.317333            0.312033            -1.22712
                  11            0.349066             0.34202             -1.2375
                  12            0.380799            0.371662            -1.24882
                  13            0.412532            0.400931            -1.26108
                  14            0.444266            0.429795            -1.27427
                  15            0.475999            0.458227            -1.28836
                  16            0.507732            0.486197            -1.30334
                  17            0.539465            0.513677            -1.31921
                  18            0.571199            0.540641            -1.33594
                  19            0.602932             0.56706            -1.35352
                  20            0.634665            0.592908            -1.37192
                  21            0.666398            0.618159            -1.39114
                  22            0.698132            0.642788            -1.41115
                  23            0.729865            0.666769            -1.43193
                  24            0.761598            0.690079            -1.45346
                  25            0.793331            0.712694            -1.47572
                  26            0.825065            0.734592            -1.49868
                  27            0.856798             0.75575            -1.52233
                  28            0.888531            0.776146            -1.54664
                  29            0.920265            0.795762            -1.57158
                  30            0.951998            0.814576            -1.59714
                  31            0.983731             0.83257            -1.62327
                  32             1.01546            0.849725            -1.64997
                  33              1.0472            0.866025            -1.67719
                  34             1.07893            0.881453            -1.70492
                  35             1.11066            0.895994            -1.73313
                  36              1.1424            0.909632            -1.76178
                  37             1.17413            0.922354            -1.79085
                  38             1.20586            0.934148            -1.82031
                  39              1.2376            0.945001            -1.85012
                  40             1.26933            0.954902            -1.88027
                  41             1.30106            0.963842            -1.91072
                  42              1.3328            0.971812            -1.94143
                  43             1.36453            0.978802            -1.97239
                  44             1.39626            0.984808            -2.00354
                  45               1.428            0.989821            -2.03488
                  46             1.45973            0.993838            -2.06635
                  47             1.49146            0.996855            -2.09794
                  48              1.5232            0.998867            -2.12961
                  49             1.55493            0.999874            -2.16133
                  50             1.58666            0.999874            -2.19306
                  51              1.6184            0.998867            -2.22477
                  52             1.65013            0.996855            -2.25644
                  53             1.68186            0.993838            -2.28803
                  54              1.7136            0.989821            -2.31951
                  55             1.74533            0.984808            -2.35084
                  56             1.77706            0.978802              -2.382
                  57              1.8088            0.971812            -2.41295
                  58             1.84053            0.963842            -2.44367
                  59             1.87226            0.954902            -2.47411
                  60               1.904            0.945001            -2.50426
                  61             1.93573            0.934148            -2.53408
                  62             1.96746            0.922354            -2.56354
                  63              1.9992            0.909632            -2.59261
                  64             2.03093            0.895994            -2.62126
                  65             2.06266            0.881453            -2.64946
                  66              2.0944            0.866025            -2.67719
                  67             2.12613            0.849725            -2.70442
                  68             2.15786             0.83257            -2.73111
                  69             2.18959            0.814576            -2.75725
                  70             2.22133            0.795762             -2.7828
                  71             2.25306            0.776146            -2.80774
                  72             2.28479             0.75575            -2.83205
                  73             2.31653            0.734592             -2.8557
                  74             2.34826            0.712694            -2.87867
                  75             2.37999            0.690079            -2.90093
                  76             2.41173            0.666769            -2.92246
                  77             2.44346            0.642788            -2.94324
                  78             2.47519            0.618159            -2.96325
                  79             2.50693            0.592908            -2.98246
                  80             2.53866             0.56706            -3.00087
                  81             2.57039            0.540641            -3.01845
                  82             2.60213            0.513677            -3.03518
                  83             2.63386            0.486197            -3.05104
                  84             2.66559            0.458227            -3.06603
                  85             2.69733            0.429795            -3.08012
                  86             2.72906            0.400931             -3.0933
                  87             2.76079            0.371662            -3.10556
                  88             2.79253             0.34202            -3.11688
                  89             2.82426            0.312033            -3.12726
                  90             2.85599            0.281733            -3.13669
                  91             2.88773            0.251148            -3.14514
                  92             2.91946            0.220311            -3.15262
                  93             2.95119            0.189251            -3.15912
                  94             2.98293            0.158001            -3.16463
                  95             3.01466            0.126592            -3.16915
                  96             3.04639            0.095056            -3.17266
                  97             3.07813           0.0634239            -3.17518
                  98             3.10986           0.0317279            -3.17669
                  99             3.14159                   0            -3.17719
