            Interval               Theta              Radial            Vertical
                   0                   0                   0             1.39526
                   0                   0                   0             1.39526
                   1           0.0317333           0.0317279             1.39475
                   2           0.0634665           0.0634239             1.39324
                   3           0.0951998            0.095056             1.39073
                   4            0.126933            0.126592             1.38721
                   5            0.158666            0.158001             1.38269
                   6              0.1904            0.189251             1.37718
                   7            0.222133            0.220311             1.37069
                   8            0.253866            0.251148              1.3632
                   9            0.285599            0.281733             1.35475
                  10            0.317333            0.312033             1.34533
                  11            0.349066             0.34202             1.33495
                  12            0.380799            0.371662             1.32362
                  13            0.412532            0.400931             1.31136
                  14            0.444266            0.429795             1.29818
                  15            0.475999            0.458227             1.28409
                  16            0.507732            0.486197             1.26911
                  17            0.539465            0.513677             1.25324
                  18            0.571199            0.540641             1.23651
                  19            0.602932             0.56706             1.21893
                  20            0.634665            0.592908             1.20053
                  21            0.666398            0.618159             1.18131
                  22            0.698132            0.642788              1.1613
                  23            0.729865            0.666769             1.14052
                  24            0.761598            0.690079             1.11899
                  25            0.793331            0.712694             1.09673
                  26            0.825065            0.734592             1.07377
                  27            0.856798             0.75575             1.05012
                  28            0.888531            0.776146             1.02581
                  29            0.920265            0.795762             1.00087
                  30            0.951998            0.814576            0.975313
                  31            0.983731             0.83257            0.949176
                  32             1.01546            0.849725            0.922481
                  33              1.0472            0.866025            0.895256
                  34             1.07893            0.881453            0.867527
                  35             1.11066            0.895994            0.839322
                  36              1.1424            0.909632            0.810671
                  37             1.17413            0.922354            0.781601
                  38             1.20586            0.934148            0.752142
                  39              1.2376            0.945001            0.722324
                  40             1.26933            0.954902            0.692176
                  41             1.30106            0.963842             0.66173
                  42              1.3328            0.971812            0.631015
                  43             1.36453            0.978802            0.600062
                  44             1.39626            0.984808            0.568904
                  45               1.428            0.989821            0.537571
                  46             1.45973            0.993838            0.506094
                  47             1.49146            0.996855            0.474506
                  48              1.5232            0.998867            0.442838
                  49             1.55493            0.999874            0.411122
                  50             1.58666            0.999874             0.37939
                  51              1.6184            0.998867            0.347674
                  52             1.65013            0.996855            0.316006
                  53             1.68186            0.993838            0.284418
                  54              1.7136            0.989821            0.252941
                  55             1.74533            0.984808            0.221608
                  56             1.77706            0.978802            0.190449
                  57              1.8088            0.971812            0.159497
                  58             1.84053            0.963842            0.128782
                  59             1.87226            0.954902           0.0983354
                  60               1.904            0.945001           0.0681879
                  61             1.93573            0.934148           0.0383696
                  62             1.96746            0.922354          0.00891069
                  63              1.9992            0.909632          -0.0201592
                  64             2.03093            0.895994          -0.0488108
                  65             2.06266            0.881453          -0.0770153
                  66              2.0944            0.866025           -0.104744
                  67             2.12613            0.849725            -0.13197
                  68             2.15786             0.83257           -0.158664
                  69             2.18959            0.814576           -0.184801
                  70             2.22133            0.795762           -0.210354
                  71             2.25306            0.776146           -0.235297
                  72             2.28479             0.75575           -0.259605
                  73             2.31653            0.734592           -0.283254
                  74             2.34826            0.712694           -0.306219
                  75             2.37999            0.690079           -0.328478
                  76             2.41173            0.666769           -0.350009
                  77             2.44346            0.642788           -0.370789
                  78             2.47519            0.618159           -0.390797
                  79             2.50693            0.592908           -0.410014
                  80             2.53866             0.56706           -0.428421
                  81             2.57039            0.540641           -0.445998
                  82             2.60213            0.513677           -0.462728
                  83             2.63386            0.486197           -0.478594
                  84             2.66559            0.458227            -0.49358
                  85             2.69733            0.429795           -0.507671
                  86             2.72906            0.400931           -0.520853
                  87             2.76079            0.371662           -0.533112
                  88             2.79253             0.34202           -0.544437
                  89             2.82426            0.312033           -0.554815
                  90             2.85599            0.281733           -0.564237
                  91             2.88773            0.251148           -0.572693
                  92             2.91946            0.220311           -0.580174
                  93             2.95119            0.189251           -0.586673
                  94             2.98293            0.158001           -0.592183
                  95             3.01466            0.126592           -0.596699
                  96             3.04639            0.095056           -0.600216
                  97             3.07813           0.0634239           -0.602731
                  98             3.10986           0.0317279           -0.604241
                  99             3.14159                   0           -0.604744
