            Interval               Theta              Radial            Vertical
                   0                   0                   0             1.11594
                   0                   0                   0             1.11594
                   1           0.0317333           0.0317279             1.11543
                   2           0.0634665           0.0634239             1.11392
                   3           0.0951998            0.095056             1.11141
                   4            0.126933            0.126592             1.10789
                   5            0.158666            0.158001             1.10338
                   6              0.1904            0.189251             1.09787
                   7            0.222133            0.220311             1.09137
                   8            0.253866            0.251148             1.08389
                   9            0.285599            0.281733             1.07543
                  10            0.317333            0.312033             1.06601
                  11            0.349066             0.34202             1.05563
                  12            0.380799            0.371662             1.04431
                  13            0.412532            0.400931             1.03205
                  14            0.444266            0.429795             1.01886
                  15            0.475999            0.458227             1.00477
                  16            0.507732            0.486197            0.989787
                  17            0.539465            0.513677            0.973921
                  18            0.571199            0.540641            0.957191
                  19            0.602932             0.56706            0.939614
                  20            0.634665            0.592908            0.921208
                  21            0.666398            0.618159            0.901991
                  22            0.698132            0.642788            0.881982
                  23            0.729865            0.666769            0.861202
                  24            0.761598            0.690079            0.839672
                  25            0.793331            0.712694            0.817413
                  26            0.825065            0.734592            0.794447
                  27            0.856798             0.75575            0.770799
                  28            0.888531            0.776146             0.74649
                  29            0.920265            0.795762            0.721547
                  30            0.951998            0.814576            0.695995
                  31            0.983731             0.83257            0.669858
                  32             1.01546            0.849725            0.643163
                  33              1.0472            0.866025            0.615938
                  34             1.07893            0.881453            0.588209
                  35             1.11066            0.895994            0.560004
                  36              1.1424            0.909632            0.531353
                  37             1.17413            0.922354            0.502283
                  38             1.20586            0.934148            0.472824
                  39              1.2376            0.945001            0.443006
                  40             1.26933            0.954902            0.412858
                  41             1.30106            0.963842            0.382412
                  42              1.3328            0.971812            0.351697
                  43             1.36453            0.978802            0.320744
                  44             1.39626            0.984808            0.289586
                  45               1.428            0.989821            0.258253
                  46             1.45973            0.993838            0.226776
                  47             1.49146            0.996855            0.195188
                  48              1.5232            0.998867             0.16352
                  49             1.55493            0.999874            0.131804
                  50             1.58666            0.999874            0.100072
                  51              1.6184            0.998867           0.0683559
                  52             1.65013            0.996855           0.0366878
                  53             1.68186            0.993838          0.00509959
                  54              1.7136            0.989821           -0.026377
                  55             1.74533            0.984808          -0.0577104
                  56             1.77706            0.978802          -0.0888689
                  57              1.8088            0.971812           -0.119821
                  58             1.84053            0.963842           -0.150536
                  59             1.87226            0.954902           -0.180983
                  60               1.904            0.945001            -0.21113
                  61             1.93573            0.934148           -0.240948
                  62             1.96746            0.922354           -0.270407
                  63              1.9992            0.909632           -0.299477
                  64             2.03093            0.895994           -0.328129
                  65             2.06266            0.881453           -0.356333
                  66              2.0944            0.866025           -0.384062
                  67             2.12613            0.849725           -0.411288
                  68             2.15786             0.83257           -0.437982
                  69             2.18959            0.814576           -0.464119
                  70             2.22133            0.795762           -0.489672
                  71             2.25306            0.776146           -0.514615
                  72             2.28479             0.75575           -0.538923
                  73             2.31653            0.734592           -0.562572
                  74             2.34826            0.712694           -0.585537
                  75             2.37999            0.690079           -0.607796
                  76             2.41173            0.666769           -0.629327
                  77             2.44346            0.642788           -0.650107
                  78             2.47519            0.618159           -0.670115
                  79             2.50693            0.592908           -0.689332
                  80             2.53866             0.56706           -0.707739
                  81             2.57039            0.540641           -0.725316
                  82             2.60213            0.513677           -0.742046
                  83             2.63386            0.486197           -0.757912
                  84             2.66559            0.458227           -0.772898
                  85             2.69733            0.429795           -0.786989
                  86             2.72906            0.400931           -0.800171
                  87             2.76079            0.371662            -0.81243
                  88             2.79253             0.34202           -0.823755
                  89             2.82426            0.312033           -0.834133
                  90             2.85599            0.281733           -0.843555
                  91             2.88773            0.251148           -0.852011
                  92             2.91946            0.220311           -0.859492
                  93             2.95119            0.189251           -0.865991
                  94             2.98293            0.158001           -0.871501
                  95             3.01466            0.126592           -0.876017
                  96             3.04639            0.095056           -0.879534
                  97             3.07813           0.0634239           -0.882049
                  98             3.10986           0.0317279           -0.883559
                  99             3.14159                   0           -0.884062
