            Interval               Theta              Radial            Vertical
                   0                   0                   0           -0.292789
                   0                   0                   0           -0.292789
                   1           0.0317333           0.0317279           -0.293293
                   2           0.0634665           0.0634239           -0.294803
                   3           0.0951998            0.095056           -0.297318
                   4            0.126933            0.126592           -0.300835
                   5            0.158666            0.158001           -0.305351
                   6              0.1904            0.189251           -0.310861
                   7            0.222133            0.220311            -0.31736
                   8            0.253866            0.251148           -0.324841
                   9            0.285599            0.281733           -0.333297
                  10            0.317333            0.312033           -0.342718
                  11            0.349066             0.34202           -0.353097
                  12            0.380799            0.371662           -0.364422
                  13            0.412532            0.400931           -0.376681
                  14            0.444266            0.429795           -0.389863
                  15            0.475999            0.458227           -0.403954
                  16            0.507732            0.486197            -0.41894
                  17            0.539465            0.513677           -0.434806
                  18            0.571199            0.540641           -0.451536
                  19            0.602932             0.56706           -0.469113
                  20            0.634665            0.592908           -0.487519
                  21            0.666398            0.618159           -0.506736
                  22            0.698132            0.642788           -0.526745
                  23            0.729865            0.666769           -0.547525
                  24            0.761598            0.690079           -0.569055
                  25            0.793331            0.712694           -0.591315
                  26            0.825065            0.734592            -0.61428
                  27            0.856798             0.75575           -0.637929
                  28            0.888531            0.776146           -0.662237
                  29            0.920265            0.795762            -0.68718
                  30            0.951998            0.814576           -0.712733
                  31            0.983731             0.83257           -0.738869
                  32             1.01546            0.849725           -0.765564
                  33              1.0472            0.866025           -0.792789
                  34             1.07893            0.881453           -0.820518
                  35             1.11066            0.895994           -0.848723
                  36              1.1424            0.909632           -0.877374
                  37             1.17413            0.922354           -0.906444
                  38             1.20586            0.934148           -0.935903
                  39              1.2376            0.945001           -0.965722
                  40             1.26933            0.954902           -0.995869
                  41             1.30106            0.963842            -1.02632
                  42              1.3328            0.971812            -1.05703
                  43             1.36453            0.978802            -1.08798
                  44             1.39626            0.984808            -1.11914
                  45               1.428            0.989821            -1.15047
                  46             1.45973            0.993838            -1.18195
                  47             1.49146            0.996855            -1.21354
                  48              1.5232            0.998867            -1.24521
                  49             1.55493            0.999874            -1.27692
                  50             1.58666            0.999874            -1.30866
                  51              1.6184            0.998867            -1.34037
                  52             1.65013            0.996855            -1.37204
                  53             1.68186            0.993838            -1.40363
                  54              1.7136            0.989821             -1.4351
                  55             1.74533            0.984808            -1.46644
                  56             1.77706            0.978802             -1.4976
                  57              1.8088            0.971812            -1.52855
                  58             1.84053            0.963842            -1.55926
                  59             1.87226            0.954902            -1.58971
                  60               1.904            0.945001            -1.61986
                  61             1.93573            0.934148            -1.64968
                  62             1.96746            0.922354            -1.67913
                  63              1.9992            0.909632             -1.7082
                  64             2.03093            0.895994            -1.73686
                  65             2.06266            0.881453            -1.76506
                  66              2.0944            0.866025            -1.79279
                  67             2.12613            0.849725            -1.82001
                  68             2.15786             0.83257            -1.84671
                  69             2.18959            0.814576            -1.87285
                  70             2.22133            0.795762             -1.8984
                  71             2.25306            0.776146            -1.92334
                  72             2.28479             0.75575            -1.94765
                  73             2.31653            0.734592             -1.9713
                  74             2.34826            0.712694            -1.99426
                  75             2.37999            0.690079            -2.01652
                  76             2.41173            0.666769            -2.03805
                  77             2.44346            0.642788            -2.05883
                  78             2.47519            0.618159            -2.07884
                  79             2.50693            0.592908            -2.09806
                  80             2.53866             0.56706            -2.11647
                  81             2.57039            0.540641            -2.13404
                  82             2.60213            0.513677            -2.15077
                  83             2.63386            0.486197            -2.16664
                  84             2.66559            0.458227            -2.18162
                  85             2.69733            0.429795            -2.19572
                  86             2.72906            0.400931             -2.2089
                  87             2.76079            0.371662            -2.22116
                  88             2.79253             0.34202            -2.23248
                  89             2.82426            0.312033            -2.24286
                  90             2.85599            0.281733            -2.25228
                  91             2.88773            0.251148            -2.26074
                  92             2.91946            0.220311            -2.26822
                  93             2.95119            0.189251            -2.27472
                  94             2.98293            0.158001            -2.28023
                  95             3.01466            0.126592            -2.28474
                  96             3.04639            0.095056            -2.28826
                  97             3.07813           0.0634239            -2.29078
                  98             3.10986           0.0317279            -2.29229
                  99             3.14159                   0            -2.29279
