            Interval               Theta              Radial            Vertical
                   0                   0                   0            -3.02429
                   0                   0                   0            -3.02429
                   1           0.0317333           0.0317279             -3.0248
                   2           0.0634665           0.0634239            -3.02631
                   3           0.0951998            0.095056            -3.02882
                   4            0.126933            0.126592            -3.03234
                   5            0.158666            0.158001            -3.03685
                   6              0.1904            0.189251            -3.04236
                   7            0.222133            0.220311            -3.04886
                   8            0.253866            0.251148            -3.05634
                   9            0.285599            0.281733             -3.0648
                  10            0.317333            0.312033            -3.07422
                  11            0.349066             0.34202             -3.0846
                  12            0.380799            0.371662            -3.09592
                  13            0.412532            0.400931            -3.10818
                  14            0.444266            0.429795            -3.12137
                  15            0.475999            0.458227            -3.13546
                  16            0.507732            0.486197            -3.15044
                  17            0.539465            0.513677            -3.16631
                  18            0.571199            0.540641            -3.18304
                  19            0.602932             0.56706            -3.20062
                  20            0.634665            0.592908            -3.21902
                  21            0.666398            0.618159            -3.23824
                  22            0.698132            0.642788            -3.25825
                  23            0.729865            0.666769            -3.27903
                  24            0.761598            0.690079            -3.30056
                  25            0.793331            0.712694            -3.32282
                  26            0.825065            0.734592            -3.34578
                  27            0.856798             0.75575            -3.36943
                  28            0.888531            0.776146            -3.39374
                  29            0.920265            0.795762            -3.41868
                  30            0.951998            0.814576            -3.44424
                  31            0.983731             0.83257            -3.47037
                  32             1.01546            0.849725            -3.49707
                  33              1.0472            0.866025            -3.52429
                  34             1.07893            0.881453            -3.55202
                  35             1.11066            0.895994            -3.58023
                  36              1.1424            0.909632            -3.60888
                  37             1.17413            0.922354            -3.63795
                  38             1.20586            0.934148            -3.66741
                  39              1.2376            0.945001            -3.69722
                  40             1.26933            0.954902            -3.72737
                  41             1.30106            0.963842            -3.75782
                  42              1.3328            0.971812            -3.78853
                  43             1.36453            0.978802            -3.81949
                  44             1.39626            0.984808            -3.85064
                  45               1.428            0.989821            -3.88198
                  46             1.45973            0.993838            -3.91345
                  47             1.49146            0.996855            -3.94504
                  48              1.5232            0.998867            -3.97671
                  49             1.55493            0.999874            -4.00843
                  50             1.58666            0.999874            -4.04016
                  51              1.6184            0.998867            -4.07187
                  52             1.65013            0.996855            -4.10354
                  53             1.68186            0.993838            -4.13513
                  54              1.7136            0.989821            -4.16661
                  55             1.74533            0.984808            -4.19794
                  56             1.77706            0.978802             -4.2291
                  57              1.8088            0.971812            -4.26005
                  58             1.84053            0.963842            -4.29077
                  59             1.87226            0.954902            -4.32121
                  60               1.904            0.945001            -4.35136
                  61             1.93573            0.934148            -4.38118
                  62             1.96746            0.922354            -4.41064
                  63              1.9992            0.909632            -4.43971
                  64             2.03093            0.895994            -4.46836
                  65             2.06266            0.881453            -4.49656
                  66              2.0944            0.866025            -4.52429
                  67             2.12613            0.849725            -4.55152
                  68             2.15786             0.83257            -4.57821
                  69             2.18959            0.814576            -4.60435
                  70             2.22133            0.795762             -4.6299
                  71             2.25306            0.776146            -4.65485
                  72             2.28479             0.75575            -4.67915
                  73             2.31653            0.734592             -4.7028
                  74             2.34826            0.712694            -4.72577
                  75             2.37999            0.690079            -4.74803
                  76             2.41173            0.666769            -4.76956
                  77             2.44346            0.642788            -4.79034
                  78             2.47519            0.618159            -4.81035
                  79             2.50693            0.592908            -4.82956
                  80             2.53866             0.56706            -4.84797
                  81             2.57039            0.540641            -4.86555
                  82             2.60213            0.513677            -4.88228
                  83             2.63386            0.486197            -4.89814
                  84             2.66559            0.458227            -4.91313
                  85             2.69733            0.429795            -4.92722
                  86             2.72906            0.400931             -4.9404
                  87             2.76079            0.371662            -4.95266
                  88             2.79253             0.34202            -4.96399
                  89             2.82426            0.312033            -4.97436
                  90             2.85599            0.281733            -4.98379
                  91             2.88773            0.251148            -4.99224
                  92             2.91946            0.220311            -4.99972
                  93             2.95119            0.189251            -5.00622
                  94             2.98293            0.158001            -5.01173
                  95             3.01466            0.126592            -5.01625
                  96             3.04639            0.095056            -5.01976
                  97             3.07813           0.0634239            -5.02228
                  98             3.10986           0.0317279            -5.02379
                  99             3.14159                   0            -5.02429
