            Interval               Theta              Radial            Vertical
                   0                   0                   0            -1.87581
                   0                   0                   0            -1.87581
                   1           0.0317333           0.0317279            -1.87631
                   2           0.0634665           0.0634239            -1.87782
                   3           0.0951998            0.095056            -1.88034
                   4            0.126933            0.126592            -1.88385
                   5            0.158666            0.158001            -1.88837
                   6              0.1904            0.189251            -1.89388
                   7            0.222133            0.220311            -1.90038
                   8            0.253866            0.251148            -1.90786
                   9            0.285599            0.281733            -1.91632
                  10            0.317333            0.312033            -1.92574
                  11            0.349066             0.34202            -1.93612
                  12            0.380799            0.371662            -1.94744
                  13            0.412532            0.400931             -1.9597
                  14            0.444266            0.429795            -1.97288
                  15            0.475999            0.458227            -1.98697
                  16            0.507732            0.486197            -2.00196
                  17            0.539465            0.513677            -2.01783
                  18            0.571199            0.540641            -2.03456
                  19            0.602932             0.56706            -2.05213
                  20            0.634665            0.592908            -2.07054
                  21            0.666398            0.618159            -2.08976
                  22            0.698132            0.642788            -2.10976
                  23            0.729865            0.666769            -2.13054
                  24            0.761598            0.690079            -2.15207
                  25            0.793331            0.712694            -2.17433
                  26            0.825065            0.734592             -2.1973
                  27            0.856798             0.75575            -2.22095
                  28            0.888531            0.776146            -2.24526
                  29            0.920265            0.795762             -2.2702
                  30            0.951998            0.814576            -2.29575
                  31            0.983731             0.83257            -2.32189
                  32             1.01546            0.849725            -2.34858
                  33              1.0472            0.866025            -2.37581
                  34             1.07893            0.881453            -2.40354
                  35             1.11066            0.895994            -2.43174
                  36              1.1424            0.909632            -2.46039
                  37             1.17413            0.922354            -2.48946
                  38             1.20586            0.934148            -2.51892
                  39              1.2376            0.945001            -2.54874
                  40             1.26933            0.954902            -2.57889
                  41             1.30106            0.963842            -2.60934
                  42              1.3328            0.971812            -2.64005
                  43             1.36453            0.978802              -2.671
                  44             1.39626            0.984808            -2.70216
                  45               1.428            0.989821            -2.73349
                  46             1.45973            0.993838            -2.76497
                  47             1.49146            0.996855            -2.79656
                  48              1.5232            0.998867            -2.82823
                  49             1.55493            0.999874            -2.85994
                  50             1.58666            0.999874            -2.89167
                  51              1.6184            0.998867            -2.92339
                  52             1.65013            0.996855            -2.95506
                  53             1.68186            0.993838            -2.98665
                  54              1.7136            0.989821            -3.01812
                  55             1.74533            0.984808            -3.04946
                  56             1.77706            0.978802            -3.08062
                  57              1.8088            0.971812            -3.11157
                  58             1.84053            0.963842            -3.14228
                  59             1.87226            0.954902            -3.17273
                  60               1.904            0.945001            -3.20288
                  61             1.93573            0.934148             -3.2327
                  62             1.96746            0.922354            -3.26215
                  63              1.9992            0.909632            -3.29122
                  64             2.03093            0.895994            -3.31988
                  65             2.06266            0.881453            -3.34808
                  66              2.0944            0.866025            -3.37581
                  67             2.12613            0.849725            -3.40303
                  68             2.15786             0.83257            -3.42973
                  69             2.18959            0.814576            -3.45587
                  70             2.22133            0.795762            -3.48142
                  71             2.25306            0.776146            -3.50636
                  72             2.28479             0.75575            -3.53067
                  73             2.31653            0.734592            -3.55432
                  74             2.34826            0.712694            -3.57728
                  75             2.37999            0.690079            -3.59954
                  76             2.41173            0.666769            -3.62107
                  77             2.44346            0.642788            -3.64185
                  78             2.47519            0.618159            -3.66186
                  79             2.50693            0.592908            -3.68108
                  80             2.53866             0.56706            -3.69949
                  81             2.57039            0.540641            -3.71706
                  82             2.60213            0.513677            -3.73379
                  83             2.63386            0.486197            -3.74966
                  84             2.66559            0.458227            -3.76464
                  85             2.69733            0.429795            -3.77874
                  86             2.72906            0.400931            -3.79192
                  87             2.76079            0.371662            -3.80418
                  88             2.79253             0.34202             -3.8155
                  89             2.82426            0.312033            -3.82588
                  90             2.85599            0.281733             -3.8353
                  91             2.88773            0.251148            -3.84376
                  92             2.91946            0.220311            -3.85124
                  93             2.95119            0.189251            -3.85774
                  94             2.98293            0.158001            -3.86325
                  95             3.01466            0.126592            -3.86776
                  96             3.04639            0.095056            -3.87128
                  97             3.07813           0.0634239             -3.8738
                  98             3.10986           0.0317279            -3.87531
                  99             3.14159                   0            -3.87581
