            Interval                 Arc              Radial            Vertical
                   0                   0                   0            -2.33065
                   1            0.158857            0.156992            -2.30639
                   2            0.317713            0.312262            -2.27281
                   3             0.47657            0.465376            -2.23049
                   4            0.635427            0.614277            -2.17513
                   5            0.794283            0.757723            -2.10688
                   6             0.95314            0.894774            -2.02655
                   7               1.112             1.02485            -1.93536
                   8             1.27085             1.14763            -1.83456
                   9             1.42971             1.26346            -1.72584
                  10             1.58857              1.3732            -1.61099
                  11             1.74742             1.47824            -1.49181
                  12             1.90628              1.5804            -1.37017
                  13             2.06514             1.68193            -1.24799
                  14             2.22399             1.78525            -1.12732
                  15             2.38285             1.89265            -1.01027
                  16             2.54171             2.00593           -0.898906
                  17             2.70056             2.12618           -0.795095
                  18             2.85942             2.25358           -0.700212
                  19             3.01828             2.38764           -0.614976
                  20             3.17713              2.5274           -0.539459
                  21             3.33599             2.67178           -0.473214
                  22             3.49485             2.81977           -0.415464
                  23              3.6537             2.97049           -0.365281
                  24             3.81256             3.12326            -0.32172
                  25             3.97142             3.27755           -0.283894
                  26             4.13027             3.43296           -0.251004
                  27             4.28913             3.58921           -0.222351
                  28             4.44799             3.74609           -0.197338
                  29             4.60684             3.90343           -0.175453
                  30              4.7657             4.06112           -0.156267
                  31             4.92456             4.21908           -0.139413
                  32             5.08341             4.37725           -0.124577
                  33             5.24227             4.53556           -0.111491
                  34             5.40113               4.694          -0.0999241
                  35             5.55998             4.85252          -0.0896759
                  36             5.71884             5.01112          -0.0805754
                  37              5.8777             5.16977          -0.0724759
                  38             6.03655             5.32846          -0.0652521
                  39             6.19541             5.48719          -0.0587964
                  40             6.35427             5.64594          -0.0530168
                  41             6.51312             5.80471          -0.0478336
                  42             6.67198              5.9635          -0.0431778
                  43             6.83084              6.1223          -0.0389895
                  44             6.98969             6.28111          -0.0352165
                  45             7.14855             6.43993          -0.0318132
                  46             7.30741             6.59876          -0.0287395
                  47             7.46626             6.75759          -0.0259605
                  48             7.62512             6.91643          -0.0234451
                  49             7.78398             7.07527           -0.021166
                  50             7.94283             7.23411          -0.0190992
                  51             8.10169             7.39296          -0.0172231
                  52             8.26055             7.55181          -0.0155191
                  53              8.4194             7.71066            -0.01397
                  54             8.57826             7.86951          -0.0125611
                  55             8.73712             8.02836          -0.0112789
                  56             8.89598             8.18721          -0.0101114
                  57             9.05483             8.34606         -0.00904801
                  58             9.21369             8.50492         -0.00807911
                  59             9.37255             8.66377         -0.00719611
                  60              9.5314             8.82263         -0.00639132
                  61             9.69026             8.98148         -0.00565779
                  62             9.84912             9.14034         -0.00498931
                  63              10.008             9.29919         -0.00438024
                  64             10.1668             9.45805         -0.00382555
                  65             10.3257              9.6169         -0.00332069
                  66             10.4845             9.77576         -0.00286154
                  67             10.6434             9.93462          -0.0024444
                  68             10.8023             10.0935         -0.00206592
                  69             10.9611             10.2523         -0.00172311
                  70               11.12             10.4112         -0.00141329
                  71             11.2788               10.57         -0.00113406
                  72             11.4377             10.7289        -0.000883245
                  73             11.5965             10.8878         -0.00065889
                  74             11.7554             11.0466        -0.000459269
                  75             11.9143             11.2055         -0.00028288
                  76             12.0731             11.3643        -0.000128366
                  77              12.232             11.5232         5.35447e-06
                  78             12.3908              11.682         0.000119362
                  79             12.5497             11.8409         0.000214267
                  80             12.7085             11.9998         0.000291031
                  81             12.8674             12.1586         0.000350027
                  82             13.0262             12.3175         0.000392518
                  83             13.1851             12.4763         0.000416935
                  84              13.344             12.6352         0.000422006
                  85             13.5028              12.794         0.000406179
                  86             13.6617             12.9529         0.000372001
                  87             13.8205             13.1117         0.000319739
                  88             13.9794             13.2706         0.000248084
                  89             14.1382             13.4295         0.000155696
                  90             14.2971             13.5883         4.05433e-05
                  91              14.456             13.7472         -0.00010003
                  92             14.6148              13.906        -0.000269623
                  93             14.7737             14.0649        -0.000472711
                  94             14.9325             14.2237        -0.000715888
                  95             15.0914             14.3826         -0.00100856
                  96             15.2502             14.5415         -0.00136494
                  97             15.4091             14.7003         -0.00180614
                  98              15.568             14.8592         -0.00237389
                  99             15.7268              15.018         -0.00318524
