            Interval               Theta              Radial            Vertical
                   0                   0                   0            -3.68733
                   0                   0                   0            -3.68733
                   1           0.0317333           0.0317279            -3.68783
                   2           0.0634665           0.0634239            -3.68934
                   3           0.0951998            0.095056            -3.69186
                   4            0.126933            0.126592            -3.69538
                   5            0.158666            0.158001            -3.69989
                   6              0.1904            0.189251             -3.7054
                   7            0.222133            0.220311             -3.7119
                   8            0.253866            0.251148            -3.71938
                   9            0.285599            0.281733            -3.72784
                  10            0.317333            0.312033            -3.73726
                  11            0.349066             0.34202            -3.74764
                  12            0.380799            0.371662            -3.75896
                  13            0.412532            0.400931            -3.77122
                  14            0.444266            0.429795             -3.7844
                  15            0.475999            0.458227            -3.79849
                  16            0.507732            0.486197            -3.81348
                  17            0.539465            0.513677            -3.82935
                  18            0.571199            0.540641            -3.84608
                  19            0.602932             0.56706            -3.86365
                  20            0.634665            0.592908            -3.88206
                  21            0.666398            0.618159            -3.90128
                  22            0.698132            0.642788            -3.92129
                  23            0.729865            0.666769            -3.94207
                  24            0.761598            0.690079             -3.9636
                  25            0.793331            0.712694            -3.98586
                  26            0.825065            0.734592            -4.00882
                  27            0.856798             0.75575            -4.03247
                  28            0.888531            0.776146            -4.05678
                  29            0.920265            0.795762            -4.08172
                  30            0.951998            0.814576            -4.10727
                  31            0.983731             0.83257            -4.13341
                  32             1.01546            0.849725             -4.1601
                  33              1.0472            0.866025            -4.18733
                  34             1.07893            0.881453            -4.21506
                  35             1.11066            0.895994            -4.24326
                  36              1.1424            0.909632            -4.27191
                  37             1.17413            0.922354            -4.30098
                  38             1.20586            0.934148            -4.33044
                  39              1.2376            0.945001            -4.36026
                  40             1.26933            0.954902            -4.39041
                  41             1.30106            0.963842            -4.42086
                  42              1.3328            0.971812            -4.45157
                  43             1.36453            0.978802            -4.48252
                  44             1.39626            0.984808            -4.51368
                  45               1.428            0.989821            -4.54502
                  46             1.45973            0.993838            -4.57649
                  47             1.49146            0.996855            -4.60808
                  48              1.5232            0.998867            -4.63975
                  49             1.55493            0.999874            -4.67146
                  50             1.58666            0.999874             -4.7032
                  51              1.6184            0.998867            -4.73491
                  52             1.65013            0.996855            -4.76658
                  53             1.68186            0.993838            -4.79817
                  54              1.7136            0.989821            -4.82964
                  55             1.74533            0.984808            -4.86098
                  56             1.77706            0.978802            -4.89214
                  57              1.8088            0.971812            -4.92309
                  58             1.84053            0.963842             -4.9538
                  59             1.87226            0.954902            -4.98425
                  60               1.904            0.945001             -5.0144
                  61             1.93573            0.934148            -5.04422
                  62             1.96746            0.922354            -5.07368
                  63              1.9992            0.909632            -5.10274
                  64             2.03093            0.895994             -5.1314
                  65             2.06266            0.881453             -5.1596
                  66              2.0944            0.866025            -5.18733
                  67             2.12613            0.849725            -5.21456
                  68             2.15786             0.83257            -5.24125
                  69             2.18959            0.814576            -5.26739
                  70             2.22133            0.795762            -5.29294
                  71             2.25306            0.776146            -5.31788
                  72             2.28479             0.75575            -5.34219
                  73             2.31653            0.734592            -5.36584
                  74             2.34826            0.712694             -5.3888
                  75             2.37999            0.690079            -5.41106
                  76             2.41173            0.666769            -5.43259
                  77             2.44346            0.642788            -5.45337
                  78             2.47519            0.618159            -5.47338
                  79             2.50693            0.592908             -5.4926
                  80             2.53866             0.56706            -5.51101
                  81             2.57039            0.540641            -5.52858
                  82             2.60213            0.513677            -5.54531
                  83             2.63386            0.486197            -5.56118
                  84             2.66559            0.458227            -5.57617
                  85             2.69733            0.429795            -5.59026
                  86             2.72906            0.400931            -5.60344
                  87             2.76079            0.371662             -5.6157
                  88             2.79253             0.34202            -5.62702
                  89             2.82426            0.312033             -5.6374
                  90             2.85599            0.281733            -5.64682
                  91             2.88773            0.251148            -5.65528
                  92             2.91946            0.220311            -5.66276
                  93             2.95119            0.189251            -5.66926
                  94             2.98293            0.158001            -5.67477
                  95             3.01466            0.126592            -5.67928
                  96             3.04639            0.095056             -5.6828
                  97             3.07813           0.0634239            -5.68532
                  98             3.10986           0.0317279            -5.68683
                  99             3.14159                   0            -5.68733
