           iteration                time              height            velocity
                   0                   0                   3           -0.997705
                   1                0.01             2.99002           -0.985135
                   2                0.02             2.98017           -0.973217
                   3                0.03             2.97044           -0.961899
                   4                0.04             2.96082           -0.951137
                   5                0.05             2.95131            -0.94089
                   6                0.06              2.9419            -0.93112
                   7                0.07             2.93259           -0.921795
                   8                0.08             2.92337           -0.912885
                   9                0.09             2.91424           -0.904361
                  10                 0.1              2.9052             -0.8962
                  11                0.11             2.89624           -0.888378
                  12                0.12             2.88735           -0.880873
                  13                0.13             2.87854           -0.873669
                  14                0.14             2.86981           -0.866745
                  15                0.15             2.86114           -0.860087
                  16                0.16             2.85254           -0.853679
                  17                0.17               2.844           -0.847507
                  18                0.18             2.83553           -0.841558
                  19                0.19             2.82711           -0.835821
                  20                 0.2             2.81875           -0.830285
                  21                0.21             2.81045            -0.82494
                  22                0.22              2.8022           -0.819775
                  23                0.23               2.794           -0.814781
                  24                0.24             2.78586           -0.809952
                  25                0.25             2.77776           -0.805277
                  26                0.26              2.7697           -0.800748
                  27                0.27              2.7617           -0.796361
                  28                0.28             2.75373           -0.792107
                  29                0.29             2.74581           -0.787983
                  30                 0.3             2.73793           -0.783979
                  31                0.31             2.73009           -0.780093
                  32                0.32             2.72229           -0.776317
                  33                0.33             2.71453           -0.772648
                  34                0.34              2.7068           -0.769079
                  35                0.35             2.69911           -0.765609
                  36                0.36             2.69145           -0.762232
                  37                0.37             2.68383           -0.758945
                  38                0.38             2.67624           -0.755742
                  39                0.39             2.66868           -0.752621
                  40                 0.4             2.66116           -0.749583
                  41                0.41             2.65366           -0.746616
                  42                0.42              2.6462           -0.743724
                  43                0.43             2.63876           -0.740899
                  44                0.44             2.63135           -0.738142
                  45                0.45             2.62397           -0.735448
                  46                0.46             2.61661           -0.732816
                  47                0.47             2.60929           -0.730248
                  48                0.48             2.60198           -0.727734
                  49                0.49             2.59471           -0.725273
                  50                 0.5             2.58745           -0.722864
                  51                0.51             2.58023           -0.720506
                  52                0.52             2.57302           -0.718196
                  53                0.53             2.56584           -0.715936
                  54                0.54             2.55868           -0.713718
                  55                0.55             2.55154           -0.711544
                  56                0.56             2.54443           -0.709414
                  57                0.57             2.53733           -0.707324
                  58                0.58             2.53026            -0.70527
                  59                0.59             2.52321           -0.703256
                  60                 0.6             2.51617           -0.701275
                  61                0.61             2.50916           -0.699329
                  62                0.62             2.50217           -0.697418
                  63                0.63             2.49519           -0.695539
                  64                0.64             2.48824           -0.693691
                  65                0.65              2.4813           -0.691871
                  66                0.66             2.47438           -0.690081
                  67                0.67             2.46748           -0.688317
