            Interval                 Arc              Radial            Vertical
                   0                   0                   0           -0.155199
                   1            0.151679            0.150776           -0.138667
                   2            0.303359            0.302432           -0.136105
                   3            0.455038            0.454103           -0.134347
                   4            0.606718            0.605539           -0.125777
                   5            0.758397            0.757182           -0.122464
                   6            0.910077            0.908853           -0.120748
                   7             1.06176             1.06022           -0.110914
                   8             1.21344             1.21186           -0.114025
                   9             1.36512             1.36353             -0.1158
                  10             1.51679             1.51519           -0.113604
                  11             1.66847             1.66687           -0.114387
                  12             1.82015             1.81855           -0.113861
                  13             1.97183             1.97013            -0.10828
                  14             2.12351             2.12175           -0.112426
                  15             2.27519             2.27319           -0.104004
                  16             2.42687             2.42466          -0.0958862
                  17             2.57855             2.57618          -0.0890628
                  18             2.73023             2.72784           -0.086714
                  19             2.88191             2.87949          -0.0834418
                  20             3.03359             3.03117          -0.0830572
                  21             3.18527             3.18279          -0.0790836
                  22             3.33695             3.33447          -0.0796229
                  23             3.48863             3.48614          -0.0811329
                  24             3.64031             3.63782          -0.0816141
                  25             3.79199             3.78949            -0.07995
                  26             3.94367             3.94116          -0.0780867
                  27             4.09535             4.09278          -0.0737047
                  28             4.24702             4.24446          -0.0731037
                  29              4.3987             4.39607          -0.0686866
                  30             4.55038             4.54769          -0.0642835
                  31             4.70206             4.69926          -0.0585535
                  32             4.85374             4.85094          -0.0582254
                  33             5.00542             5.00262          -0.0581677
                  34              5.1571             5.15429          -0.0593806
                  35             5.30878             5.30596          -0.0577565
                  36             5.46046             5.45764          -0.0577969
                  37             5.61214             5.60932          -0.0579214
                  38             5.76382               5.761           -0.058357
                  39              5.9155             5.91267          -0.0564904
                  40             6.06718             6.06433          -0.0540251
                  41             6.21886             6.21597          -0.0505514
                  42             6.37054             6.36764           -0.049141
                  43             6.52222              6.5193          -0.0469225
                  44              6.6739             6.67097          -0.0452323
                  45             6.82558             6.82262          -0.0422023
                  46             6.97726              6.9743          -0.0422931
                  47             7.12893             7.12598          -0.0430345
                  48             7.28061             7.27765          -0.0447027
                  49             7.43229             7.42933          -0.0437846
                  50             7.58397               7.581            -0.04304
                  51             7.73565             7.73268          -0.0420291
                  52             7.88733             7.88436          -0.0418211
                  53             8.03901             8.03603          -0.0402744
                  54             8.19069              8.1877          -0.0383074
                  55             8.34237             8.33936          -0.0358561
                  56             8.49405             8.49103          -0.0348163
                  57             8.64573             8.64271          -0.0339849
                  58             8.79741             8.79439          -0.0337159
                  59             8.94909             8.94606          -0.0325234
                  60             9.10077             9.09774          -0.0325784
                  61             9.25245             9.24942          -0.0329523
                  62             9.40413              9.4011          -0.0340271
                  63             9.55581             9.55278          -0.0333257
                  64             9.70749             9.70445          -0.0322324
                  65             9.85917             9.85612          -0.0307626
                  66             10.0108             10.0078          -0.0302351
                  67             10.1625             10.1595           -0.029268
                  68             10.3142             10.3112          -0.0281763
                  69             10.4659             10.4628          -0.0267546
                  70             10.6176             10.6145          -0.0261987
                  71             10.7692             10.7662          -0.0259998
                  72             10.9209             10.9179          -0.0261947
                  73             11.0726             11.0695          -0.0257889
                  74             11.2243             11.2212          -0.0256504
                  75              11.376             11.3729          -0.0255078
                  76             11.5276             11.5246          -0.0258155
                  77             11.6793             11.6763          -0.0252352
                  78              11.831             11.8279          -0.0243027
                  79             11.9827             11.9796          -0.0230366
                  80             12.1344             12.1313            -0.02253
                  81              12.286              12.283          -0.0220697
                  82             12.4377             12.4346          -0.0216695
                  83             12.5894             12.5863          -0.0209879
                  84             12.7411              12.738          -0.0206918
                  85             12.8928             12.8897          -0.0205996
                  86             13.0444             13.0414          -0.0206934
                  87             13.1961              13.193          -0.0204801
                  88             13.3478             13.3447          -0.0202147
                  89             13.4995             13.4964           -0.019842
                  90             13.6512             13.6481          -0.0196986
                  91             13.8028             13.7998           -0.019283
                  92             13.9545             13.9514          -0.0187376
                  93             14.1062             14.1031          -0.0180034
                  94             14.2579             14.2548          -0.0176445
                  95             14.4095             14.4065          -0.0174291
                  96             14.5612             14.5582          -0.0173293
                  97             14.7129             14.7098          -0.0169729
                  98             14.8646             14.8615          -0.0167407
                  99             15.0163             15.0132           -0.016595
