            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.03619
                   0                   0                   0             2.03619
                   1           0.0317333           0.0317279             2.03569
                   2           0.0634665           0.0634239             2.03418
                   3           0.0951998            0.095056             2.03166
                   4            0.126933            0.126592             2.02814
                   5            0.158666            0.158001             2.02363
                   6              0.1904            0.189251             2.01812
                   7            0.222133            0.220311             2.01162
                   8            0.253866            0.251148             2.00414
                   9            0.285599            0.281733             1.99568
                  10            0.317333            0.312033             1.98626
                  11            0.349066             0.34202             1.97588
                  12            0.380799            0.371662             1.96456
                  13            0.412532            0.400931              1.9523
                  14            0.444266            0.429795             1.93912
                  15            0.475999            0.458227             1.92503
                  16            0.507732            0.486197             1.91004
                  17            0.539465            0.513677             1.89417
                  18            0.571199            0.540641             1.87744
                  19            0.602932             0.56706             1.85987
                  20            0.634665            0.592908             1.84146
                  21            0.666398            0.618159             1.82224
                  22            0.698132            0.642788             1.80223
                  23            0.729865            0.666769             1.78145
                  24            0.761598            0.690079             1.75992
                  25            0.793331            0.712694             1.73766
                  26            0.825065            0.734592              1.7147
                  27            0.856798             0.75575             1.69105
                  28            0.888531            0.776146             1.66674
                  29            0.920265            0.795762              1.6418
                  30            0.951998            0.814576             1.61625
                  31            0.983731             0.83257             1.59011
                  32             1.01546            0.849725             1.56342
                  33              1.0472            0.866025             1.53619
                  34             1.07893            0.881453             1.50846
                  35             1.11066            0.895994             1.48026
                  36              1.1424            0.909632              1.4516
                  37             1.17413            0.922354             1.42254
                  38             1.20586            0.934148             1.39308
                  39              1.2376            0.945001             1.36326
                  40             1.26933            0.954902             1.33311
                  41             1.30106            0.963842             1.30266
                  42              1.3328            0.971812             1.27195
                  43             1.36453            0.978802               1.241
                  44             1.39626            0.984808             1.20984
                  45               1.428            0.989821              1.1785
                  46             1.45973            0.993838             1.14703
                  47             1.49146            0.996855             1.11544
                  48              1.5232            0.998867             1.08377
                  49             1.55493            0.999874             1.05206
                  50             1.58666            0.999874             1.02032
                  51              1.6184            0.998867            0.988608
                  52             1.65013            0.996855             0.95694
                  53             1.68186            0.993838            0.925352
                  54              1.7136            0.989821            0.893875
                  55             1.74533            0.984808            0.862542
                  56             1.77706            0.978802            0.831383
                  57              1.8088            0.971812            0.800431
                  58             1.84053            0.963842            0.769716
                  59             1.87226            0.954902             0.73927
                  60               1.904            0.945001            0.709122
                  61             1.93573            0.934148            0.679304
                  62             1.96746            0.922354            0.649845
                  63              1.9992            0.909632            0.620775
                  64             2.03093            0.895994            0.592123
                  65             2.06266            0.881453            0.563919
                  66              2.0944            0.866025             0.53619
                  67             2.12613            0.849725            0.508965
                  68             2.15786             0.83257             0.48227
                  69             2.18959            0.814576            0.456133
                  70             2.22133            0.795762             0.43058
                  71             2.25306            0.776146            0.405637
                  72             2.28479             0.75575            0.381329
                  73             2.31653            0.734592            0.357681
                  74             2.34826            0.712694            0.334715
                  75             2.37999            0.690079            0.312456
                  76             2.41173            0.666769            0.290926
                  77             2.44346            0.642788            0.270146
                  78             2.47519            0.618159            0.250137
                  79             2.50693            0.592908             0.23092
                  80             2.53866             0.56706            0.212513
                  81             2.57039            0.540641            0.194936
                  82             2.60213            0.513677            0.178207
                  83             2.63386            0.486197            0.162341
                  84             2.66559            0.458227            0.147355
                  85             2.69733            0.429795            0.133263
                  86             2.72906            0.400931            0.120082
                  87             2.76079            0.371662            0.107822
                  88             2.79253             0.34202           0.0964973
                  89             2.82426            0.312033           0.0861189
                  90             2.85599            0.281733            0.076697
                  91             2.88773            0.251148           0.0682413
                  92             2.91946            0.220311           0.0607602
                  93             2.95119            0.189251           0.0542613
                  94             2.98293            0.158001           0.0487511
                  95             3.01466            0.126592           0.0442352
                  96             3.04639            0.095056            0.040718
                  97             3.07813           0.0634239           0.0382033
                  98             3.10986           0.0317279           0.0366934
                  99             3.14159                   0             0.03619
