           iteration                time              height            velocity
                   0                   0                   3           -0.997705
                   1                0.01             2.99002           -0.996448
                   2                0.02             2.98006           -0.995192
                   3                0.03             2.97011           -0.993937
                   4                0.04             2.96017           -0.992683
                   5                0.05             2.95024           -0.991431
                   6                0.06             2.94033           -0.990179
                   7                0.07             2.93042           -0.988928
                   8                0.08             2.92053           -0.987678
                   9                0.09             2.91066            -0.98643
                  10                 0.1             2.90079           -0.985182
                  11                0.11             2.89094           -0.983935
                  12                0.12              2.8811           -0.982688
                  13                0.13             2.87128           -0.981443
                  14                0.14             2.86146           -0.980198
                  15                0.15             2.85166           -0.978955
                  16                0.16             2.84187           -0.977712
                  17                0.17             2.83209           -0.976469
                  18                0.18             2.82233           -0.975228
                  19                0.19             2.81258           -0.973987
                  20                 0.2             2.80284           -0.972746
                  21                0.21             2.79311           -0.971507
                  22                0.22             2.78339           -0.970268
                  23                0.23             2.77369           -0.969029
                  24                0.24               2.764           -0.967791
                  25                0.25             2.75432           -0.966554
                  26                0.26             2.74466           -0.965317
                  27                0.27               2.735           -0.964081
                  28                0.28             2.72536           -0.962845
                  29                0.29             2.71573           -0.961609
                  30                 0.3             2.70612           -0.960374
                  31                0.31             2.69651            -0.95914
                  32                0.32             2.68692           -0.957906
                  33                0.33             2.67734           -0.956672
                  34                0.34             2.66778           -0.955438
                  35                0.35             2.65822           -0.954205
                  36                0.36             2.64868           -0.952973
                  37                0.37             2.63915            -0.95174
                  38                0.38             2.62963           -0.950508
                  39                0.39             2.62013           -0.949276
                  40                 0.4             2.61064           -0.948044
                  41                0.41             2.60116           -0.946813
                  42                0.42             2.59169           -0.945581
                  43                0.43             2.58223            -0.94435
                  44                0.44             2.57279           -0.943119
                  45                0.45             2.56336           -0.941888
                  46                0.46             2.55394           -0.940658
                  47                0.47             2.54453           -0.939427
                  48                0.48             2.53514           -0.938196
                  49                0.49             2.52576           -0.936966
                  50                 0.5             2.51639           -0.935735
                  51                0.51             2.50703           -0.934505
                  52                0.52             2.49768           -0.933275
                  53                0.53             2.48835           -0.932044
                  54                0.54             2.47903           -0.930814
                  55                0.55             2.46972           -0.929583
                  56                0.56             2.46043           -0.928353
                  57                0.57             2.45114           -0.927122
                  58                0.58             2.44187           -0.925892
                  59                0.59             2.43261           -0.924661
                  60                 0.6             2.42337            -0.92343
                  61                0.61             2.41413           -0.922199
                  62                0.62             2.40491           -0.920968
                  63                0.63              2.3957           -0.919736
                  64                0.64              2.3865           -0.918505
                  65                0.65             2.37732           -0.917273
                  66                0.66             2.36814           -0.916041
                  67                0.67             2.35898           -0.914809
                  68                0.68             2.34984           -0.913576
                  69                0.69              2.3407           -0.912343
                  70                 0.7             2.33158            -0.91111
                  71                0.71             2.32247           -0.909877
                  72                0.72             2.31337           -0.908643
                  73                0.73             2.30428           -0.907409
                  74                0.74             2.29521           -0.906175
                  75                0.75             2.28614            -0.90494
                  76                0.76              2.2771           -0.903705
                  77                0.77             2.26806           -0.902469
                  78                0.78             2.25903           -0.901234
                  79                0.79             2.25002           -0.899997
                  80                 0.8             2.24102            -0.89876
                  81                0.81             2.23203           -0.897523
                  82                0.82             2.22306           -0.896285
                  83                0.83              2.2141           -0.895047
                  84                0.84             2.20515           -0.893809
                  85                0.85             2.19621           -0.892569
                  86                0.86             2.18728            -0.89133
                  87                0.87             2.17837           -0.890089
                  88                0.88             2.16947           -0.888849
                  89                0.89             2.16058           -0.887607
                  90                 0.9              2.1517           -0.886365
                  91                0.91             2.14284           -0.885123
                  92                0.92             2.13399            -0.88388
                  93                0.93             2.12515           -0.882636
                  94                0.94             2.11632           -0.881391
                  95                0.95             2.10751           -0.880146
                  96                0.96             2.09871           -0.878901
                  97                0.97             2.08992           -0.877654
                  98                0.98             2.08114           -0.876407
                  99                0.99             2.07238           -0.875159
                 100                   1             2.06363           -0.873911
                 101                1.01             2.05489           -0.872661
                 102                1.02             2.04616           -0.871412
                 103                1.03             2.03745           -0.870161
                 104                1.04             2.02874           -0.868909
