            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.56969
                   0                   0                   0             2.56969
                   1           0.0317333           0.0317279             2.56919
                   2           0.0634665           0.0634239             2.56768
                   3           0.0951998            0.095056             2.56516
                   4            0.126933            0.126592             2.56165
                   5            0.158666            0.158001             2.55713
                   6              0.1904            0.189251             2.55162
                   7            0.222133            0.220311             2.54512
                   8            0.253866            0.251148             2.53764
                   9            0.285599            0.281733             2.52918
                  10            0.317333            0.312033             2.51976
                  11            0.349066             0.34202             2.50938
                  12            0.380799            0.371662             2.49806
                  13            0.412532            0.400931              2.4858
                  14            0.444266            0.429795             2.47262
                  15            0.475999            0.458227             2.45853
                  16            0.507732            0.486197             2.44354
                  17            0.539465            0.513677             2.42767
                  18            0.571199            0.540641             2.41094
                  19            0.602932             0.56706             2.39337
                  20            0.634665            0.592908             2.37496
                  21            0.666398            0.618159             2.35574
                  22            0.698132            0.642788             2.33573
                  23            0.729865            0.666769             2.31495
                  24            0.761598            0.690079             2.29342
                  25            0.793331            0.712694             2.27117
                  26            0.825065            0.734592              2.2482
                  27            0.856798             0.75575             2.22455
                  28            0.888531            0.776146             2.20024
                  29            0.920265            0.795762              2.1753
                  30            0.951998            0.814576             2.14975
                  31            0.983731             0.83257             2.12361
                  32             1.01546            0.849725             2.09692
                  33              1.0472            0.866025             2.06969
                  34             1.07893            0.881453             2.04196
                  35             1.11066            0.895994             2.01376
                  36              1.1424            0.909632             1.98511
                  37             1.17413            0.922354             1.95604
                  38             1.20586            0.934148             1.92658
                  39              1.2376            0.945001             1.89676
                  40             1.26933            0.954902             1.86661
                  41             1.30106            0.963842             1.83616
                  42              1.3328            0.971812             1.80545
                  43             1.36453            0.978802              1.7745
                  44             1.39626            0.984808             1.74334
                  45               1.428            0.989821             1.71201
                  46             1.45973            0.993838             1.68053
                  47             1.49146            0.996855             1.64894
                  48              1.5232            0.998867             1.61727
                  49             1.55493            0.999874             1.58556
                  50             1.58666            0.999874             1.55382
                  51              1.6184            0.998867             1.52211
                  52             1.65013            0.996855             1.49044
                  53             1.68186            0.993838             1.45885
                  54              1.7136            0.989821             1.42738
                  55             1.74533            0.984808             1.39604
                  56             1.77706            0.978802             1.36488
                  57              1.8088            0.971812             1.33393
                  58             1.84053            0.963842             1.30322
                  59             1.87226            0.954902             1.27277
                  60               1.904            0.945001             1.24262
                  61             1.93573            0.934148              1.2128
                  62             1.96746            0.922354             1.18335
                  63              1.9992            0.909632             1.15428
                  64             2.03093            0.895994             1.12562
                  65             2.06266            0.881453             1.09742
                  66              2.0944            0.866025             1.06969
                  67             2.12613            0.849725             1.04246
                  68             2.15786             0.83257             1.01577
                  69             2.18959            0.814576            0.989633
                  70             2.22133            0.795762            0.964081
                  71             2.25306            0.776146            0.939138
                  72             2.28479             0.75575             0.91483
                  73             2.31653            0.734592            0.891181
                  74             2.34826            0.712694            0.868215
                  75             2.37999            0.690079            0.845956
                  76             2.41173            0.666769            0.824426
                  77             2.44346            0.642788            0.803646
                  78             2.47519            0.618159            0.783637
                  79             2.50693            0.592908             0.76442
                  80             2.53866             0.56706            0.746014
                  81             2.57039            0.540641            0.728437
                  82             2.60213            0.513677            0.711707
                  83             2.63386            0.486197            0.695841
                  84             2.66559            0.458227            0.680855
                  85             2.69733            0.429795            0.666764
                  86             2.72906            0.400931            0.653582
                  87             2.76079            0.371662            0.641322
                  88             2.79253             0.34202            0.629998
                  89             2.82426            0.312033            0.619619
                  90             2.85599            0.281733            0.610197
                  91             2.88773            0.251148            0.601742
                  92             2.91946            0.220311            0.594261
                  93             2.95119            0.189251            0.587762
                  94             2.98293            0.158001            0.582251
                  95             3.01466            0.126592            0.577735
                  96             3.04639            0.095056            0.574218
                  97             3.07813           0.0634239            0.571704
                  98             3.10986           0.0317279            0.570194
                  99             3.14159                   0             0.56969
