           iteration                time              height            velocity
                   0                   0                   3           -0.997705
                   1                0.01             2.99002           -0.997681
                   2                0.02             2.98005           -0.997657
                   3                0.03             2.97007           -0.997633
                   4                0.04             2.96009           -0.997609
                   5                0.05             2.95012           -0.997585
                   6                0.06             2.94014           -0.997561
                   7                0.07             2.93017           -0.997537
                   8                0.08             2.92019           -0.997513
                   9                0.09             2.91022           -0.997489
                  10                 0.1             2.90024           -0.997465
                  11                0.11             2.89027           -0.997441
                  12                0.12             2.88029           -0.997417
                  13                0.13             2.87032           -0.997393
                  14                0.14             2.86034           -0.997369
                  15                0.15             2.85037           -0.997344
                  16                0.16              2.8404            -0.99732
                  17                0.17             2.83042           -0.997296
                  18                0.18             2.82045           -0.997272
                  19                0.19             2.81048           -0.997247
                  20                 0.2              2.8005           -0.997223
                  21                0.21             2.79053           -0.997199
                  22                0.22             2.78056           -0.997174
                  23                0.23             2.77059            -0.99715
                  24                0.24             2.76062           -0.997125
                  25                0.25             2.75065           -0.997101
                  26                0.26             2.74067           -0.997076
                  27                0.27              2.7307           -0.997051
                  28                0.28             2.72073           -0.997027
                  29                0.29             2.71076           -0.997002
                  30                 0.3             2.70079           -0.996978
                  31                0.31             2.69082           -0.996953
                  32                0.32             2.68085           -0.996928
                  33                0.33             2.67088           -0.996903
                  34                0.34             2.66092           -0.996879
                  35                0.35             2.65095           -0.996854
                  36                0.36             2.64098           -0.996829
                  37                0.37             2.63101           -0.996804
                  38                0.38             2.62104           -0.996779
                  39                0.39             2.61107           -0.996754
                  40                 0.4             2.60111           -0.996729
                  41                0.41             2.59114           -0.996704
                  42                0.42             2.58117           -0.996679
                  43                0.43             2.57121           -0.996654
                  44                0.44             2.56124           -0.996629
                  45                0.45             2.55127           -0.996604
                  46                0.46             2.54131           -0.996579
                  47                0.47             2.53134           -0.996553
                  48                0.48             2.52138           -0.996528
                  49                0.49             2.51141           -0.996503
                  50                 0.5             2.50145           -0.996478
                  51                0.51             2.49148           -0.996452
                  52                0.52             2.48152           -0.996427
                  53                0.53             2.47155           -0.996402
                  54                0.54             2.46159           -0.996376
                  55                0.55             2.45162           -0.996351
                  56                0.56             2.44166           -0.996325
                  57                0.57              2.4317             -0.9963
                  58                0.58             2.42173           -0.996274
                  59                0.59             2.41177           -0.996249
                  60                 0.6             2.40181           -0.996223
                  61                0.61             2.39185           -0.996197
                  62                0.62             2.38188           -0.996172
                  63                0.63             2.37192           -0.996146
                  64                0.64             2.36196            -0.99612
                  65                0.65               2.352           -0.996095
                  66                0.66             2.34204           -0.996069
                  67                0.67             2.33208           -0.996043
                  68                0.68             2.32212           -0.996017
                  69                0.69             2.31216           -0.995991
                  70                 0.7              2.3022           -0.995966
                  71                0.71             2.29224            -0.99594
                  72                0.72             2.28228           -0.995914
                  73                0.73             2.27232           -0.995888
                  74                0.74             2.26236           -0.995862
                  75                0.75              2.2524           -0.995836
                  76                0.76             2.24244           -0.995809
                  77                0.77             2.23249           -0.995783
                  78                0.78             2.22253           -0.995757
                  79                0.79             2.21257           -0.995731
                  80                 0.8             2.20261           -0.995705
                  81                0.81             2.19266           -0.995679
                  82                0.82              2.1827           -0.995652
                  83                0.83             2.17274           -0.995626
                  84                0.84             2.16279             -0.9956
                  85                0.85             2.15283           -0.995573
                  86                0.86             2.14287           -0.995547
                  87                0.87             2.13292            -0.99552
                  88                0.88             2.12296           -0.995494
                  89                0.89             2.11301           -0.995468
                  90                 0.9             2.10305           -0.995441
                  91                0.91              2.0931           -0.995414
                  92                0.92             2.08315           -0.995388
                  93                0.93             2.07319           -0.995361
                  94                0.94             2.06324           -0.995335
                  95                0.95             2.05329           -0.995308
                  96                0.96             2.04333           -0.995281
                  97                0.97             2.03338           -0.995255
                  98                0.98             2.02343           -0.995228
                  99                0.99             2.01347           -0.995201
                 100                   1             2.00352           -0.995174
                 101                1.01             1.99357           -0.995147
                 102                1.02             1.98362            -0.99512
                 103                1.03             1.97367           -0.995093
                 104                1.04             1.96372           -0.995067
                 105                1.05             1.95377            -0.99504
                 106                1.06             1.94382           -0.995013
                 107                1.07             1.93387           -0.994986
                 108                1.08             1.92392           -0.994958
                 109                1.09             1.91397           -0.994931
                 110                 1.1             1.90402           -0.994904
                 111                1.11             1.89407           -0.994877
                 112                1.12             1.88412            -0.99485
                 113                1.13             1.87417           -0.994823
                 114                1.14             1.86422           -0.994795
                 115                1.15             1.85427           -0.994768
                 116                1.16             1.84433           -0.994741
                 117                1.17             1.83438           -0.994713
                 118                1.18             1.82443           -0.994686
                 119                1.19             1.81449           -0.994659
                 120                 1.2             1.80454           -0.994631
                 121                1.21             1.79459           -0.994604
                 122                1.22             1.78465           -0.994576
                 123                1.23              1.7747           -0.994549
                 124                1.24             1.76476           -0.994521
                 125                1.25             1.75481           -0.994494
                 126                1.26             1.74487           -0.994466
                 127                1.27             1.73492           -0.994438
                 128                1.28             1.72498           -0.994411
                 129                1.29             1.71503           -0.994383
                 130                 1.3             1.70509           -0.994355
                 131                1.31             1.69514           -0.994327
                 132                1.32              1.6852             -0.9943
                 133                1.33             1.67526           -0.994272
                 134                1.34             1.66532           -0.994244
                 135                1.35             1.65537           -0.994216
                 136                1.36             1.64543           -0.994188
                 137                1.37             1.63549            -0.99416
                 138                1.38             1.62555           -0.994132
                 139                1.39             1.61561           -0.994104
                 140                 1.4             1.60567           -0.994076
                 141                1.41             1.59572           -0.994048
                 142                1.42             1.58578            -0.99402
                 143                1.43             1.57584           -0.993992
                 144                1.44              1.5659           -0.993964
                 145                1.45             1.55596           -0.993935
                 146                1.46             1.54602           -0.993907
                 147                1.47             1.53609           -0.993879
                 148                1.48             1.52615           -0.993851
                 149                1.49             1.51621           -0.993822
                 150                 1.5             1.50627           -0.993794
                 151                1.51             1.49633           -0.993766
                 152                1.52             1.48639           -0.993737
                 153                1.53             1.47646           -0.993709
                 154                1.54             1.46652            -0.99368
                 155                1.55             1.45658           -0.993652
                 156                1.56             1.44665           -0.993623
                 157                1.57             1.43671           -0.993595
                 158                1.58             1.42677           -0.993566
                 159                1.59             1.41684           -0.993538
                 160                 1.6              1.4069           -0.993509
                 161                1.61             1.39697            -0.99348
                 162                1.62             1.38703           -0.993452
                 163                1.63              1.3771           -0.993423
                 164                1.64             1.36717           -0.993394
                 165                1.65             1.35723           -0.993365
                 166                1.66              1.3473           -0.993337
                 167                1.67             1.33736           -0.993308
                 168                1.68             1.32743           -0.993279
                 169                1.69              1.3175            -0.99325
                 170                 1.7             1.30757           -0.993221
                 171                1.71             1.29763           -0.993192
                 172                1.72              1.2877           -0.993163
                 173                1.73             1.27777           -0.993134
                 174                1.74             1.26784           -0.993105
                 175                1.75             1.25791           -0.993076
                 176                1.76             1.24798           -0.993047
                 177                1.77             1.23805           -0.993018
                 178                1.78             1.22812           -0.992989
                 179                1.79             1.21819           -0.992959
                 180                 1.8             1.20826            -0.99293
                 181                1.81             1.19833           -0.992901
                 182                1.82              1.1884           -0.992872
                 183                1.83             1.17847           -0.992842
                 184                1.84             1.16854           -0.992813
                 185                1.85             1.15861           -0.992784
                 186                1.86             1.14869           -0.992754
                 187                1.87             1.13876           -0.992725
                 188                1.88             1.12883           -0.992696
                 189                1.89              1.1189           -0.992666
                 190                 1.9             1.10898           -0.992637
                 191                1.91             1.09905           -0.992607
                 192                1.92             1.08912           -0.992578
                 193                1.93              1.0792           -0.992548
                 194                1.94             1.06927           -0.992519
                 195                1.95             1.05935           -0.992489
                 196                1.96             1.04942           -0.992459
                 197                1.97              1.0395            -0.99243
                 198                1.98             1.02957             -0.9924
