            Interval               Theta              Radial            Vertical
                   0                   0                   0            0.890319
                   0                   0                   0            0.890319
                   1           0.0317333           0.0317279            0.889816
                   2           0.0634665           0.0634239            0.888306
                   3           0.0951998            0.095056            0.885791
                   4            0.126933            0.126592            0.882274
                   5            0.158666            0.158001            0.877758
                   6              0.1904            0.189251            0.872248
                   7            0.222133            0.220311            0.865749
                   8            0.253866            0.251148            0.858268
                   9            0.285599            0.281733            0.849812
                  10            0.317333            0.312033             0.84039
                  11            0.349066             0.34202            0.830012
                  12            0.380799            0.371662            0.818687
                  13            0.412532            0.400931            0.806428
                  14            0.444266            0.429795            0.793246
                  15            0.475999            0.458227            0.779155
                  16            0.507732            0.486197            0.764168
                  17            0.539465            0.513677            0.748302
                  18            0.571199            0.540641            0.731573
                  19            0.602932             0.56706            0.713996
                  20            0.634665            0.592908            0.695589
                  21            0.666398            0.618159            0.676372
                  22            0.698132            0.642788            0.656364
                  23            0.729865            0.666769            0.635584
                  24            0.761598            0.690079            0.614053
                  25            0.793331            0.712694            0.591794
                  26            0.825065            0.734592            0.568828
                  27            0.856798             0.75575             0.54518
                  28            0.888531            0.776146            0.520872
                  29            0.920265            0.795762            0.495929
                  30            0.951998            0.814576            0.470376
                  31            0.983731             0.83257            0.444239
                  32             1.01546            0.849725            0.417545
                  33              1.0472            0.866025            0.390319
                  34             1.07893            0.881453             0.36259
                  35             1.11066            0.895994            0.334386
                  36              1.1424            0.909632            0.305734
                  37             1.17413            0.922354            0.276664
                  38             1.20586            0.934148            0.247205
                  39              1.2376            0.945001            0.217387
                  40             1.26933            0.954902            0.187239
                  41             1.30106            0.963842            0.156793
                  42              1.3328            0.971812            0.126078
                  43             1.36453            0.978802           0.0951257
                  44             1.39626            0.984808           0.0639673
                  45               1.428            0.989821           0.0326339
                  46             1.45973            0.993838          0.00115727
                  47             1.49146            0.996855           -0.030431
                  48              1.5232            0.998867           -0.062099
                  49             1.55493            0.999874           -0.093815
                  50             1.58666            0.999874           -0.125547
                  51              1.6184            0.998867           -0.157263
                  52             1.65013            0.996855           -0.188931
                  53             1.68186            0.993838           -0.220519
                  54              1.7136            0.989821           -0.251996
                  55             1.74533            0.984808           -0.283329
                  56             1.77706            0.978802           -0.314488
                  57              1.8088            0.971812            -0.34544
                  58             1.84053            0.963842           -0.376155
                  59             1.87226            0.954902           -0.406601
                  60               1.904            0.945001           -0.436749
                  61             1.93573            0.934148           -0.466567
                  62             1.96746            0.922354           -0.496026
                  63              1.9992            0.909632           -0.525096
                  64             2.03093            0.895994           -0.553748
                  65             2.06266            0.881453           -0.581952
                  66              2.0944            0.866025           -0.609681
                  67             2.12613            0.849725           -0.636906
                  68             2.15786             0.83257           -0.663601
                  69             2.18959            0.814576           -0.689738
                  70             2.22133            0.795762           -0.715291
                  71             2.25306            0.776146           -0.740234
                  72             2.28479             0.75575           -0.764542
                  73             2.31653            0.734592            -0.78819
                  74             2.34826            0.712694           -0.811156
                  75             2.37999            0.690079           -0.833415
                  76             2.41173            0.666769           -0.854945
                  77             2.44346            0.642788           -0.875725
                  78             2.47519            0.618159           -0.895734
                  79             2.50693            0.592908           -0.914951
                  80             2.53866             0.56706           -0.933358
                  81             2.57039            0.540641           -0.950934
                  82             2.60213            0.513677           -0.967664
                  83             2.63386            0.486197            -0.98353
                  84             2.66559            0.458227           -0.998516
                  85             2.69733            0.429795            -1.01261
                  86             2.72906            0.400931            -1.02579
                  87             2.76079            0.371662            -1.03805
                  88             2.79253             0.34202            -1.04937
                  89             2.82426            0.312033            -1.05975
                  90             2.85599            0.281733            -1.06917
                  91             2.88773            0.251148            -1.07763
                  92             2.91946            0.220311            -1.08511
                  93             2.95119            0.189251            -1.09161
                  94             2.98293            0.158001            -1.09712
                  95             3.01466            0.126592            -1.10164
                  96             3.04639            0.095056            -1.10515
                  97             3.07813           0.0634239            -1.10767
                  98             3.10986           0.0317279            -1.10918
                  99             3.14159                   0            -1.10968
