            Interval               Theta              Radial            Vertical
                   0                   0                   0            0.829765
                   0                   0                   0            0.829765
                   1           0.0317333           0.0317279            0.829261
                   2           0.0634665           0.0634239            0.827752
                   3           0.0951998            0.095056            0.825237
                   4            0.126933            0.126592             0.82172
                   5            0.158666            0.158001            0.817204
                   6              0.1904            0.189251            0.811694
                   7            0.222133            0.220311            0.805195
                   8            0.253866            0.251148            0.797714
                   9            0.285599            0.281733            0.789258
                  10            0.317333            0.312033            0.779836
                  11            0.349066             0.34202            0.769458
                  12            0.380799            0.371662            0.758133
                  13            0.412532            0.400931            0.745873
                  14            0.444266            0.429795            0.732691
                  15            0.475999            0.458227              0.7186
                  16            0.507732            0.486197            0.703614
                  17            0.539465            0.513677            0.687748
                  18            0.571199            0.540641            0.671018
                  19            0.602932             0.56706            0.653442
                  20            0.634665            0.592908            0.635035
                  21            0.666398            0.618159            0.615818
                  22            0.698132            0.642788            0.595809
                  23            0.729865            0.666769            0.575029
                  24            0.761598            0.690079            0.553499
                  25            0.793331            0.712694             0.53124
                  26            0.825065            0.734592            0.508274
                  27            0.856798             0.75575            0.484626
                  28            0.888531            0.776146            0.460318
                  29            0.920265            0.795762            0.435375
                  30            0.951998            0.814576            0.409822
                  31            0.983731             0.83257            0.383685
                  32             1.01546            0.849725             0.35699
                  33              1.0472            0.866025            0.329765
                  34             1.07893            0.881453            0.302036
                  35             1.11066            0.895994            0.273832
                  36              1.1424            0.909632             0.24518
                  37             1.17413            0.922354             0.21611
                  38             1.20586            0.934148            0.186651
                  39              1.2376            0.945001            0.156833
                  40             1.26933            0.954902            0.126685
                  41             1.30106            0.963842           0.0962387
                  42              1.3328            0.971812           0.0655239
                  43             1.36453            0.978802           0.0345716
                  44             1.39626            0.984808          0.00341311
                  45               1.428            0.989821          -0.0279202
                  46             1.45973            0.993838          -0.0593969
                  47             1.49146            0.996855          -0.0909851
                  48              1.5232            0.998867           -0.122653
                  49             1.55493            0.999874           -0.154369
                  50             1.58666            0.999874           -0.186101
                  51              1.6184            0.998867           -0.217817
                  52             1.65013            0.996855           -0.249485
                  53             1.68186            0.993838           -0.281073
                  54              1.7136            0.989821            -0.31255
                  55             1.74533            0.984808           -0.343883
                  56             1.77706            0.978802           -0.375042
                  57              1.8088            0.971812           -0.405994
                  58             1.84053            0.963842           -0.436709
                  59             1.87226            0.954902           -0.467155
                  60               1.904            0.945001           -0.497303
                  61             1.93573            0.934148           -0.527121
                  62             1.96746            0.922354            -0.55658
                  63              1.9992            0.909632            -0.58565
                  64             2.03093            0.895994           -0.614302
                  65             2.06266            0.881453           -0.642506
                  66              2.0944            0.866025           -0.670235
                  67             2.12613            0.849725           -0.697461
                  68             2.15786             0.83257           -0.724155
                  69             2.18959            0.814576           -0.750292
                  70             2.22133            0.795762           -0.775845
                  71             2.25306            0.776146           -0.800788
                  72             2.28479             0.75575           -0.825096
                  73             2.31653            0.734592           -0.848744
                  74             2.34826            0.712694            -0.87171
                  75             2.37999            0.690079           -0.893969
                  76             2.41173            0.666769             -0.9155
                  77             2.44346            0.642788            -0.93628
                  78             2.47519            0.618159           -0.956288
                  79             2.50693            0.592908           -0.975505
                  80             2.53866             0.56706           -0.993912
                  81             2.57039            0.540641            -1.01149
                  82             2.60213            0.513677            -1.02822
                  83             2.63386            0.486197            -1.04408
                  84             2.66559            0.458227            -1.05907
                  85             2.69733            0.429795            -1.07316
                  86             2.72906            0.400931            -1.08634
                  87             2.76079            0.371662             -1.0986
                  88             2.79253             0.34202            -1.10993
                  89             2.82426            0.312033            -1.12031
                  90             2.85599            0.281733            -1.12973
                  91             2.88773            0.251148            -1.13818
                  92             2.91946            0.220311            -1.14566
                  93             2.95119            0.189251            -1.15216
                  94             2.98293            0.158001            -1.15767
                  95             3.01466            0.126592            -1.16219
                  96             3.04639            0.095056            -1.16571
                  97             3.07813           0.0634239            -1.16822
                  98             3.10986           0.0317279            -1.16973
                  99             3.14159                   0            -1.17024
