            Interval               Theta              Radial            Vertical
                   0                   0                   0            -2.57594
                   0                   0                   0            -2.57594
                   1           0.0317333           0.0317279            -2.57644
                   2           0.0634665           0.0634239            -2.57795
                   3           0.0951998            0.095056            -2.58046
                   4            0.126933            0.126592            -2.58398
                   5            0.158666            0.158001             -2.5885
                   6              0.1904            0.189251            -2.59401
                   7            0.222133            0.220311            -2.60051
                   8            0.253866            0.251148            -2.60799
                   9            0.285599            0.281733            -2.61644
                  10            0.317333            0.312033            -2.62587
                  11            0.349066             0.34202            -2.63624
                  12            0.380799            0.371662            -2.64757
                  13            0.412532            0.400931            -2.65983
                  14            0.444266            0.429795            -2.67301
                  15            0.475999            0.458227             -2.6871
                  16            0.507732            0.486197            -2.70209
                  17            0.539465            0.513677            -2.71795
                  18            0.571199            0.540641            -2.73468
                  19            0.602932             0.56706            -2.75226
                  20            0.634665            0.592908            -2.77067
                  21            0.666398            0.618159            -2.78988
                  22            0.698132            0.642788            -2.80989
                  23            0.729865            0.666769            -2.83067
                  24            0.761598            0.690079             -2.8522
                  25            0.793331            0.712694            -2.87446
                  26            0.825065            0.734592            -2.89743
                  27            0.856798             0.75575            -2.92108
                  28            0.888531            0.776146            -2.94538
                  29            0.920265            0.795762            -2.97033
                  30            0.951998            0.814576            -2.99588
                  31            0.983731             0.83257            -3.02202
                  32             1.01546            0.849725            -3.04871
                  33              1.0472            0.866025            -3.07594
                  34             1.07893            0.881453            -3.10367
                  35             1.11066            0.895994            -3.13187
                  36              1.1424            0.909632            -3.16052
                  37             1.17413            0.922354            -3.18959
                  38             1.20586            0.934148            -3.21905
                  39              1.2376            0.945001            -3.24887
                  40             1.26933            0.954902            -3.27902
                  41             1.30106            0.963842            -3.30946
                  42              1.3328            0.971812            -3.34018
                  43             1.36453            0.978802            -3.37113
                  44             1.39626            0.984808            -3.40229
                  45               1.428            0.989821            -3.43362
                  46             1.45973            0.993838             -3.4651
                  47             1.49146            0.996855            -3.49669
                  48              1.5232            0.998867            -3.52835
                  49             1.55493            0.999874            -3.56007
                  50             1.58666            0.999874             -3.5918
                  51              1.6184            0.998867            -3.62352
                  52             1.65013            0.996855            -3.65519
                  53             1.68186            0.993838            -3.68677
                  54              1.7136            0.989821            -3.71825
                  55             1.74533            0.984808            -3.74958
                  56             1.77706            0.978802            -3.78074
                  57              1.8088            0.971812             -3.8117
                  58             1.84053            0.963842            -3.84241
                  59             1.87226            0.954902            -3.87286
                  60               1.904            0.945001              -3.903
                  61             1.93573            0.934148            -3.93282
                  62             1.96746            0.922354            -3.96228
                  63              1.9992            0.909632            -3.99135
                  64             2.03093            0.895994               -4.02
                  65             2.06266            0.881453            -4.04821
                  66              2.0944            0.866025            -4.07594
                  67             2.12613            0.849725            -4.10316
                  68             2.15786             0.83257            -4.12986
                  69             2.18959            0.814576            -4.15599
                  70             2.22133            0.795762            -4.18155
                  71             2.25306            0.776146            -4.20649
                  72             2.28479             0.75575             -4.2308
                  73             2.31653            0.734592            -4.25445
                  74             2.34826            0.712694            -4.27741
                  75             2.37999            0.690079            -4.29967
                  76             2.41173            0.666769             -4.3212
                  77             2.44346            0.642788            -4.34198
                  78             2.47519            0.618159            -4.36199
                  79             2.50693            0.592908            -4.38121
                  80             2.53866             0.56706            -4.39961
                  81             2.57039            0.540641            -4.41719
                  82             2.60213            0.513677            -4.43392
                  83             2.63386            0.486197            -4.44979
                  84             2.66559            0.458227            -4.46477
                  85             2.69733            0.429795            -4.47886
                  86             2.72906            0.400931            -4.49204
                  87             2.76079            0.371662             -4.5043
                  88             2.79253             0.34202            -4.51563
                  89             2.82426            0.312033            -4.52601
                  90             2.85599            0.281733            -4.53543
                  91             2.88773            0.251148            -4.54389
                  92             2.91946            0.220311            -4.55137
                  93             2.95119            0.189251            -4.55787
                  94             2.98293            0.158001            -4.56338
                  95             3.01466            0.126592            -4.56789
                  96             3.04639            0.095056            -4.57141
                  97             3.07813           0.0634239            -4.57392
                  98             3.10986           0.0317279            -4.57543
                  99             3.14159                   0            -4.57594
