            Interval                 Arc              Radial            Vertical
                   0                   0                   0           -0.873798
                   1            0.152025            0.151321           -0.859189
                   2             0.30405            0.302921           -0.847831
                   3            0.456075            0.454529           -0.836581
                   4            0.608099            0.605792           -0.821375
                   5            0.760124            0.756814           -0.803949
                   6            0.912149            0.907634           -0.784841
                   7             1.06417             1.05812            -0.76327
                   8              1.2162             1.20873            -0.74259
                   9             1.36822             1.35933           -0.721838
                  10             1.52025             1.50984           -0.700391
                  11             1.67227             1.66024           -0.678207
                  12              1.8243             1.81068           -0.656373
                  13             1.97632             1.96111           -0.634393
                  14             2.12835             2.11181           -0.614314
                  15             2.28037             2.26223           -0.592329
                  16              2.4324             2.41258            -0.56984
                  17             2.58442               2.563           -0.547748
                  18             2.73645             2.71382           -0.528651
                  19             2.88847             2.86478           -0.510693
                  20              3.0405              3.0158           -0.493294
                  21             3.19252             3.16687            -0.47626
                  22             3.34455             3.31806           -0.460317
                  23             3.49657             3.46934           -0.445352
                  24              3.6486              3.6207           -0.431158
                  25             3.80062              3.7721           -0.417302
                  26             3.95265             3.92353           -0.403964
                  27             4.10467             4.07502           -0.391166
                  28              4.2567             4.22657           -0.379212
                  29             4.40872             4.37815           -0.367586
                  30             4.56075             4.52976           -0.356316
                  31             4.71277             4.68139           -0.345385
                  32              4.8648             4.83309           -0.335443
                  33             5.01682             4.98484           -0.326244
                  34             5.16884             5.13661           -0.317523
                  35             5.32087             5.28839           -0.308936
                  36             5.47289             5.44019           -0.300696
                  37             5.62492             5.59202           -0.292872
                  38             5.77694             5.74386           -0.285458
                  39             5.92897             5.89572           -0.278297
                  40             6.08099             6.04759           -0.271386
                  41             6.23302             6.19947           -0.264743
                  42             6.38504             6.35136           -0.258435
                  43             6.53707             6.50326           -0.252388
                  44             6.68909             6.65518           -0.246574
                  45             6.84112              6.8071           -0.240957
                  46             6.99314             6.95903           -0.235633
                  47             7.14517             7.11097           -0.230579
                  48             7.29719             7.26292           -0.225745
                  49             7.44922             7.41487           -0.221026
                  50             7.60124             7.56683           -0.216444
                  51             7.75327             7.71879            -0.21203
                  52             7.90529             7.87075           -0.207807
                  53             8.05732             8.02272           -0.203735
                  54             8.20934              8.1747           -0.199796
                  55             8.36137             8.32667           -0.195984
                  56             8.51339             8.47866           -0.192314
                  57             8.66542             8.63064           -0.188777
                  58             8.81744             8.78263           -0.185359
                  59             8.96947             8.93461           -0.182046
                  60             9.12149             9.08661           -0.178846
                  61             9.27352              9.2386           -0.175756
                  62             9.42554             9.39059           -0.172768
                  63             9.57757             9.54259           -0.169861
                  64             9.72959             9.69459           -0.167032
                  65             9.88161             9.84659           -0.164286
                  66             10.0336             9.99859           -0.161628
                  67             10.1857             10.1506           -0.159051
                  68             10.3377             10.3026           -0.156546
                  69             10.4897             10.4546           -0.154112
                  70             10.6417             10.6066           -0.151749
                  71             10.7938             10.7586           -0.149455
                  72             10.9458             10.9106           -0.147224
                  73             11.0978             11.0626            -0.14505
                  74             11.2498             11.2146           -0.142933
                  75             11.4019             11.3667           -0.140869
                  76             11.5539             11.5187           -0.138858
                  77             11.7059             11.6707           -0.136895
                  78             11.8579             11.8227           -0.134978
                  79               12.01             11.9747           -0.133105
                  80              12.162             12.1267           -0.131278
                  81              12.314             12.2787           -0.129495
                  82              12.466             12.4307            -0.12775
                  83             12.6181             12.5828           -0.126057
                  84             12.7701             12.7348            -0.12441
                  85             12.9221             12.8868           -0.122805
                  86             13.0741             13.0388           -0.121224
                  87             13.2262             13.1908            -0.11967
                  88             13.3782             13.3428           -0.118142
                  89             13.5302             13.4949           -0.116637
                  90             13.6822             13.6469           -0.115156
                  91             13.8343             13.7989             -0.1137
                  92             13.9863             13.9509           -0.112268
                  93             14.1383             14.1029           -0.110861
                  94             14.2903              14.255           -0.109478
                  95             14.4424              14.407           -0.108123
                  96             14.5944              14.559           -0.106799
                  97             14.7464              14.711           -0.105495
                  98             14.8984              14.863           -0.104225
                  99             15.0505             15.0151           -0.103006
