            Interval               Theta              Radial            Vertical
                   0                   0                   0             3.37322
                   0                   0                   0             3.37322
                   1           0.0317333           0.0317279             3.37272
                   2           0.0634665           0.0634239             3.37121
                   3           0.0951998            0.095056             3.36869
                   4            0.126933            0.126592             3.36517
                   5            0.158666            0.158001             3.36066
                   6              0.1904            0.189251             3.35515
                   7            0.222133            0.220311             3.34865
                   8            0.253866            0.251148             3.34117
                   9            0.285599            0.281733             3.33271
                  10            0.317333            0.312033             3.32329
                  11            0.349066             0.34202             3.31291
                  12            0.380799            0.371662             3.30159
                  13            0.412532            0.400931             3.28933
                  14            0.444266            0.429795             3.27615
                  15            0.475999            0.458227             3.26205
                  16            0.507732            0.486197             3.24707
                  17            0.539465            0.513677              3.2312
                  18            0.571199            0.540641             3.21447
                  19            0.602932             0.56706              3.1969
                  20            0.634665            0.592908             3.17849
                  21            0.666398            0.618159             3.15927
                  22            0.698132            0.642788             3.13926
                  23            0.729865            0.666769             3.11848
                  24            0.761598            0.690079             3.09695
                  25            0.793331            0.712694             3.07469
                  26            0.825065            0.734592             3.05173
                  27            0.856798             0.75575             3.02808
                  28            0.888531            0.776146             3.00377
                  29            0.920265            0.795762             2.97883
                  30            0.951998            0.814576             2.95328
                  31            0.983731             0.83257             2.92714
                  32             1.01546            0.849725             2.90044
                  33              1.0472            0.866025             2.87322
                  34             1.07893            0.881453             2.84549
                  35             1.11066            0.895994             2.81729
                  36              1.1424            0.909632             2.78863
                  37             1.17413            0.922354             2.75956
                  38             1.20586            0.934148             2.73011
                  39              1.2376            0.945001             2.70029
                  40             1.26933            0.954902             2.67014
                  41             1.30106            0.963842             2.63969
                  42              1.3328            0.971812             2.60898
                  43             1.36453            0.978802             2.57803
                  44             1.39626            0.984808             2.54687
                  45               1.428            0.989821             2.51553
                  46             1.45973            0.993838             2.48406
                  47             1.49146            0.996855             2.45247
                  48              1.5232            0.998867              2.4208
                  49             1.55493            0.999874             2.38909
                  50             1.58666            0.999874             2.35735
                  51              1.6184            0.998867             2.32564
                  52             1.65013            0.996855             2.29397
                  53             1.68186            0.993838             2.26238
                  54              1.7136            0.989821              2.2309
                  55             1.74533            0.984808             2.19957
                  56             1.77706            0.978802             2.16841
                  57              1.8088            0.971812             2.13746
                  58             1.84053            0.963842             2.10675
                  59             1.87226            0.954902              2.0763
                  60               1.904            0.945001             2.04615
                  61             1.93573            0.934148             2.01633
                  62             1.96746            0.922354             1.98687
                  63              1.9992            0.909632              1.9578
                  64             2.03093            0.895994             1.92915
                  65             2.06266            0.881453             1.90095
                  66              2.0944            0.866025             1.87322
                  67             2.12613            0.849725             1.84599
                  68             2.15786             0.83257              1.8193
                  69             2.18959            0.814576             1.79316
                  70             2.22133            0.795762             1.76761
                  71             2.25306            0.776146             1.74267
                  72             2.28479             0.75575             1.71836
                  73             2.31653            0.734592             1.69471
                  74             2.34826            0.712694             1.67174
                  75             2.37999            0.690079             1.64949
                  76             2.41173            0.666769             1.62795
                  77             2.44346            0.642788             1.60717
                  78             2.47519            0.618159             1.58717
                  79             2.50693            0.592908             1.56795
                  80             2.53866             0.56706             1.54954
                  81             2.57039            0.540641             1.53197
                  82             2.60213            0.513677             1.51524
                  83             2.63386            0.486197             1.49937
                  84             2.66559            0.458227             1.48438
                  85             2.69733            0.429795             1.47029
                  86             2.72906            0.400931             1.45711
                  87             2.76079            0.371662             1.44485
                  88             2.79253             0.34202             1.43353
                  89             2.82426            0.312033             1.42315
                  90             2.85599            0.281733             1.41373
                  91             2.88773            0.251148             1.40527
                  92             2.91946            0.220311             1.39779
                  93             2.95119            0.189251             1.39129
                  94             2.98293            0.158001             1.38578
                  95             3.01466            0.126592             1.38126
                  96             3.04639            0.095056             1.37775
                  97             3.07813           0.0634239             1.37523
                  98             3.10986           0.0317279             1.37372
                  99             3.14159                   0             1.37322
