            Interval               Theta              Radial            Vertical
                   0                   0                   0            -2.53395
                   0                   0                   0            -2.53395
                   1           0.0317333           0.0317279            -2.53445
                   2           0.0634665           0.0634239            -2.53596
                   3           0.0951998            0.095056            -2.53848
                   4            0.126933            0.126592              -2.542
                   5            0.158666            0.158001            -2.54651
                   6              0.1904            0.189251            -2.55202
                   7            0.222133            0.220311            -2.55852
                   8            0.253866            0.251148              -2.566
                   9            0.285599            0.281733            -2.57446
                  10            0.317333            0.312033            -2.58388
                  11            0.349066             0.34202            -2.59426
                  12            0.380799            0.371662            -2.60558
                  13            0.412532            0.400931            -2.61784
                  14            0.444266            0.429795            -2.63102
                  15            0.475999            0.458227            -2.64512
                  16            0.507732            0.486197             -2.6601
                  17            0.539465            0.513677            -2.67597
                  18            0.571199            0.540641             -2.6927
                  19            0.602932             0.56706            -2.71027
                  20            0.634665            0.592908            -2.72868
                  21            0.666398            0.618159             -2.7479
                  22            0.698132            0.642788            -2.76791
                  23            0.729865            0.666769            -2.78869
                  24            0.761598            0.690079            -2.81022
                  25            0.793331            0.712694            -2.83248
                  26            0.825065            0.734592            -2.85544
                  27            0.856798             0.75575            -2.87909
                  28            0.888531            0.776146             -2.9034
                  29            0.920265            0.795762            -2.92834
                  30            0.951998            0.814576            -2.95389
                  31            0.983731             0.83257            -2.98003
                  32             1.01546            0.849725            -3.00673
                  33              1.0472            0.866025            -3.03395
                  34             1.07893            0.881453            -3.06168
                  35             1.11066            0.895994            -3.08988
                  36              1.1424            0.909632            -3.11854
                  37             1.17413            0.922354            -3.14761
                  38             1.20586            0.934148            -3.17707
                  39              1.2376            0.945001            -3.20688
                  40             1.26933            0.954902            -3.23703
                  41             1.30106            0.963842            -3.26748
                  42              1.3328            0.971812            -3.29819
                  43             1.36453            0.978802            -3.32914
                  44             1.39626            0.984808             -3.3603
                  45               1.428            0.989821            -3.39164
                  46             1.45973            0.993838            -3.42311
                  47             1.49146            0.996855             -3.4547
                  48              1.5232            0.998867            -3.48637
                  49             1.55493            0.999874            -3.51809
                  50             1.58666            0.999874            -3.54982
                  51              1.6184            0.998867            -3.58153
                  52             1.65013            0.996855             -3.6132
                  53             1.68186            0.993838            -3.64479
                  54              1.7136            0.989821            -3.67627
                  55             1.74533            0.984808             -3.7076
                  56             1.77706            0.978802            -3.73876
                  57              1.8088            0.971812            -3.76971
                  58             1.84053            0.963842            -3.80043
                  59             1.87226            0.954902            -3.83087
                  60               1.904            0.945001            -3.86102
                  61             1.93573            0.934148            -3.89084
                  62             1.96746            0.922354             -3.9203
                  63              1.9992            0.909632            -3.94937
                  64             2.03093            0.895994            -3.97802
                  65             2.06266            0.881453            -4.00622
                  66              2.0944            0.866025            -4.03395
                  67             2.12613            0.849725            -4.06118
                  68             2.15786             0.83257            -4.08787
                  69             2.18959            0.814576            -4.11401
                  70             2.22133            0.795762            -4.13956
                  71             2.25306            0.776146             -4.1645
                  72             2.28479             0.75575            -4.18881
                  73             2.31653            0.734592            -4.21246
                  74             2.34826            0.712694            -4.23543
                  75             2.37999            0.690079            -4.25769
                  76             2.41173            0.666769            -4.27922
                  77             2.44346            0.642788                -4.3
                  78             2.47519            0.618159               -4.32
                  79             2.50693            0.592908            -4.33922
                  80             2.53866             0.56706            -4.35763
                  81             2.57039            0.540641             -4.3752
                  82             2.60213            0.513677            -4.39193
                  83             2.63386            0.486197             -4.4078
                  84             2.66559            0.458227            -4.42279
                  85             2.69733            0.429795            -4.43688
                  86             2.72906            0.400931            -4.45006
                  87             2.76079            0.371662            -4.46232
                  88             2.79253             0.34202            -4.47364
                  89             2.82426            0.312033            -4.48402
                  90             2.85599            0.281733            -4.49344
                  91             2.88773            0.251148             -4.5019
                  92             2.91946            0.220311            -4.50938
                  93             2.95119            0.189251            -4.51588
                  94             2.98293            0.158001            -4.52139
                  95             3.01466            0.126592            -4.52591
                  96             3.04639            0.095056            -4.52942
                  97             3.07813           0.0634239            -4.53194
                  98             3.10986           0.0317279            -4.53345
                  99             3.14159                   0            -4.53395
