            Interval               Theta              Radial            Vertical
                   0                   0                   0             0.30171
                   0                   0                   0             0.30171
                   1           0.0317333           0.0317279            0.301207
                   2           0.0634665           0.0634239            0.299697
                   3           0.0951998            0.095056            0.297182
                   4            0.126933            0.126592            0.293665
                   5            0.158666            0.158001            0.289149
                   6              0.1904            0.189251            0.283639
                   7            0.222133            0.220311             0.27714
                   8            0.253866            0.251148            0.269659
                   9            0.285599            0.281733            0.261203
                  10            0.317333            0.312033            0.251782
                  11            0.349066             0.34202            0.241403
                  12            0.380799            0.371662            0.230078
                  13            0.412532            0.400931            0.217819
                  14            0.444266            0.429795            0.204637
                  15            0.475999            0.458227            0.190546
                  16            0.507732            0.486197             0.17556
                  17            0.539465            0.513677            0.159694
                  18            0.571199            0.540641            0.142964
                  19            0.602932             0.56706            0.125387
                  20            0.634665            0.592908            0.106981
                  21            0.666398            0.618159           0.0877636
                  22            0.698132            0.642788           0.0677549
                  23            0.729865            0.666769           0.0469749
                  24            0.761598            0.690079           0.0254445
                  25            0.793331            0.712694          0.00318538
                  26            0.825065            0.734592          -0.0197801
                  27            0.856798             0.75575          -0.0434288
                  28            0.888531            0.776146          -0.0677368
                  29            0.920265            0.795762          -0.0926798
                  30            0.951998            0.814576           -0.118233
                  31            0.983731             0.83257           -0.144369
                  32             1.01546            0.849725           -0.171064
                  33              1.0472            0.866025            -0.19829
                  34             1.07893            0.881453           -0.226018
                  35             1.11066            0.895994           -0.254223
                  36              1.1424            0.909632           -0.282874
                  37             1.17413            0.922354           -0.311944
                  38             1.20586            0.934148           -0.341403
                  39              1.2376            0.945001           -0.371222
                  40             1.26933            0.954902           -0.401369
                  41             1.30106            0.963842           -0.431816
                  42              1.3328            0.971812           -0.462531
                  43             1.36453            0.978802           -0.493483
                  44             1.39626            0.984808           -0.524641
                  45               1.428            0.989821           -0.555975
                  46             1.45973            0.993838           -0.587451
                  47             1.49146            0.996855            -0.61904
                  48              1.5232            0.998867           -0.650708
                  49             1.55493            0.999874           -0.682424
                  50             1.58666            0.999874           -0.714155
                  51              1.6184            0.998867           -0.745871
                  52             1.65013            0.996855           -0.777539
                  53             1.68186            0.993838           -0.809128
                  54              1.7136            0.989821           -0.840604
                  55             1.74533            0.984808           -0.871938
                  56             1.77706            0.978802           -0.903096
                  57              1.8088            0.971812           -0.934048
                  58             1.84053            0.963842           -0.964763
                  59             1.87226            0.954902            -0.99521
                  60               1.904            0.945001            -1.02536
                  61             1.93573            0.934148            -1.05518
                  62             1.96746            0.922354            -1.08463
                  63              1.9992            0.909632             -1.1137
                  64             2.03093            0.895994            -1.14236
                  65             2.06266            0.881453            -1.17056
                  66              2.0944            0.866025            -1.19829
                  67             2.12613            0.849725            -1.22551
                  68             2.15786             0.83257            -1.25221
                  69             2.18959            0.814576            -1.27835
                  70             2.22133            0.795762             -1.3039
                  71             2.25306            0.776146            -1.32884
                  72             2.28479             0.75575            -1.35315
                  73             2.31653            0.734592             -1.3768
                  74             2.34826            0.712694            -1.39976
                  75             2.37999            0.690079            -1.42202
                  76             2.41173            0.666769            -1.44355
                  77             2.44346            0.642788            -1.46433
                  78             2.47519            0.618159            -1.48434
                  79             2.50693            0.592908            -1.50356
                  80             2.53866             0.56706            -1.52197
                  81             2.57039            0.540641            -1.53954
                  82             2.60213            0.513677            -1.55627
                  83             2.63386            0.486197            -1.57214
                  84             2.66559            0.458227            -1.58712
                  85             2.69733            0.429795            -1.60122
                  86             2.72906            0.400931             -1.6144
                  87             2.76079            0.371662            -1.62666
                  88             2.79253             0.34202            -1.63798
                  89             2.82426            0.312033            -1.64836
                  90             2.85599            0.281733            -1.65778
                  91             2.88773            0.251148            -1.66624
                  92             2.91946            0.220311            -1.67372
                  93             2.95119            0.189251            -1.68022
                  94             2.98293            0.158001            -1.68573
                  95             3.01466            0.126592            -1.69024
                  96             3.04639            0.095056            -1.69376
                  97             3.07813           0.0634239            -1.69628
                  98             3.10986           0.0317279            -1.69779
                  99             3.14159                   0            -1.69829
