            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.82209
                   0                   0                   0             2.82209
                   1           0.0317333           0.0317279             2.82158
                   2           0.0634665           0.0634239             2.82007
                   3           0.0951998            0.095056             2.81756
                   4            0.126933            0.126592             2.81404
                   5            0.158666            0.158001             2.80952
                   6              0.1904            0.189251             2.80401
                   7            0.222133            0.220311             2.79752
                   8            0.253866            0.251148             2.79003
                   9            0.285599            0.281733             2.78158
                  10            0.317333            0.312033             2.77216
                  11            0.349066             0.34202             2.76178
                  12            0.380799            0.371662             2.75045
                  13            0.412532            0.400931             2.73819
                  14            0.444266            0.429795             2.72501
                  15            0.475999            0.458227             2.71092
                  16            0.507732            0.486197             2.69594
                  17            0.539465            0.513677             2.68007
                  18            0.571199            0.540641             2.66334
                  19            0.602932             0.56706             2.64576
                  20            0.634665            0.592908             2.62736
                  21            0.666398            0.618159             2.60814
                  22            0.698132            0.642788             2.58813
                  23            0.729865            0.666769             2.56735
                  24            0.761598            0.690079             2.54582
                  25            0.793331            0.712694             2.52356
                  26            0.825065            0.734592              2.5006
                  27            0.856798             0.75575             2.47695
                  28            0.888531            0.776146             2.45264
                  29            0.920265            0.795762              2.4277
                  30            0.951998            0.814576             2.40214
                  31            0.983731             0.83257             2.37601
                  32             1.01546            0.849725             2.34931
                  33              1.0472            0.866025             2.32209
                  34             1.07893            0.881453             2.29436
                  35             1.11066            0.895994             2.26615
                  36              1.1424            0.909632              2.2375
                  37             1.17413            0.922354             2.20843
                  38             1.20586            0.934148             2.17897
                  39              1.2376            0.945001             2.14915
                  40             1.26933            0.954902             2.11901
                  41             1.30106            0.963842             2.08856
                  42              1.3328            0.971812             2.05784
                  43             1.36453            0.978802             2.02689
                  44             1.39626            0.984808             1.99573
                  45               1.428            0.989821              1.9644
                  46             1.45973            0.993838             1.93292
                  47             1.49146            0.996855             1.90134
                  48              1.5232            0.998867             1.86967
                  49             1.55493            0.999874             1.83795
                  50             1.58666            0.999874             1.80622
                  51              1.6184            0.998867              1.7745
                  52             1.65013            0.996855             1.74284
                  53             1.68186            0.993838             1.71125
                  54              1.7136            0.989821             1.67977
                  55             1.74533            0.984808             1.64844
                  56             1.77706            0.978802             1.61728
                  57              1.8088            0.971812             1.58633
                  58             1.84053            0.963842             1.55561
                  59             1.87226            0.954902             1.52517
                  60               1.904            0.945001             1.49502
                  61             1.93573            0.934148              1.4652
                  62             1.96746            0.922354             1.43574
                  63              1.9992            0.909632             1.40667
                  64             2.03093            0.895994             1.37802
                  65             2.06266            0.881453             1.34981
                  66              2.0944            0.866025             1.32209
                  67             2.12613            0.849725             1.29486
                  68             2.15786             0.83257             1.26817
                  69             2.18959            0.814576             1.24203
                  70             2.22133            0.795762             1.21648
                  71             2.25306            0.776146             1.19153
                  72             2.28479             0.75575             1.16723
                  73             2.31653            0.734592             1.14358
                  74             2.34826            0.712694             1.12061
                  75             2.37999            0.690079             1.09835
                  76             2.41173            0.666769             1.07682
                  77             2.44346            0.642788             1.05604
                  78             2.47519            0.618159             1.03603
                  79             2.50693            0.592908             1.01682
                  80             2.53866             0.56706            0.998409
                  81             2.57039            0.540641            0.980832
                  82             2.60213            0.513677            0.964103
                  83             2.63386            0.486197            0.948237
                  84             2.66559            0.458227            0.933251
                  85             2.69733            0.429795            0.919159
                  86             2.72906            0.400931            0.905978
                  87             2.76079            0.371662            0.893718
                  88             2.79253             0.34202            0.882393
                  89             2.82426            0.312033            0.872015
                  90             2.85599            0.281733            0.862593
                  91             2.88773            0.251148            0.854137
                  92             2.91946            0.220311            0.846656
                  93             2.95119            0.189251            0.840157
                  94             2.98293            0.158001            0.834647
                  95             3.01466            0.126592            0.830131
                  96             3.04639            0.095056            0.826614
                  97             3.07813           0.0634239            0.824099
                  98             3.10986           0.0317279            0.822589
                  99             3.14159                   0            0.822086
