            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.13747
                   0                   0                   0             2.13747
                   1           0.0317333           0.0317279             2.13697
                   2           0.0634665           0.0634239             2.13546
                   3           0.0951998            0.095056             2.13295
                   4            0.126933            0.126592             2.12943
                   5            0.158666            0.158001             2.12491
                   6              0.1904            0.189251              2.1194
                   7            0.222133            0.220311              2.1129
                   8            0.253866            0.251148             2.10542
                   9            0.285599            0.281733             2.09697
                  10            0.317333            0.312033             2.08754
                  11            0.349066             0.34202             2.07717
                  12            0.380799            0.371662             2.06584
                  13            0.412532            0.400931             2.05358
                  14            0.444266            0.429795              2.0404
                  15            0.475999            0.458227             2.02631
                  16            0.507732            0.486197             2.01132
                  17            0.539465            0.513677             1.99546
                  18            0.571199            0.540641             1.97873
                  19            0.602932             0.56706             1.96115
                  20            0.634665            0.592908             1.94274
                  21            0.666398            0.618159             1.92353
                  22            0.698132            0.642788             1.90352
                  23            0.729865            0.666769             1.88274
                  24            0.761598            0.690079             1.86121
                  25            0.793331            0.712694             1.83895
                  26            0.825065            0.734592             1.81598
                  27            0.856798             0.75575             1.79233
                  28            0.888531            0.776146             1.76803
                  29            0.920265            0.795762             1.74308
                  30            0.951998            0.814576             1.71753
                  31            0.983731             0.83257             1.69139
                  32             1.01546            0.849725              1.6647
                  33              1.0472            0.866025             1.63747
                  34             1.07893            0.881453             1.60974
                  35             1.11066            0.895994             1.58154
                  36              1.1424            0.909632             1.55289
                  37             1.17413            0.922354             1.52382
                  38             1.20586            0.934148             1.49436
                  39              1.2376            0.945001             1.46454
                  40             1.26933            0.954902             1.43439
                  41             1.30106            0.963842             1.40395
                  42              1.3328            0.971812             1.37323
                  43             1.36453            0.978802             1.34228
                  44             1.39626            0.984808             1.31112
                  45               1.428            0.989821             1.27979
                  46             1.45973            0.993838             1.24831
                  47             1.49146            0.996855             1.21672
                  48              1.5232            0.998867             1.18506
                  49             1.55493            0.999874             1.15334
                  50             1.58666            0.999874             1.12161
                  51              1.6184            0.998867             1.08989
                  52             1.65013            0.996855             1.05822
                  53             1.68186            0.993838             1.02664
                  54              1.7136            0.989821            0.995159
                  55             1.74533            0.984808            0.963825
                  56             1.77706            0.978802            0.932667
                  57              1.8088            0.971812            0.901715
                  58             1.84053            0.963842               0.871
                  59             1.87226            0.954902            0.840553
                  60               1.904            0.945001            0.810406
                  61             1.93573            0.934148            0.780587
                  62             1.96746            0.922354            0.751128
                  63              1.9992            0.909632            0.722059
                  64             2.03093            0.895994            0.693407
                  65             2.06266            0.881453            0.665202
                  66              2.0944            0.866025            0.637474
                  67             2.12613            0.849725            0.610248
                  68             2.15786             0.83257            0.583553
                  69             2.18959            0.814576            0.557417
                  70             2.22133            0.795762            0.531864
                  71             2.25306            0.776146            0.506921
                  72             2.28479             0.75575            0.482613
                  73             2.31653            0.734592            0.458964
                  74             2.34826            0.712694            0.435999
                  75             2.37999            0.690079             0.41374
                  76             2.41173            0.666769            0.392209
                  77             2.44346            0.642788            0.371429
                  78             2.47519            0.618159             0.35142
                  79             2.50693            0.592908            0.332203
                  80             2.53866             0.56706            0.313797
                  81             2.57039            0.540641             0.29622
                  82             2.60213            0.513677             0.27949
                  83             2.63386            0.486197            0.263624
                  84             2.66559            0.458227            0.248638
                  85             2.69733            0.429795            0.234547
                  86             2.72906            0.400931            0.221365
                  87             2.76079            0.371662            0.209106
                  88             2.79253             0.34202            0.197781
                  89             2.82426            0.312033            0.187402
                  90             2.85599            0.281733            0.177981
                  91             2.88773            0.251148            0.169525
                  92             2.91946            0.220311            0.162044
                  93             2.95119            0.189251            0.155545
                  94             2.98293            0.158001            0.150035
                  95             3.01466            0.126592            0.145519
                  96             3.04639            0.095056            0.142002
                  97             3.07813           0.0634239            0.139487
                  98             3.10986           0.0317279            0.137977
                  99             3.14159                   0            0.137474
