#mdr	bond	viscos_rat	regime
1	0.001	1		film
1	0.01	1		film
1	0.1	1		film
1	1	1		film
1	10	1		film
1	100	1		film
1	1000	1		film
10	0.001	1		film
10	0.01	1		film
10	0.1	1		film
10	1	1		tail
10	10	1		tail
10	100	1		tail
10	1000	1		tail
100	0.001	1		film
100	0.01	1		film
100	0.1	1		tail
100	1	1		tail
100	10	1		tail
100	100	1		tail
100	1000	1		tail
1000	0.001	1		film
1000	0.01	1		tail
1000	0.1	1		tail
1000	1	1		tail
1000	10	1		tail
1000	100	1		tail
1000	1000	1		tail
