            Interval               Theta              Radial            Vertical
                   0                   0                   0            -2.44967
                   0                   0                   0            -2.44967
                   1           0.0317333           0.0317279            -2.45017
                   2           0.0634665           0.0634239            -2.45168
                   3           0.0951998            0.095056            -2.45419
                   4            0.126933            0.126592            -2.45771
                   5            0.158666            0.158001            -2.46223
                   6              0.1904            0.189251            -2.46774
                   7            0.222133            0.220311            -2.47424
                   8            0.253866            0.251148            -2.48172
                   9            0.285599            0.281733            -2.49017
                  10            0.317333            0.312033            -2.49959
                  11            0.349066             0.34202            -2.50997
                  12            0.380799            0.371662             -2.5213
                  13            0.412532            0.400931            -2.53356
                  14            0.444266            0.429795            -2.54674
                  15            0.475999            0.458227            -2.56083
                  16            0.507732            0.486197            -2.57582
                  17            0.539465            0.513677            -2.59168
                  18            0.571199            0.540641            -2.60841
                  19            0.602932             0.56706            -2.62599
                  20            0.634665            0.592908            -2.64439
                  21            0.666398            0.618159            -2.66361
                  22            0.698132            0.642788            -2.68362
                  23            0.729865            0.666769             -2.7044
                  24            0.761598            0.690079            -2.72593
                  25            0.793331            0.712694            -2.74819
                  26            0.825065            0.734592            -2.77116
                  27            0.856798             0.75575             -2.7948
                  28            0.888531            0.776146            -2.81911
                  29            0.920265            0.795762            -2.84406
                  30            0.951998            0.814576            -2.86961
                  31            0.983731             0.83257            -2.89574
                  32             1.01546            0.849725            -2.92244
                  33              1.0472            0.866025            -2.94967
                  34             1.07893            0.881453            -2.97739
                  35             1.11066            0.895994             -3.0056
                  36              1.1424            0.909632            -3.03425
                  37             1.17413            0.922354            -3.06332
                  38             1.20586            0.934148            -3.09278
                  39              1.2376            0.945001             -3.1226
                  40             1.26933            0.954902            -3.15274
                  41             1.30106            0.963842            -3.18319
                  42              1.3328            0.971812            -3.21391
                  43             1.36453            0.978802            -3.24486
                  44             1.39626            0.984808            -3.27602
                  45               1.428            0.989821            -3.30735
                  46             1.45973            0.993838            -3.33883
                  47             1.49146            0.996855            -3.37042
                  48              1.5232            0.998867            -3.40208
                  49             1.55493            0.999874             -3.4338
                  50             1.58666            0.999874            -3.46553
                  51              1.6184            0.998867            -3.49725
                  52             1.65013            0.996855            -3.52891
                  53             1.68186            0.993838             -3.5605
                  54              1.7136            0.989821            -3.59198
                  55             1.74533            0.984808            -3.62331
                  56             1.77706            0.978802            -3.65447
                  57              1.8088            0.971812            -3.68542
                  58             1.84053            0.963842            -3.71614
                  59             1.87226            0.954902            -3.74659
                  60               1.904            0.945001            -3.77673
                  61             1.93573            0.934148            -3.80655
                  62             1.96746            0.922354            -3.83601
                  63              1.9992            0.909632            -3.86508
                  64             2.03093            0.895994            -3.89373
                  65             2.06266            0.881453            -3.92194
                  66              2.0944            0.866025            -3.94967
                  67             2.12613            0.849725            -3.97689
                  68             2.15786             0.83257            -4.00359
                  69             2.18959            0.814576            -4.02972
                  70             2.22133            0.795762            -4.05527
                  71             2.25306            0.776146            -4.08022
                  72             2.28479             0.75575            -4.10453
                  73             2.31653            0.734592            -4.12817
                  74             2.34826            0.712694            -4.15114
                  75             2.37999            0.690079             -4.1734
                  76             2.41173            0.666769            -4.19493
                  77             2.44346            0.642788            -4.21571
                  78             2.47519            0.618159            -4.23572
                  79             2.50693            0.592908            -4.25494
                  80             2.53866             0.56706            -4.27334
                  81             2.57039            0.540641            -4.29092
                  82             2.60213            0.513677            -4.30765
                  83             2.63386            0.486197            -4.32351
                  84             2.66559            0.458227             -4.3385
                  85             2.69733            0.429795            -4.35259
                  86             2.72906            0.400931            -4.36577
                  87             2.76079            0.371662            -4.37803
                  88             2.79253             0.34202            -4.38936
                  89             2.82426            0.312033            -4.39974
                  90             2.85599            0.281733            -4.40916
                  91             2.88773            0.251148            -4.41761
                  92             2.91946            0.220311            -4.42509
                  93             2.95119            0.189251            -4.43159
                  94             2.98293            0.158001             -4.4371
                  95             3.01466            0.126592            -4.44162
                  96             3.04639            0.095056            -4.44514
                  97             3.07813           0.0634239            -4.44765
                  98             3.10986           0.0317279            -4.44916
                  99             3.14159                   0            -4.44967
