            Interval               Theta              Radial            Vertical
                   0                   0                   0             3.65969
                   0                   0                   0             3.65969
                   1           0.0317333           0.0317279             3.65919
                   2           0.0634665           0.0634239             3.65768
                   3           0.0951998            0.095056             3.65516
                   4            0.126933            0.126592             3.65165
                   5            0.158666            0.158001             3.64713
                   6              0.1904            0.189251             3.64162
                   7            0.222133            0.220311             3.63512
                   8            0.253866            0.251148             3.62764
                   9            0.285599            0.281733             3.61919
                  10            0.317333            0.312033             3.60976
                  11            0.349066             0.34202             3.59939
                  12            0.380799            0.371662             3.58806
                  13            0.412532            0.400931              3.5758
                  14            0.444266            0.429795             3.56262
                  15            0.475999            0.458227             3.54853
                  16            0.507732            0.486197             3.53354
                  17            0.539465            0.513677             3.51768
                  18            0.571199            0.540641             3.50095
                  19            0.602932             0.56706             3.48337
                  20            0.634665            0.592908             3.46496
                  21            0.666398            0.618159             3.44575
                  22            0.698132            0.642788             3.42574
                  23            0.729865            0.666769             3.40496
                  24            0.761598            0.690079             3.38343
                  25            0.793331            0.712694             3.36117
                  26            0.825065            0.734592              3.3382
                  27            0.856798             0.75575             3.31455
                  28            0.888531            0.776146             3.29025
                  29            0.920265            0.795762              3.2653
                  30            0.951998            0.814576             3.23975
                  31            0.983731             0.83257             3.21361
                  32             1.01546            0.849725             3.18692
                  33              1.0472            0.866025             3.15969
                  34             1.07893            0.881453             3.13196
                  35             1.11066            0.895994             3.10376
                  36              1.1424            0.909632             3.07511
                  37             1.17413            0.922354             3.04604
                  38             1.20586            0.934148             3.01658
                  39              1.2376            0.945001             2.98676
                  40             1.26933            0.954902             2.95661
                  41             1.30106            0.963842             2.92617
                  42              1.3328            0.971812             2.89545
                  43             1.36453            0.978802              2.8645
                  44             1.39626            0.984808             2.83334
                  45               1.428            0.989821             2.80201
                  46             1.45973            0.993838             2.77053
                  47             1.49146            0.996855             2.73894
                  48              1.5232            0.998867             2.70727
                  49             1.55493            0.999874             2.67556
                  50             1.58666            0.999874             2.64383
                  51              1.6184            0.998867             2.61211
                  52             1.65013            0.996855             2.58044
                  53             1.68186            0.993838             2.54885
                  54              1.7136            0.989821             2.51738
                  55             1.74533            0.984808             2.48604
                  56             1.77706            0.978802             2.45489
                  57              1.8088            0.971812             2.42393
                  58             1.84053            0.963842             2.39322
                  59             1.87226            0.954902             2.36277
                  60               1.904            0.945001             2.33262
                  61             1.93573            0.934148             2.30281
                  62             1.96746            0.922354             2.27335
                  63              1.9992            0.909632             2.24428
                  64             2.03093            0.895994             2.21563
                  65             2.06266            0.881453             2.18742
                  66              2.0944            0.866025             2.15969
                  67             2.12613            0.849725             2.13247
                  68             2.15786             0.83257             2.10577
                  69             2.18959            0.814576             2.07964
                  70             2.22133            0.795762             2.05408
                  71             2.25306            0.776146             2.02914
                  72             2.28479             0.75575             2.00483
                  73             2.31653            0.734592             1.98118
                  74             2.34826            0.712694             1.95822
                  75             2.37999            0.690079             1.93596
                  76             2.41173            0.666769             1.91443
                  77             2.44346            0.642788             1.89365
                  78             2.47519            0.618159             1.87364
                  79             2.50693            0.592908             1.85442
                  80             2.53866             0.56706             1.83602
                  81             2.57039            0.540641             1.81844
                  82             2.60213            0.513677             1.80171
                  83             2.63386            0.486197             1.78584
                  84             2.66559            0.458227             1.77086
                  85             2.69733            0.429795             1.75677
                  86             2.72906            0.400931             1.74358
                  87             2.76079            0.371662             1.73132
                  88             2.79253             0.34202                1.72
                  89             2.82426            0.312033             1.70962
                  90             2.85599            0.281733              1.7002
                  91             2.88773            0.251148             1.69174
                  92             2.91946            0.220311             1.68426
                  93             2.95119            0.189251             1.67776
                  94             2.98293            0.158001             1.67225
                  95             3.01466            0.126592             1.66774
                  96             3.04639            0.095056             1.66422
                  97             3.07813           0.0634239             1.66171
                  98             3.10986           0.0317279              1.6602
                  99             3.14159                   0             1.65969
