            Interval               Theta              Radial            Vertical
                   0                   0                   0           -0.586109
                   0                   0                   0           -0.586109
                   1           0.0317333           0.0317279           -0.586612
                   2           0.0634665           0.0634239           -0.588122
                   3           0.0951998            0.095056           -0.590637
                   4            0.126933            0.126592           -0.594154
                   5            0.158666            0.158001            -0.59867
                   6              0.1904            0.189251            -0.60418
                   7            0.222133            0.220311           -0.610679
                   8            0.253866            0.251148            -0.61816
                   9            0.285599            0.281733           -0.626616
                  10            0.317333            0.312033           -0.636038
                  11            0.349066             0.34202           -0.646416
                  12            0.380799            0.371662           -0.657741
                  13            0.412532            0.400931               -0.67
                  14            0.444266            0.429795           -0.683182
                  15            0.475999            0.458227           -0.697273
                  16            0.507732            0.486197            -0.71226
                  17            0.539465            0.513677           -0.728126
                  18            0.571199            0.540641           -0.744855
                  19            0.602932             0.56706           -0.762432
                  20            0.634665            0.592908           -0.780839
                  21            0.666398            0.618159           -0.800056
                  22            0.698132            0.642788           -0.820064
                  23            0.729865            0.666769           -0.840844
                  24            0.761598            0.690079           -0.862375
                  25            0.793331            0.712694           -0.884634
                  26            0.825065            0.734592             -0.9076
                  27            0.856798             0.75575           -0.931248
                  28            0.888531            0.776146           -0.955556
                  29            0.920265            0.795762           -0.980499
                  30            0.951998            0.814576            -1.00605
                  31            0.983731             0.83257            -1.03219
                  32             1.01546            0.849725            -1.05888
                  33              1.0472            0.866025            -1.08611
                  34             1.07893            0.881453            -1.11384
                  35             1.11066            0.895994            -1.14204
                  36              1.1424            0.909632            -1.17069
                  37             1.17413            0.922354            -1.19976
                  38             1.20586            0.934148            -1.22922
                  39              1.2376            0.945001            -1.25904
                  40             1.26933            0.954902            -1.28919
                  41             1.30106            0.963842            -1.31964
                  42              1.3328            0.971812            -1.35035
                  43             1.36453            0.978802             -1.3813
                  44             1.39626            0.984808            -1.41246
                  45               1.428            0.989821            -1.44379
                  46             1.45973            0.993838            -1.47527
                  47             1.49146            0.996855            -1.50686
                  48              1.5232            0.998867            -1.53853
                  49             1.55493            0.999874            -1.57024
                  50             1.58666            0.999874            -1.60197
                  51              1.6184            0.998867            -1.63369
                  52             1.65013            0.996855            -1.66536
                  53             1.68186            0.993838            -1.69695
                  54              1.7136            0.989821            -1.72842
                  55             1.74533            0.984808            -1.75976
                  56             1.77706            0.978802            -1.79092
                  57              1.8088            0.971812            -1.82187
                  58             1.84053            0.963842            -1.85258
                  59             1.87226            0.954902            -1.88303
                  60               1.904            0.945001            -1.91318
                  61             1.93573            0.934148              -1.943
                  62             1.96746            0.922354            -1.97245
                  63              1.9992            0.909632            -2.00152
                  64             2.03093            0.895994            -2.03018
                  65             2.06266            0.881453            -2.05838
                  66              2.0944            0.866025            -2.08611
                  67             2.12613            0.849725            -2.11333
                  68             2.15786             0.83257            -2.14003
                  69             2.18959            0.814576            -2.16617
                  70             2.22133            0.795762            -2.19172
                  71             2.25306            0.776146            -2.21666
                  72             2.28479             0.75575            -2.24097
                  73             2.31653            0.734592            -2.26462
                  74             2.34826            0.712694            -2.28758
                  75             2.37999            0.690079            -2.30984
                  76             2.41173            0.666769            -2.33137
                  77             2.44346            0.642788            -2.35215
                  78             2.47519            0.618159            -2.37216
                  79             2.50693            0.592908            -2.39138
                  80             2.53866             0.56706            -2.40979
                  81             2.57039            0.540641            -2.42736
                  82             2.60213            0.513677            -2.44409
                  83             2.63386            0.486197            -2.45996
                  84             2.66559            0.458227            -2.47494
                  85             2.69733            0.429795            -2.48904
                  86             2.72906            0.400931            -2.50222
                  87             2.76079            0.371662            -2.51448
                  88             2.79253             0.34202             -2.5258
                  89             2.82426            0.312033            -2.53618
                  90             2.85599            0.281733             -2.5456
                  91             2.88773            0.251148            -2.55406
                  92             2.91946            0.220311            -2.56154
                  93             2.95119            0.189251            -2.56804
                  94             2.98293            0.158001            -2.57355
                  95             3.01466            0.126592            -2.57806
                  96             3.04639            0.095056            -2.58158
                  97             3.07813           0.0634239             -2.5841
                  98             3.10986           0.0317279            -2.58561
                  99             3.14159                   0            -2.58611
