            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.63669
                   0                   0                   0             2.63669
                   1           0.0317333           0.0317279             2.63619
                   2           0.0634665           0.0634239             2.63468
                   3           0.0951998            0.095056             2.63217
                   4            0.126933            0.126592             2.62865
                   5            0.158666            0.158001             2.62413
                   6              0.1904            0.189251             2.61862
                   7            0.222133            0.220311             2.61212
                   8            0.253866            0.251148             2.60464
                   9            0.285599            0.281733             2.59619
                  10            0.317333            0.312033             2.58677
                  11            0.349066             0.34202             2.57639
                  12            0.380799            0.371662             2.56506
                  13            0.412532            0.400931              2.5528
                  14            0.444266            0.429795             2.53962
                  15            0.475999            0.458227             2.52553
                  16            0.507732            0.486197             2.51054
                  17            0.539465            0.513677             2.49468
                  18            0.571199            0.540641             2.47795
                  19            0.602932             0.56706             2.46037
                  20            0.634665            0.592908             2.44196
                  21            0.666398            0.618159             2.42275
                  22            0.698132            0.642788             2.40274
                  23            0.729865            0.666769             2.38196
                  24            0.761598            0.690079             2.36043
                  25            0.793331            0.712694             2.33817
                  26            0.825065            0.734592              2.3152
                  27            0.856798             0.75575             2.29155
                  28            0.888531            0.776146             2.26725
                  29            0.920265            0.795762              2.2423
                  30            0.951998            0.814576             2.21675
                  31            0.983731             0.83257             2.19061
                  32             1.01546            0.849725             2.16392
                  33              1.0472            0.866025             2.13669
                  34             1.07893            0.881453             2.10897
                  35             1.11066            0.895994             2.08076
                  36              1.1424            0.909632             2.05211
                  37             1.17413            0.922354             2.02304
                  38             1.20586            0.934148             1.99358
                  39              1.2376            0.945001             1.96376
                  40             1.26933            0.954902             1.93361
                  41             1.30106            0.963842             1.90317
                  42              1.3328            0.971812             1.87245
                  43             1.36453            0.978802              1.8415
                  44             1.39626            0.984808             1.81034
                  45               1.428            0.989821             1.77901
                  46             1.45973            0.993838             1.74753
                  47             1.49146            0.996855             1.71594
                  48              1.5232            0.998867             1.68428
                  49             1.55493            0.999874             1.65256
                  50             1.58666            0.999874             1.62083
                  51              1.6184            0.998867             1.58911
                  52             1.65013            0.996855             1.55744
                  53             1.68186            0.993838             1.52586
                  54              1.7136            0.989821             1.49438
                  55             1.74533            0.984808             1.46305
                  56             1.77706            0.978802             1.43189
                  57              1.8088            0.971812             1.40094
                  58             1.84053            0.963842             1.37022
                  59             1.87226            0.954902             1.33977
                  60               1.904            0.945001             1.30963
                  61             1.93573            0.934148             1.27981
                  62             1.96746            0.922354             1.25035
                  63              1.9992            0.909632             1.22128
                  64             2.03093            0.895994             1.19263
                  65             2.06266            0.881453             1.16442
                  66              2.0944            0.866025             1.13669
                  67             2.12613            0.849725             1.10947
                  68             2.15786             0.83257             1.08277
                  69             2.18959            0.814576             1.05664
                  70             2.22133            0.795762             1.03108
                  71             2.25306            0.776146             1.00614
                  72             2.28479             0.75575            0.981833
                  73             2.31653            0.734592            0.958185
                  74             2.34826            0.712694            0.935219
                  75             2.37999            0.690079             0.91296
                  76             2.41173            0.666769             0.89143
                  77             2.44346            0.642788             0.87065
                  78             2.47519            0.618159            0.850641
                  79             2.50693            0.592908            0.831424
                  80             2.53866             0.56706            0.813017
                  81             2.57039            0.540641            0.795441
                  82             2.60213            0.513677            0.778711
                  83             2.63386            0.486197            0.762845
                  84             2.66559            0.458227            0.747859
                  85             2.69733            0.429795            0.733768
                  86             2.72906            0.400931            0.720586
                  87             2.76079            0.371662            0.708326
                  88             2.79253             0.34202            0.697001
                  89             2.82426            0.312033            0.686623
                  90             2.85599            0.281733            0.677201
                  91             2.88773            0.251148            0.668745
                  92             2.91946            0.220311            0.661264
                  93             2.95119            0.189251            0.654765
                  94             2.98293            0.158001            0.649255
                  95             3.01466            0.126592            0.644739
                  96             3.04639            0.095056            0.641222
                  97             3.07813           0.0634239            0.638707
                  98             3.10986           0.0317279            0.637198
                  99             3.14159                   0            0.636694
