            Interval                 Arc              Radial            Vertical
                   0                   0                   0           -0.419506
                   1            0.151685            0.151682           -0.418478
                   2            0.303371            0.303338           -0.415519
                   3            0.455056            0.454947           -0.410694
                   4            0.606741             0.60649           -0.404119
                   5            0.758427            0.757955           -0.395956
                   6            0.910112            0.909339           -0.386399
                   7              1.0618             1.06064           -0.375668
                   8             1.21348             1.21188           -0.363994
                   9             1.36517             1.36306           -0.351613
                  10             1.51685              1.5142           -0.338754
                  11             1.66854             1.66531           -0.325631
                  12             1.82022             1.81643           -0.312438
                  13             1.97191             1.96754           -0.299342
                  14             2.12359             2.11868           -0.286485
                  15             2.27528             2.26985           -0.273978
                  16             2.42696             2.42106           -0.261907
                  17             2.57865              2.5723           -0.250332
                  18             2.73034             2.72358           -0.239293
                  19             2.88202             2.87491           -0.228812
                  20             3.03371             3.02627           -0.218895
                  21             3.18539             3.17766           -0.209538
                  22             3.33708             3.32909           -0.200726
                  23             3.48876             3.48055           -0.192442
                  24             3.64045             3.63204           -0.184661
                  25             3.79213             3.78355           -0.177357
                  26             3.94382             3.93508           -0.170503
                  27              4.0955             4.08662           -0.164071
                  28             4.24719             4.23819           -0.158033
                  29             4.39887             4.38977           -0.152363
                  30             4.55056             4.54136           -0.147035
                  31             4.70224             4.69296           -0.142025
                  32             4.85393             4.84458           -0.137311
                  33             5.00562              4.9962            -0.13287
                  34              5.1573             5.14782           -0.128684
                  35             5.30899             5.29946           -0.124733
                  36             5.46067              5.4511              -0.121
                  37             5.61236             5.60274           -0.117471
                  38             5.76404             5.75439           -0.114129
                  39             5.91573             5.90604           -0.110963
                  40             6.06741              6.0577            -0.10796
                  41              6.2191             6.20936           -0.105108
                  42             6.37078             6.36102           -0.102398
                  43             6.52247             6.51268          -0.0998185
                  44             6.67415             6.66435          -0.0973623
                  45             6.82584             6.81601          -0.0950209
                  46             6.97752             6.96768          -0.0927868
                  47             7.12921             7.11935          -0.0906531
                  48             7.28089             7.27102          -0.0886136
                  49             7.43258              7.4227          -0.0866624
                  50             7.58427             7.57437          -0.0847942
                  51             7.73595             7.72604          -0.0830038
                  52             7.88764             7.87772          -0.0812867
                  53             8.03932              8.0294          -0.0796387
                  54             8.19101             8.18107          -0.0780557
                  55             8.34269             8.33275          -0.0765341
                  56             8.49438             8.48443          -0.0750705
                  57             8.64606             8.63611          -0.0736617
                  58             8.79775             8.78779          -0.0723048
                  59             8.94943             8.93947          -0.0709969
                  60             9.10112             9.09115          -0.0697355
                  61              9.2528             9.24283          -0.0685183
                  62             9.40449             9.39451          -0.0673429
                  63             9.55617             9.54619          -0.0662074
                  64             9.70786             9.69787          -0.0651096
                  65             9.85954             9.84955          -0.0640478
                  66             10.0112             10.0012          -0.0630204
                  67             10.1629             10.1529          -0.0620255
                  68             10.3146             10.3046          -0.0610618
                  69             10.4663             10.4563          -0.0601278
                  70              10.618              10.608          -0.0592222
                  71             10.7697             10.7596          -0.0583437
                  72             10.9213             10.9113          -0.0574911
                  73              11.073              11.063          -0.0566633
                  74             11.2247             11.2147          -0.0558593
                  75             11.3764             11.3664           -0.055078
                  76             11.5281             11.5181          -0.0543184
                  77             11.6798             11.6697          -0.0535798
                  78             11.8315             11.8214          -0.0528612
                  79             11.9831             11.9731          -0.0521619
                  80             12.1348             12.1248          -0.0514811
                  81             12.2865             12.2765          -0.0508181
                  82             12.4382             12.4282          -0.0501721
                  83             12.5899             12.5798          -0.0495426
                  84             12.7416             12.7315           -0.048929
                  85             12.8933             12.8832          -0.0483306
                  86             13.0449             13.0349          -0.0477469
                  87             13.1966             13.1866          -0.0471774
                  88             13.3483             13.3383          -0.0466214
                  89                13.5               13.49          -0.0460787
                  90             13.6517             13.6416          -0.0455486
                  91             13.8034             13.7933          -0.0450309
                  92              13.955              13.945           -0.044525
                  93             14.1067             14.0967          -0.0440307
                  94             14.2584             14.2484          -0.0435474
                  95             14.4101             14.4001           -0.043075
                  96             14.5618             14.5517          -0.0426131
                  97             14.7135             14.7034          -0.0421614
                  98             14.8652             14.8551          -0.0417197
                  99             15.0168             15.0068           -0.041288
