            Interval               Theta              Radial            Vertical
                   0                   0                   0             2.01261
                   0                   0                   0             2.01261
                   1           0.0317333           0.0317279             2.01211
                   2           0.0634665           0.0634239              2.0106
                   3           0.0951998            0.095056             2.00808
                   4            0.126933            0.126592             2.00457
                   5            0.158666            0.158001             2.00005
                   6              0.1904            0.189251             1.99454
                   7            0.222133            0.220311             1.98804
                   8            0.253866            0.251148             1.98056
                   9            0.285599            0.281733              1.9721
                  10            0.317333            0.312033             1.96268
                  11            0.349066             0.34202              1.9523
                  12            0.380799            0.371662             1.94098
                  13            0.412532            0.400931             1.92872
                  14            0.444266            0.429795             1.91554
                  15            0.475999            0.458227             1.90145
                  16            0.507732            0.486197             1.88646
                  17            0.539465            0.513677             1.87059
                  18            0.571199            0.540641             1.85386
                  19            0.602932             0.56706             1.83629
                  20            0.634665            0.592908             1.81788
                  21            0.666398            0.618159             1.79866
                  22            0.698132            0.642788             1.77866
                  23            0.729865            0.666769             1.75788
                  24            0.761598            0.690079             1.73635
                  25            0.793331            0.712694             1.71409
                  26            0.825065            0.734592             1.69112
                  27            0.856798             0.75575             1.66747
                  28            0.888531            0.776146             1.64316
                  29            0.920265            0.795762             1.61822
                  30            0.951998            0.814576             1.59267
                  31            0.983731             0.83257             1.56653
                  32             1.01546            0.849725             1.53984
                  33              1.0472            0.866025             1.51261
                  34             1.07893            0.881453             1.48488
                  35             1.11066            0.895994             1.45668
                  36              1.1424            0.909632             1.42803
                  37             1.17413            0.922354             1.39896
                  38             1.20586            0.934148              1.3695
                  39              1.2376            0.945001             1.33968
                  40             1.26933            0.954902             1.30953
                  41             1.30106            0.963842             1.27909
                  42              1.3328            0.971812             1.24837
                  43             1.36453            0.978802             1.21742
                  44             1.39626            0.984808             1.18626
                  45               1.428            0.989821             1.15493
                  46             1.45973            0.993838             1.12345
                  47             1.49146            0.996855             1.09186
                  48              1.5232            0.998867             1.06019
                  49             1.55493            0.999874             1.02848
                  50             1.58666            0.999874            0.996745
                  51              1.6184            0.998867            0.965029
                  52             1.65013            0.996855            0.933361
                  53             1.68186            0.993838            0.901773
                  54              1.7136            0.989821            0.870297
                  55             1.74533            0.984808            0.838963
                  56             1.77706            0.978802            0.807805
                  57              1.8088            0.971812            0.776852
                  58             1.84053            0.963842            0.746138
                  59             1.87226            0.954902            0.715691
                  60               1.904            0.945001            0.685543
                  61             1.93573            0.934148            0.655725
                  62             1.96746            0.922354            0.626266
                  63              1.9992            0.909632            0.597196
                  64             2.03093            0.895994            0.568545
                  65             2.06266            0.881453             0.54034
                  66              2.0944            0.866025            0.512611
                  67             2.12613            0.849725            0.485386
                  68             2.15786             0.83257            0.458691
                  69             2.18959            0.814576            0.432554
                  70             2.22133            0.795762            0.407002
                  71             2.25306            0.776146            0.382059
                  72             2.28479             0.75575            0.357751
                  73             2.31653            0.734592            0.334102
                  74             2.34826            0.712694            0.311136
                  75             2.37999            0.690079            0.288877
                  76             2.41173            0.666769            0.267347
                  77             2.44346            0.642788            0.246567
                  78             2.47519            0.618159            0.226558
                  79             2.50693            0.592908            0.207341
                  80             2.53866             0.56706            0.188935
                  81             2.57039            0.540641            0.171358
                  82             2.60213            0.513677            0.154628
                  83             2.63386            0.486197            0.138762
                  84             2.66559            0.458227            0.123776
                  85             2.69733            0.429795            0.109685
                  86             2.72906            0.400931           0.0965029
                  87             2.76079            0.371662           0.0842434
                  88             2.79253             0.34202           0.0729188
                  89             2.82426            0.312033           0.0625403
                  90             2.85599            0.281733           0.0531184
                  91             2.88773            0.251148           0.0446627
                  92             2.91946            0.220311           0.0371816
                  93             2.95119            0.189251           0.0306827
                  94             2.98293            0.158001           0.0251725
                  95             3.01466            0.126592           0.0206566
                  96             3.04639            0.095056           0.0171395
                  97             3.07813           0.0634239           0.0146247
                  98             3.10986           0.0317279           0.0131148
                  99             3.14159                   0           0.0126114
