            Interval               Theta              Radial            Vertical
                   0                   0                   0            -4.34556
                   0                   0                   0            -4.34556
                   1           0.0317333           0.0317279            -4.34606
                   2           0.0634665           0.0634239            -4.34757
                   3           0.0951998            0.095056            -4.35009
                   4            0.126933            0.126592             -4.3536
                   5            0.158666            0.158001            -4.35812
                   6              0.1904            0.189251            -4.36363
                   7            0.222133            0.220311            -4.37013
                   8            0.253866            0.251148            -4.37761
                   9            0.285599            0.281733            -4.38607
                  10            0.317333            0.312033            -4.39549
                  11            0.349066             0.34202            -4.40587
                  12            0.380799            0.371662            -4.41719
                  13            0.412532            0.400931            -4.42945
                  14            0.444266            0.429795            -4.44263
                  15            0.475999            0.458227            -4.45672
                  16            0.507732            0.486197            -4.47171
                  17            0.539465            0.513677            -4.48758
                  18            0.571199            0.540641            -4.50431
                  19            0.602932             0.56706            -4.52188
                  20            0.634665            0.592908            -4.54029
                  21            0.666398            0.618159            -4.55951
                  22            0.698132            0.642788            -4.57951
                  23            0.729865            0.666769            -4.60029
                  24            0.761598            0.690079            -4.62183
                  25            0.793331            0.712694            -4.64408
                  26            0.825065            0.734592            -4.66705
                  27            0.856798             0.75575             -4.6907
                  28            0.888531            0.776146            -4.71501
                  29            0.920265            0.795762            -4.73995
                  30            0.951998            0.814576             -4.7655
                  31            0.983731             0.83257            -4.79164
                  32             1.01546            0.849725            -4.81833
                  33              1.0472            0.866025            -4.84556
                  34             1.07893            0.881453            -4.87329
                  35             1.11066            0.895994            -4.90149
                  36              1.1424            0.909632            -4.93014
                  37             1.17413            0.922354            -4.95921
                  38             1.20586            0.934148            -4.98867
                  39              1.2376            0.945001            -5.01849
                  40             1.26933            0.954902            -5.04864
                  41             1.30106            0.963842            -5.07909
                  42              1.3328            0.971812             -5.1098
                  43             1.36453            0.978802            -5.14075
                  44             1.39626            0.984808            -5.17191
                  45               1.428            0.989821            -5.20324
                  46             1.45973            0.993838            -5.23472
                  47             1.49146            0.996855            -5.26631
                  48              1.5232            0.998867            -5.29798
                  49             1.55493            0.999874            -5.32969
                  50             1.58666            0.999874            -5.36143
                  51              1.6184            0.998867            -5.39314
                  52             1.65013            0.996855            -5.42481
                  53             1.68186            0.993838             -5.4564
                  54              1.7136            0.989821            -5.48787
                  55             1.74533            0.984808            -5.51921
                  56             1.77706            0.978802            -5.55037
                  57              1.8088            0.971812            -5.58132
                  58             1.84053            0.963842            -5.61203
                  59             1.87226            0.954902            -5.64248
                  60               1.904            0.945001            -5.67263
                  61             1.93573            0.934148            -5.70245
                  62             1.96746            0.922354             -5.7319
                  63              1.9992            0.909632            -5.76097
                  64             2.03093            0.895994            -5.78963
                  65             2.06266            0.881453            -5.81783
                  66              2.0944            0.866025            -5.84556
                  67             2.12613            0.849725            -5.87278
                  68             2.15786             0.83257            -5.89948
                  69             2.18959            0.814576            -5.92562
                  70             2.22133            0.795762            -5.95117
                  71             2.25306            0.776146            -5.97611
                  72             2.28479             0.75575            -6.00042
                  73             2.31653            0.734592            -6.02407
                  74             2.34826            0.712694            -6.04703
                  75             2.37999            0.690079            -6.06929
                  76             2.41173            0.666769            -6.09082
                  77             2.44346            0.642788             -6.1116
                  78             2.47519            0.618159            -6.13161
                  79             2.50693            0.592908            -6.15083
                  80             2.53866             0.56706            -6.16924
                  81             2.57039            0.540641            -6.18681
                  82             2.60213            0.513677            -6.20354
                  83             2.63386            0.486197            -6.21941
                  84             2.66559            0.458227            -6.23439
                  85             2.69733            0.429795            -6.24849
                  86             2.72906            0.400931            -6.26167
                  87             2.76079            0.371662            -6.27393
                  88             2.79253             0.34202            -6.28525
                  89             2.82426            0.312033            -6.29563
                  90             2.85599            0.281733            -6.30505
                  91             2.88773            0.251148            -6.31351
                  92             2.91946            0.220311            -6.32099
                  93             2.95119            0.189251            -6.32749
                  94             2.98293            0.158001              -6.333
                  95             3.01466            0.126592            -6.33751
                  96             3.04639            0.095056            -6.34103
                  97             3.07813           0.0634239            -6.34355
                  98             3.10986           0.0317279            -6.34506
                  99             3.14159                   0            -6.34556
