            Interval               Theta              Radial            Vertical
                   0                   0                   0           -0.154809
                   0                   0                   0           -0.154809
                   1           0.0317333           0.0317279           -0.155312
                   2           0.0634665           0.0634239           -0.156822
                   3           0.0951998            0.095056           -0.159337
                   4            0.126933            0.126592           -0.162854
                   5            0.158666            0.158001            -0.16737
                   6              0.1904            0.189251            -0.17288
                   7            0.222133            0.220311           -0.179379
                   8            0.253866            0.251148            -0.18686
                   9            0.285599            0.281733           -0.195316
                  10            0.317333            0.312033           -0.204738
                  11            0.349066             0.34202           -0.215116
                  12            0.380799            0.371662           -0.226441
                  13            0.412532            0.400931             -0.2387
                  14            0.444266            0.429795           -0.251882
                  15            0.475999            0.458227           -0.265973
                  16            0.507732            0.486197           -0.280959
                  17            0.539465            0.513677           -0.296825
                  18            0.571199            0.540641           -0.313555
                  19            0.602932             0.56706           -0.331132
                  20            0.634665            0.592908           -0.349538
                  21            0.666398            0.618159           -0.368756
                  22            0.698132            0.642788           -0.388764
                  23            0.729865            0.666769           -0.409544
                  24            0.761598            0.690079           -0.431075
                  25            0.793331            0.712694           -0.453334
                  26            0.825065            0.734592           -0.476299
                  27            0.856798             0.75575           -0.499948
                  28            0.888531            0.776146           -0.524256
                  29            0.920265            0.795762           -0.549199
                  30            0.951998            0.814576           -0.574752
                  31            0.983731             0.83257           -0.600889
                  32             1.01546            0.849725           -0.627583
                  33              1.0472            0.866025           -0.654809
                  34             1.07893            0.881453           -0.682538
                  35             1.11066            0.895994           -0.710742
                  36              1.1424            0.909632           -0.739394
                  37             1.17413            0.922354           -0.768464
                  38             1.20586            0.934148           -0.797923
                  39              1.2376            0.945001           -0.827741
                  40             1.26933            0.954902           -0.857888
                  41             1.30106            0.963842           -0.888335
                  42              1.3328            0.971812            -0.91905
                  43             1.36453            0.978802           -0.950002
                  44             1.39626            0.984808           -0.981161
                  45               1.428            0.989821            -1.01249
                  46             1.45973            0.993838            -1.04397
                  47             1.49146            0.996855            -1.07556
                  48              1.5232            0.998867            -1.10723
                  49             1.55493            0.999874            -1.13894
                  50             1.58666            0.999874            -1.17067
                  51              1.6184            0.998867            -1.20239
                  52             1.65013            0.996855            -1.23406
                  53             1.68186            0.993838            -1.26565
                  54              1.7136            0.989821            -1.29712
                  55             1.74533            0.984808            -1.32846
                  56             1.77706            0.978802            -1.35962
                  57              1.8088            0.971812            -1.39057
                  58             1.84053            0.963842            -1.42128
                  59             1.87226            0.954902            -1.45173
                  60               1.904            0.945001            -1.48188
                  61             1.93573            0.934148            -1.51169
                  62             1.96746            0.922354            -1.54115
                  63              1.9992            0.909632            -1.57022
                  64             2.03093            0.895994            -1.59888
                  65             2.06266            0.881453            -1.62708
                  66              2.0944            0.866025            -1.65481
                  67             2.12613            0.849725            -1.68203
                  68             2.15786             0.83257            -1.70873
                  69             2.18959            0.814576            -1.73487
                  70             2.22133            0.795762            -1.76042
                  71             2.25306            0.776146            -1.78536
                  72             2.28479             0.75575            -1.80967
                  73             2.31653            0.734592            -1.83332
                  74             2.34826            0.712694            -1.85628
                  75             2.37999            0.690079            -1.87854
                  76             2.41173            0.666769            -1.90007
                  77             2.44346            0.642788            -1.92085
                  78             2.47519            0.618159            -1.94086
                  79             2.50693            0.592908            -1.96008
                  80             2.53866             0.56706            -1.97849
                  81             2.57039            0.540641            -1.99606
                  82             2.60213            0.513677            -2.01279
                  83             2.63386            0.486197            -2.02866
                  84             2.66559            0.458227            -2.04364
                  85             2.69733            0.429795            -2.05774
                  86             2.72906            0.400931            -2.07092
                  87             2.76079            0.371662            -2.08318
                  88             2.79253             0.34202             -2.0945
                  89             2.82426            0.312033            -2.10488
                  90             2.85599            0.281733             -2.1143
                  91             2.88773            0.251148            -2.12276
                  92             2.91946            0.220311            -2.13024
                  93             2.95119            0.189251            -2.13674
                  94             2.98293            0.158001            -2.14225
                  95             3.01466            0.126592            -2.14676
                  96             3.04639            0.095056            -2.15028
                  97             3.07813           0.0634239             -2.1528
                  98             3.10986           0.0317279            -2.15431
                  99             3.14159                   0            -2.15481
