            Interval                 Arc              Radial            Vertical
                   0                   0                   0          -0.0758668
                   1            0.151543             0.15154          -0.0748226
                   2            0.303087             0.30308          -0.0737893
                   3             0.45463            0.454618          -0.0725056
                   4            0.606174            0.606153          -0.0708681
                   5            0.757717            0.757683          -0.0689124
                   6            0.909261             0.90921          -0.0666766
                   7              1.0608             1.06073          -0.0642105
                   8             1.21235             1.21225           -0.061593
                   9             1.36389             1.36377          -0.0588529
                  10             1.51543             1.51529          -0.0560349
                  11             1.66698             1.66681          -0.0531806
                  12             1.81852             1.81832          -0.0503367
                  13             1.97007             1.96984          -0.0475357
                  14             2.12161             2.12136          -0.0448081
                  15             2.27315             2.27288          -0.0421405
                  16              2.4247              2.4244          -0.0395706
                  17             2.57624             2.57593          -0.0371166
                  18             2.72778             2.72745          -0.0348053
                  19             2.87933             2.87898           -0.032617
                  20             3.03087             3.03051          -0.0305511
                  21             3.18241             3.18204          -0.0286049
                  22             3.33396             3.33357          -0.0267807
                  23              3.4855             3.48511          -0.0250737
                  24             3.63704             3.63664          -0.0234788
                  25             3.78859             3.78818          -0.0219905
                  26             3.94013             3.93971          -0.0206034
                  27             4.09167             4.09125          -0.0193117
                  28             4.24322             4.24279          -0.0181097
                  29             4.39476             4.39433           -0.016991
                  30              4.5463             4.54587          -0.0159502
                  31             4.69785             4.69741          -0.0149819
                  32             4.84939             4.84895          -0.0140817
                  33             5.00094             5.00049          -0.0132442
                  34             5.15248             5.15203          -0.0124645
                  35             5.30402             5.30358          -0.0117382
                  36             5.45557             5.45512          -0.0110615
                  37             5.60711             5.60666          -0.0104308
                  38             5.75865              5.7582         -0.00984272
                  39              5.9102             5.90975         -0.00929397
                  40             6.06174             6.06129         -0.00878164
                  41             6.21328             6.21283         -0.00830304
                  42             6.36483             6.36437         -0.00785569
                  43             6.51637             6.51592         -0.00743728
                  44             6.66791             6.66746         -0.00704571
                  45             6.81946               6.819         -0.00667904
                  46               6.971             6.97055          -0.0063355
                  47             7.12254             7.12209         -0.00601345
                  48             7.27409             7.27363         -0.00571135
                  49             7.42563             7.42518         -0.00542783
                  50             7.57717             7.57672         -0.00516159
                  51             7.72872             7.72826         -0.00491147
                  52             7.88026              7.8798         -0.00467638
                  53              8.0318             8.03135         -0.00445532
                  54             8.18335             8.18289         -0.00424736
                  55             8.33489             8.33443         -0.00405165
                  56             8.48644             8.48598         -0.00386741
                  57             8.63798             8.63752          -0.0036939
                  58             8.78952             8.78907         -0.00353046
                  59             8.94107             8.94061         -0.00337645
                  60             9.09261             9.09215         -0.00323132
                  61             9.24415              9.2437         -0.00309452
                  62              9.3957             9.39524         -0.00296556
                  63             9.54724             9.54678         -0.00284399
                  64             9.69878             9.69833         -0.00272939
                  65             9.85033             9.84987         -0.00262136
                  66             10.0019             10.0014         -0.00251954
                  67             10.1534              10.153         -0.00242358
                  68              10.305             10.3045         -0.00233317
                  69             10.4565              10.456         -0.00224807
                  70              10.608             10.6076           -0.002168
                  71             10.7596             10.7591         -0.00209271
                  72             10.9111             10.9107         -0.00202196
                  73             11.0627             11.0622         -0.00195554
                  74             11.2142             11.2138         -0.00189326
                  75             11.3658             11.3653         -0.00183493
                  76             11.5173             11.5168          -0.0017804
                  77             11.6688             11.6684         -0.00172953
                  78             11.8204             11.8199         -0.00168218
                  79             11.9719             11.9715         -0.00163823
                  80             12.1235              12.123         -0.00159749
                  81              12.275             12.2746         -0.00155986
                  82             12.4266             12.4261         -0.00152522
                  83             12.5781             12.5777          -0.0014943
                  84             12.7297             12.7292         -0.00146684
                  85             12.8812             12.8807         -0.00144275
                  86             13.0327             13.0323         -0.00142129
                  87             13.1843             13.1838         -0.00140258
                  88             13.3358             13.3354          -0.0013866
                  89             13.4874             13.4869          -0.0013734
                  90             13.6389             13.6385         -0.00136308
                  91             13.7905               13.79         -0.00135577
                  92              13.942             13.9415         -0.00135166
                  93             14.0935             14.0931         -0.00135099
                  94             14.2451             14.2446         -0.00135415
                  95             14.3966             14.3962         -0.00136175
                  96             14.5482             14.5477         -0.00137471
                  97             14.6997             14.6993         -0.00139386
                  98             14.8513             14.8508         -0.00142206
                  99             15.0028             15.0023         -0.00146665
