            Interval                 Arc              Radial            Vertical
                   0                   0                   0          -0.0467557
                   1            0.151529            0.151528          -0.0463975
                   2            0.303058            0.303056          -0.0459123
                   3            0.454586            0.454584          -0.0452349
                   4            0.606115             0.60611          -0.0443479
                   5            0.757644            0.757635          -0.0432709
                   6            0.909173            0.909158           -0.042029
                   7              1.0607             1.06068          -0.0406519
                   8             1.21223              1.2122          -0.0391732
                   9             1.36376             1.36372          -0.0376198
                  10             1.51529             1.51524          -0.0360193
                  11             1.66682             1.66676          -0.0343964
                  12             1.81835             1.81828          -0.0327744
                  13             1.96987              1.9698          -0.0311716
                  14              2.1214             2.12132          -0.0296034
                  15             2.27293             2.27285          -0.0280774
                  16             2.42446             2.42437          -0.0266053
                  17             2.57599             2.57589          -0.0251942
                  18             2.72752             2.72741          -0.0238508
                  19             2.87905             2.87894          -0.0225741
                  20             3.03058             3.03046          -0.0213649
                  21              3.1821             3.18198          -0.0202224
                  22             3.33363             3.33351          -0.0191459
                  23             3.48516             3.48503          -0.0181334
                  24             3.63669             3.63656          -0.0171824
                  25             3.78822             3.78809          -0.0162902
                  26             3.93975             3.93961          -0.0154537
                  27             4.09128             4.09114          -0.0146699
                  28             4.24281             4.24267          -0.0139356
                  29             4.39433             4.39419          -0.0132479
                  30             4.54586             4.54572          -0.0126037
                  31             4.69739             4.69725          -0.0120001
                  32             4.84892             4.84878          -0.0114345
                  33             5.00045              5.0003          -0.0109042
                  34             5.15198             5.15183          -0.0104068
                  35             5.30351             5.30336         -0.00993992
                  36             5.45504             5.45489         -0.00950154
                  37             5.60656             5.60642         -0.00908962
                  38             5.75809             5.75795         -0.00870233
                  39             5.90962             5.90947         -0.00833794
                  40             6.06115               6.061         -0.00799487
                  41             6.21268             6.21253         -0.00767165
                  42             6.36421             6.36406         -0.00736692
                  43             6.51574             6.51559         -0.00707941
                  44             6.66727             6.66712         -0.00680799
                  45             6.81879             6.81864         -0.00655156
                  46             6.97032             6.97017         -0.00630914
                  47             7.12185              7.1217         -0.00607982
                  48             7.27338             7.27323         -0.00586275
                  49             7.42491             7.42476         -0.00565714
                  50             7.57644             7.57629         -0.00546229
                  51             7.72797             7.72782          -0.0052775
                  52              7.8795             7.87934         -0.00510218
                  53             8.03103             8.03087         -0.00493573
                  54             8.18255              8.1824         -0.00477764
                  55             8.33408             8.33393         -0.00462741
                  56             8.48561             8.48546         -0.00448458
                  57             8.63714             8.63699         -0.00434872
                  58             8.78867             8.78852         -0.00421944
                  59              8.9402             8.94005         -0.00409638
                  60             9.09173             9.09157         -0.00397919
                  61             9.24326              9.2431         -0.00386756
                  62             9.39478             9.39463         -0.00376119
                  63             9.54631             9.54616         -0.00365981
                  64             9.69784             9.69769         -0.00356316
                  65             9.84937             9.84922           -0.003471
                  66             10.0009             10.0007         -0.00338311
                  67             10.1524             10.1523         -0.00329928
                  68              10.304             10.3038         -0.00321931
                  69             10.4555             10.4553         -0.00314304
                  70              10.607             10.6069         -0.00307029
                  71             10.7585             10.7584          -0.0030009
                  72             10.9101             10.9099         -0.00293473
                  73             11.0616             11.0614         -0.00287165
                  74             11.2131              11.213         -0.00281151
                  75             11.3647             11.3645         -0.00275422
                  76             11.5162              11.516         -0.00269966
                  77             11.6677             11.6676         -0.00264773
                  78             11.8192             11.8191         -0.00259833
                  79             11.9708             11.9706         -0.00255139
                  80             12.1223             12.1221         -0.00250681
                  81             12.2738             12.2737         -0.00246451
                  82             12.4254             12.4252         -0.00242443
                  83             12.5769             12.5767         -0.00238671
                  84             12.7284             12.7283         -0.00235122
                  85             12.8799             12.8798         -0.00231793
                  86             13.0315             13.0313         -0.00228662
                  87              13.183             13.1829          -0.0022573
                  88             13.3345             13.3344         -0.00222997
                  89             13.4861             13.4859         -0.00220463
                  90             13.6376             13.6374         -0.00218131
                  91             13.7891              13.789         -0.00216005
                  92             13.9406             13.9405         -0.00214093
                  93             14.0922              14.092         -0.00212404
                  94             14.2437             14.2436         -0.00210957
                  95             14.3952             14.3951         -0.00209776
                  96             14.5468             14.5466         -0.00208901
                  97             14.6983             14.6981         -0.00208385
                  98             14.8498             14.8497         -0.00208354
                  99             15.0013             15.0012         -0.00209149
