            Interval                 Arc              Radial            Vertical
                   0                   0                   0           -0.481916
                   1            0.152209             0.14747           -0.444255
                   2            0.304419            0.295531           -0.408927
                   3            0.456628            0.444522           -0.377805
                   4            0.608837            0.591761            -0.33922
                   5            0.761047            0.737258            -0.29452
                   6            0.913256            0.883026            -0.25071
                   7             1.06547              1.0291            -0.20793
                   8             1.21767             1.17778           -0.175333
                   9             1.36988             1.32829           -0.152689
                  10             1.52209             1.47979            -0.13796
                  11              1.6743             1.63138           -0.124219
                  12             1.82651             1.78332           -0.115206
                  13             1.97872             1.93522           -0.105549
                  14             2.13093             2.08738           -0.101626
                  15             2.28314             2.23913          -0.0898564
                  16             2.43535             2.39039          -0.0728178
                  17             2.58756             2.54146          -0.0542404
                  18             2.73977             2.69337          -0.0447156
                  19             2.89198              2.8454          -0.0373828
                  20             3.04419             2.99744          -0.0301522
                  21              3.1964             3.14947          -0.0228878
                  22             3.34861             3.30163          -0.0188096
                  23             3.50081             3.45383          -0.0173673
                  24             3.65302             3.60604          -0.0178484
                  25             3.80523             3.75825          -0.0172596
                  26             3.95744             3.91045          -0.0162868
                  27             4.10965             4.06265          -0.0142327
                  28             4.26186             4.21486          -0.0134425
                  29             4.41407             4.36705          -0.0113841
                  30             4.56628             4.51923         -0.00840829
                  31             4.71849             4.67138         -0.00410626
                  32              4.8707             4.82358         -0.00240822
                  33             5.02291             4.97579         -0.00248927
                  34             5.17512               5.128         -0.00316642
                  35             5.32733             5.28021         -0.00259009
                  36             5.47954             5.43242         -0.00209529
                  37             5.63175             5.58462         -0.00214321
                  38             5.78395             5.73683         -0.00277434
                  39             5.93616             5.88904         -0.00289501
                  40             6.08837             6.04125         -0.00255667
                  41             6.24058             6.19346           -0.001804
                  42             6.39279             6.34567         -0.00145422
                  43               6.545             6.49788         -0.00108804
                  44             6.69721             6.65009        -0.000715259
                  45             6.84942             6.80229         5.88927e-05
                  46             7.00163              6.9545         0.000290954
                  47             7.15384             7.10671         7.80691e-06
                  48             7.30605             7.25892        -0.000614624
                  49             7.45826             7.41113        -0.000710899
                  50             7.61047             7.56334        -0.000525524
                  51             7.76268             7.71555        -0.000339798
                  52             7.91489             7.86776        -0.000448284
                  53             8.06709             8.01997        -0.000506368
                  54              8.2193             8.17217        -0.000414393
                  55             8.37151             8.32438        -0.000171145
                  56             8.52372             8.47659        -5.50015e-05
                  57             8.67593              8.6288        -2.44115e-05
                  58             8.82814             8.78101        -4.81167e-05
                  59             8.98035             8.93322          3.8329e-05
                  60             9.13256             9.08543         5.63374e-05
                  61             9.28477             9.23764        -2.04423e-05
                  62             9.43698             9.38985        -0.000205835
                  63             9.58919             9.54206        -0.000252264
                  64              9.7414             9.69427        -0.000176866
                  65             9.89361             9.84648        -5.53717e-05
                  66             10.0458             9.99869        -4.56853e-05
                  67              10.198             10.1509        -7.48944e-05
                  68             10.3502             10.3031        -8.18751e-05
                  69             10.5024             10.4553        -2.82562e-05
                  70             10.6547             10.6075          3.8657e-06
                  71             10.8069             10.7597        -4.50894e-07
                  72             10.9591             10.9119        -3.28393e-05
                  73             11.1113             11.0642        -3.60711e-05
                  74             11.2635             11.2164        -3.47948e-05
                  75             11.4157             11.3686        -4.18015e-05
                  76             11.5679             11.5208        -7.70628e-05
                  77             11.7201              11.673          -8.712e-05
                  78             11.8723             11.8252        -6.59665e-05
                  79             12.0245             11.9774        -2.47189e-05
                  80             12.1767             12.1296        -1.51734e-05
                  81              12.329             12.2818        -2.80331e-05
                  82             12.4812              12.434        -4.19196e-05
                  83             12.6334             12.5862        -3.67278e-05
                  84             12.7856             12.7385        -2.99156e-05
                  85             12.9378             12.8907        -3.44756e-05
                  86               13.09             13.0429        -4.82813e-05
                  87             13.2422             13.1951        -5.65775e-05
                  88             13.3944             13.3473        -5.99614e-05
                  89             13.5466             13.4995        -6.06842e-05
                  90             13.6988             13.6517        -6.78651e-05
                  91              13.851             13.8039        -7.29762e-05
                  92             14.0033             13.9561         -7.3026e-05
                  93             14.1555             14.1083        -6.80837e-05
                  94             14.3077             14.2605        -6.98304e-05
                  95             14.4599             14.4128        -7.91322e-05
                  96             14.6121              14.565        -9.36766e-05
                  97             14.7643             14.7172        -0.000102459
                  98             14.9165             14.8694        -0.000111474
                  99             15.0687             15.0216         -0.00013324
