            Interval                 Arc              Radial            Vertical
                   0                   0                   0          -0.0351468
                   1            0.151524            0.151524          -0.0349417
                   2            0.303049            0.303048           -0.034615
                   3            0.454573            0.454572          -0.0341381
                   4            0.606098            0.606095           -0.033507
                   5            0.757622            0.757617          -0.0327365
                   6            0.909146            0.909139          -0.0318457
                   7             1.06067             1.06066          -0.0308559
                   8              1.2122             1.21218          -0.0297903
                   9             1.36372              1.3637          -0.0286697
                  10             1.51524             1.51522          -0.0275141
                  11             1.66677             1.66674          -0.0263416
                  12             1.81829             1.81826          -0.0251686
                  13             1.96982             1.96978          -0.0240083
                  14             2.12134              2.1213          -0.0228717
                  15             2.27287             2.27282          -0.0217661
                  16             2.42439             2.42434          -0.0206986
                  17             2.57591             2.57586          -0.0196743
                  18             2.72744             2.72738          -0.0186967
                  19             2.87896             2.87891          -0.0177665
                  20             3.03049             3.03043          -0.0168843
                  21             3.18201             3.18195          -0.0160498
                  22             3.33354             3.33347          -0.0152622
                  23             3.48506             3.48499          -0.0145201
                  24             3.63659             3.63652          -0.0138218
                  25             3.78811             3.78804          -0.0131654
                  26             3.93963             3.93956          -0.0125487
                  27             4.09116             4.09109          -0.0119696
                  28             4.24268             4.24261          -0.0114259
                  29             4.39421             4.39413          -0.0109154
                  30             4.54573             4.54566           -0.010436
                  31             4.69726             4.69718         -0.00998585
                  32             4.84878              4.8487         -0.00956285
                  33              5.0003             5.00023         -0.00916523
                  34             5.15183             5.15175         -0.00879125
                  35             5.30335             5.30328         -0.00843932
                  36             5.45488              5.4548         -0.00810791
                  37              5.6064             5.60632         -0.00779563
                  38             5.75793             5.75785         -0.00750116
                  39             5.90945             5.90937          -0.0072233
                  40             6.06098              6.0609         -0.00696092
                  41              6.2125             6.21242         -0.00671298
                  42             6.36402             6.36395          -0.0064785
                  43             6.51555             6.51547          -0.0062566
                  44             6.66707             6.66699         -0.00604645
                  45              6.8186             6.81852         -0.00584729
                  46             6.97012             6.97004         -0.00565841
                  47             7.12165             7.12157         -0.00547915
                  48             7.27317             7.27309         -0.00530891
                  49             7.42469             7.42462         -0.00514713
                  50             7.57622             7.57614          -0.0049933
                  51             7.72774             7.72766         -0.00484692
                  52             7.87927             7.87919         -0.00470755
                  53             8.03079             8.03071         -0.00457479
                  54             8.18232             8.18224         -0.00444824
                  55             8.33384             8.33376         -0.00432755
                  56             8.48537             8.48529         -0.00421239
                  57             8.63689             8.63681         -0.00410245
                  58             8.78841             8.78833         -0.00399744
                  59             8.93994             8.93986          -0.0038971
                  60             9.09146             9.09138         -0.00380117
                  61             9.24299             9.24291         -0.00370943
                  62             9.39451             9.39443         -0.00362166
                  63             9.54604             9.54596         -0.00353766
                  64             9.69756             9.69748         -0.00345724
                  65             9.84909               9.849         -0.00338022
                  66             10.0006             10.0005         -0.00330644
                  67             10.1521             10.1521         -0.00323574
                  68             10.3037             10.3036         -0.00316799
                  69             10.4552             10.4551         -0.00310305
                  70             10.6067             10.6066         -0.00304079
                  71             10.7582             10.7582          -0.0029811
                  72             10.9098             10.9097         -0.00292387
                  73             11.0613             11.0612         -0.00286899
                  74             11.2128             11.2127         -0.00281636
                  75             11.3643             11.3642         -0.00276591
                  76             11.5159             11.5158         -0.00271754
                  77             11.6674             11.6673         -0.00267118
                  78             11.8189             11.8188         -0.00262676
                  79             11.9704             11.9703         -0.00258421
                  80              12.122             12.1219         -0.00254347
                  81             12.2735             12.2734         -0.00250447
                  82              12.425             12.4249         -0.00246716
                  83             12.5765             12.5764         -0.00243158
                  84              12.728              12.728         -0.00239766
                  85             12.8796             12.8795         -0.00236535
                  86             13.0311              13.031         -0.00233455
                  87             13.1826             13.1825         -0.00230525
                  88             13.3341             13.3341         -0.00227745
                  89             13.4857             13.4856         -0.00225112
                  90             13.6372             13.6371         -0.00222627
                  91             13.7887             13.7886         -0.00220294
                  92             13.9402             13.9402         -0.00218113
                  93             14.0918             14.0917         -0.00216092
                  94             14.2433             14.2432         -0.00214239
                  95             14.3948             14.3947         -0.00212568
                  96             14.5463             14.5463         -0.00211101
                  97             14.6979             14.6978         -0.00209869
                  98             14.8494             14.8493         -0.00208948
                  99             15.0009             15.0008         -0.00208532
