            Interval                 Arc              Radial            Vertical
                   0                   0                   0            -0.19373
                   1            0.151671            0.151191           -0.181669
                   2            0.303342            0.302702           -0.174713
                   3            0.455013            0.454267           -0.169053
                   4            0.606684            0.605759           -0.161675
                   5            0.758355            0.757222           -0.153735
                   6            0.910026            0.908655           -0.145237
                   7              1.0617             1.06003           -0.135745
                   8             1.21337             1.21148           -0.127535
                   9             1.36504             1.36293           -0.119491
                  10             1.51671             1.51438           -0.111269
                  11             1.66838             1.66582           -0.102854
                  12             1.82005             1.81728          -0.0948154
                  13             1.97172             1.96875          -0.0870339
                  14             2.12339             2.12028          -0.0805542
                  15             2.27507             2.27175          -0.0727729
                  16             2.42674             2.42322          -0.0649374
                  17             2.57841             2.57471          -0.0575284
                  18             2.73008             2.72629          -0.0521054
                  19             2.88175             2.87788          -0.0472269
                  20             3.03342             3.02948          -0.0426299
                  21             3.18509             3.18109          -0.0382057
                  22             3.33676             3.33271          -0.0343641
                  23             3.48843             3.48434          -0.0309887
                  24             3.64011             3.63598          -0.0279546
                  25             3.79178             3.78763           -0.025066
                  26             3.94345             3.93927          -0.0224147
                  27             4.09512             4.09093          -0.0200148
                  28             4.24679             4.24258          -0.0179642
                  29             4.39846             4.39424          -0.0160084
                  30             4.55013              4.5459          -0.0141703
                  31              4.7018             4.69756          -0.0124556
                  32             4.85347             4.84923          -0.0111345
                  33             5.00514              5.0009          -0.0100509
                  34             5.15682             5.15256          -0.0090931
                  35             5.30849             5.30423         -0.00812089
                  36             5.46016              5.4559         -0.00724083
                  37             5.61183             5.60757         -0.00647259
                  38              5.7635             5.75924         -0.00581281
                  39             5.91517             5.91091         -0.00520112
                  40             6.06684             6.06258         -0.00463882
                  41             6.21851             6.21425         -0.00413168
                  42             6.37018             6.36592         -0.00369605
                  43             6.52186             6.51759         -0.00330532
                  44             6.67353             6.66926         -0.00295009
                  45              6.8252             6.82093         -0.00262245
                  46             6.97687              6.9726         -0.00235061
                  47             7.12854             7.12427         -0.00212383
                  48             7.28021             7.27594         -0.00192665
                  49             7.43188             7.42761         -0.00172994
                  50             7.58355             7.57929         -0.00154442
                  51             7.73522             7.73096         -0.00137857
                  52             7.88689             7.88263         -0.00123955
                  53             8.03857              8.0343         -0.00111548
                  54             8.19024             8.18597         -0.00100208
                  55             8.34191             8.33764        -0.000898123
                  56             8.49358             8.48931        -0.000807352
                  57             8.64525             8.64098        -0.000727426
                  58             8.79692             8.79265        -0.000656015
                  59             8.94859             8.94432        -0.000590606
                  60             9.10026               9.096        -0.000533247
                  61             9.25193             9.24767        -0.000483453
                  62             9.40361             9.39934        -0.000439798
                  63             9.55528             9.55101        -0.000398502
                  64             9.70695             9.70268        -0.000359848
                  65             9.85862             9.85435        -0.000325048
                  66             10.0103              10.006        -0.000295111
                  67              10.162             10.1577        -0.000268606
                  68             10.3136             10.3094        -0.000244259
                  69             10.4653              10.461        -0.000222544
                  70              10.617             10.6127          -0.0002038
                  71             10.7686             10.7644        -0.000188002
                  72             10.9203              10.916        -0.000174232
                  73              11.072             11.0677        -0.000162039
                  74             11.2237             11.2194        -0.000151347
                  75             11.3753             11.3711        -0.000141989
                  76              11.527             11.5227         -0.00013406
                  77             11.6787             11.6744        -0.000127041
                  78             11.8303             11.8261        -0.000120837
                  79              11.982             11.9777        -0.000115365
                  80             12.1337             12.1294         -0.00011079
                  81             12.2854             12.2811        -0.000106727
                  82              12.437             12.4328        -0.000101717
                  83             12.5887             12.5844        -0.000101597
                  84             12.7404             12.7361         -0.00010505
                  85              12.892             12.8878        -0.000113214
                  86             13.0437             13.0394        -0.000120417
                  87             13.1954             13.1911        -0.000128043
                  88             13.3471             13.3428        -0.000136155
                  89             13.4987             13.4945        -0.000144311
                  90             13.6504             13.6461        -0.000152972
                  91             13.8021             13.7978        -0.000162314
                  92             13.9537             13.9495        -0.000172705
                  93             14.1054             14.1011        -0.000184388
                  94             14.2571             14.2528        -0.000197803
                  95             14.4087             14.4045        -0.000214145
                  96             14.5604             14.5562        -0.000235874
                  97             14.7121             14.7078        -0.000260918
                  98             14.8638             14.8595        -0.000294787
                  99             15.0154             15.0112        -0.000351028
