            Interval                 Arc              Radial            Vertical
                   0                   0                   0           -0.370578
                   1            0.151941            0.149105           -0.341374
                   2            0.303882            0.299287           -0.318307
                   3            0.455822            0.450073            -0.29961
                   4            0.607763            0.600052           -0.275272
                   5            0.759704            0.749464            -0.24767
                   6            0.911645            0.899049           -0.221018
                   7             1.06359             1.04838           -0.192983
                   8             1.21553             1.19865           -0.170486
                   9             1.36747             1.34958            -0.15298
                  10             1.51941             1.50081           -0.138349
                  11             1.67135             1.65205           -0.123743
                  12             1.82329             1.80356           -0.112365
                  13             1.97523             1.95506           -0.100708
                  14             2.12717             2.10686          -0.0943509
                  15             2.27911              2.2584          -0.0832325
                  16             2.43105             2.40971          -0.0693992
                  17             2.58299             2.56097          -0.0551153
                  18             2.73493             2.71273          -0.0475557
                  19             2.88687             2.86455          -0.0417056
                  20             3.03882             3.01639          -0.0360056
                  21             3.19076             3.16821          -0.0299962
                  22              3.3427             3.32009          -0.0257989
                  23             3.49464             3.47201          -0.0231219
                  24             3.64658             3.62394          -0.0215075
                  25             3.79852             3.77587          -0.0193321
                  26             3.95046             3.92779          -0.0171421
                  27              4.1024             4.07971           -0.014716
                  28             4.25434             4.23165          -0.0134087
                  29             4.40628             4.38358          -0.0115431
                  30             4.55822              4.5355         -0.00927531
                  31             4.71016             4.68741         -0.00632856
                  32              4.8621             4.83935         -0.00506331
                  33             5.01405             4.99129         -0.00484981
                  34             5.16599             5.14323         -0.00495956
                  35             5.31793             5.29517          -0.0042607
                  36             5.46987             5.44711         -0.00357615
                  37             5.62181             5.59905         -0.00319971
                  38             5.77375             5.75099         -0.00317845
                  39             5.92569             5.90293         -0.00293025
                  40             6.07763             6.05487         -0.00249456
                  41             6.22957             6.20681         -0.00193822
                  42             6.38151             6.35875         -0.00165624
                  43             6.53345             6.51069         -0.00139774
                  44             6.68539             6.66263         -0.00112794
                  45             6.83733             6.81457        -0.000664731
                  46             6.98928             6.96651         -0.00049668
                  47             7.14122             7.11845        -0.000591491
                  48             7.29316             7.27039        -0.000841733
                  49              7.4451             7.42234        -0.000809105
                  50             7.59704             7.57428        -0.000636061
                  51             7.74898             7.72622        -0.000471463
                  52             7.90092             7.87816        -0.000466907
                  53             8.05286              8.0301         -0.00045412
                  54              8.2048             8.18204        -0.000383288
                  55             8.35674             8.33398        -0.000256538
                  56             8.50868             8.48592        -0.000194771
                  57             8.66062             8.63786        -0.000174429
                  58             8.81256              8.7898        -0.000171553
                  59             8.96451             8.94174        -0.000120687
                  60             9.11645             9.09368        -0.000101153
                  61             9.26839             9.24562        -0.000125144
                  62             9.42033             9.39757        -0.000191879
                  63             9.57227             9.54951        -0.000196531
                  64             9.72421             9.70145        -0.000150016
                  65             9.87615             9.85339        -8.81916e-05
                  66             10.0281             10.0053        -7.70044e-05
                  67               10.18             10.1573        -8.50911e-05
                  68              10.332             10.3092        -8.55426e-05
                  69             10.4839             10.4612        -6.32763e-05
                  70             10.6359             10.6131        -4.93907e-05
                  71             10.7878              10.765        -4.98129e-05
                  72             10.9397              10.917        -5.96203e-05
                  73             11.0917             11.0689        -5.87948e-05
                  74             11.2436             11.2209        -5.64833e-05
                  75             11.3956             11.3728        -5.78442e-05
                  76             11.5475             11.5247        -6.89014e-05
                  77             11.6994             11.6767        -7.07542e-05
                  78             11.8514             11.8286        -6.15102e-05
                  79             12.0033             11.9806        -4.58461e-05
                  80             12.1553             12.1325        -4.20877e-05
                  81             12.3072             12.2844        -4.65381e-05
                  82             12.4591             12.4364        -4.99205e-05
                  83             12.6111             12.5883        -4.91617e-05
                  84              12.763             12.7403        -4.89687e-05
                  85              12.915             12.8922        -5.53549e-05
                  86             13.0669             13.0441         -6.3427e-05
                  87             13.2188             13.1961        -6.99673e-05
                  88             13.3708              13.348        -7.52357e-05
                  89             13.5227                13.5        -7.93514e-05
                  90             13.6747             13.6519         -8.5336e-05
                  91             13.8266             13.8038        -9.07886e-05
                  92             13.9786             13.9558        -9.49533e-05
                  93             14.1305             14.1077        -9.82029e-05
                  94             14.2824             14.2597        -0.000103838
                  95             14.4344             14.4116        -0.000112786
                  96             14.5863             14.5636        -0.000125932
                  97             14.7383             14.7155        -0.000138136
                  98             14.8902             14.8674        -0.000154012
                  99             15.0421             15.0194        -0.000185314
