            Interval                 Arc              Radial            Vertical
                   0                   0                   0           -0.177368
                   1            0.151649            0.151325            -0.16746
                   2            0.303298            0.302863           -0.161676
                   3            0.454946            0.454433           -0.156793
                   4            0.606595            0.605953           -0.150546
                   5            0.758244             0.75745            -0.14376
                   6            0.909893            0.908921           -0.136401
                   7             1.06154             1.06035           -0.128249
                   8             1.21319             1.21182           -0.120954
                   9             1.36484              1.3633           -0.113665
                  10             1.51649             1.51476           -0.106196
                  11             1.66814             1.66622          -0.0985581
                  12             1.81979             1.81769          -0.0911824
                  13             1.97143             1.96917          -0.0840504
                  14             2.12308             2.12069           -0.077848
                  15             2.27473             2.27217          -0.0707273
                  16             2.42638             2.42366          -0.0636581
                  17             2.57803             2.57516          -0.0569946
                  18             2.72968             2.72672          -0.0518483
                  19             2.88133              2.8783          -0.0471539
                  20             3.03298             3.02988          -0.0427415
                  21             3.18463             3.18147          -0.0385327
                  22             3.33627             3.33307          -0.0348093
                  23             3.48792             3.48469          -0.0314842
                  24             3.63957             3.63631          -0.0284687
                  25             3.79122             3.78793          -0.0256364
                  26             3.94287             3.93955          -0.0230427
                  27             4.09452             4.09118          -0.0206935
                  28             4.24617             4.24282          -0.0186374
                  29             4.39782             4.39446          -0.0167079
                  30             4.54946             4.54609          -0.0149168
                  31             4.70111             4.69773          -0.0132682
                  32             4.85276             4.84938          -0.0119238
                  33             5.00441             5.00102          -0.0107755
                  34             5.15606             5.15267         -0.00974825
                  35             5.30771             5.30431          -0.0087516
                  36             5.45936             5.45596          -0.0078496
                  37             5.61101             5.60761         -0.00705044
                  38             5.76266             5.75925         -0.00634934
                  39              5.9143              5.9109         -0.00570729
                  40             6.06595             6.06255          -0.0051223
                  41              6.2176              6.2142         -0.00459494
                  42             6.36925             6.36584         -0.00413116
                  43              6.5209             6.51749         -0.00371373
                  44             6.67255             6.66914         -0.00333534
                  45              6.8242             6.82079         -0.00299041
                  46             6.97585             6.97244          -0.0026924
                  47             7.12749             7.12409         -0.00243345
                  48             7.27914             7.27573         -0.00220327
                  49             7.43079             7.42738           -0.001985
                  50             7.58244             7.57903         -0.00178356
                  51             7.73409             7.73068         -0.00160259
                  52             7.88574             7.88233           -0.001445
                  53             8.03739             8.03398         -0.00130354
                  54             8.18904             8.18563         -0.00117511
                  55             8.34069             8.33728         -0.00105828
                  56             8.49233             8.48892        -0.000954263
                  57             8.64398             8.64057        -0.000861304
                  58             8.79563             8.79222        -0.000777709
                  59             8.94728             8.94387        -0.000701795
                  60             9.09893             9.09552        -0.000634065
                  61             9.25058             9.24717        -0.000573851
                  62             9.40223             9.39882        -0.000520057
                  63             9.55388             9.55047        -0.000470616
                  64             9.70552             9.70211        -0.000425382
                  65             9.85717             9.85376        -0.000384688
                  66             10.0088             10.0054        -0.000348516
                  67             10.1605             10.1571        -0.000315986
                  68             10.3121             10.3087        -0.000286318
                  69             10.4638             10.4604        -0.000259999
                  70             10.6154              10.612        -0.000236947
                  71             10.7671             10.7637        -0.000216994
                  72             10.9187             10.9153        -0.000199362
                  73             11.0704              11.067         -0.00018376
                  74              11.222             11.2186        -0.000170006
                  75             11.3737             11.3703        -0.000157891
                  76             11.5253             11.5219        -0.000147433
                  77              11.677             11.6735        -0.000138294
                  78             11.8286             11.8252         -0.00013037
                  79             11.9803             11.9768        -0.000123538
                  80             12.1319             12.1285        -0.000117698
                  81             12.2836             12.2801        -0.000112543
                  82             12.4352             12.4318        -0.000106893
                  83             12.5869             12.5834        -0.000106261
                  84             12.7385             12.7351        -0.000109352
                  85             12.8901             12.8867        -0.000117026
                  86             13.0418             13.0384         -0.00012405
                  87             13.1934               13.19         -0.00013168
                  88             13.3451             13.3417        -0.000139951
                  89             13.4967             13.4933        -0.000148517
                  90             13.6484              13.645        -0.000157791
                  91                13.8             13.7966        -0.000167974
                  92             13.9517             13.9483        -0.000179451
                  93             14.1033             14.0999        -0.000192467
                  94              14.255             14.2516        -0.000207533
                  95             14.4066             14.4032        -0.000225846
                  96             14.5583             14.5549        -0.000249788
                  97             14.7099             14.7065        -0.000277639
                  98             14.8616             14.8582        -0.000314934
                  99             15.0132             15.0098         -0.00037517
