            Interval                 Arc              Radial            Vertical
                   0                   0                   0           -0.220387
                   1            0.151707             0.15092           -0.204958
                   2            0.303415            0.302361           -0.195964
                   3            0.455122            0.453906           -0.188937
                   4             0.60683            0.605321           -0.179533
                   5            0.758537            0.756694           -0.169464
                   6            0.910245            0.908036           -0.158929
                   7             1.06195             1.05928           -0.147037
                   8             1.21366             1.21066           -0.137151
                   9             1.36537             1.36208            -0.12782
                  10             1.51707             1.51349           -0.118372
                  11             1.66878             1.66489           -0.108708
                  12             1.82049             1.81633           -0.099682
                  13              1.9722             1.96778          -0.0908883
                  14              2.1239             2.11934          -0.0841036
                  15             2.27561              2.2708          -0.0753848
                  16             2.42732             2.42224          -0.0663664
                  17             2.57903              2.5737          -0.0577634
                  18             2.73073              2.7253           -0.051956
                  19             2.88244             2.87692          -0.0468686
                  20             3.03415             3.02855           -0.042049
                  21             3.18586             3.18018          -0.0373273
                  22             3.33756             3.33184          -0.0333586
                  23             3.48927             3.48351          -0.0299817
                  24             3.64098             3.63519           -0.027007
                  25             3.79269             3.78687          -0.0240894
                  26             3.94439             3.93855          -0.0213915
                  27              4.0961             4.09024           -0.018937
                  28             4.24781             4.24193          -0.0169415
                  29             4.39952             4.39363          -0.0149697
                  30             4.55122             4.54532          -0.0130643
                  31             4.70293             4.69702          -0.0112216
                  32             4.85464             4.84872         -0.00994669
                  33             5.00635             5.00042         -0.00899532
                  34             5.15805             5.15213         -0.00818054
                  35             5.30976             5.30383         -0.00725452
                  36             5.46147             5.45554         -0.00641181
                  37             5.61318             5.60725         -0.00569905
                  38             5.76488             5.75895         -0.00511642
                  39             5.91659             5.91066           -0.004555
                  40              6.0683             6.06236           -0.004023
                  41             6.22001             6.21407         -0.00353774
                  42             6.37171             6.36578         -0.00314293
                  43             6.52342             6.51749         -0.00279012
                  44             6.67513             6.66919         -0.00246511
                  45             6.82684              6.8209         -0.00215199
                  46             6.97854             6.97261         -0.00191617
                  47             7.13025             7.12431          -0.0017414
                  48             7.28196             7.27602         -0.00160074
                  49             7.43367             7.42773         -0.00143386
                  50             7.58537             7.57944         -0.00126501
                  51             7.73708             7.73114         -0.00111453
                  52             7.88879             7.88285         -0.00100049
                  53              8.0405             8.03456        -0.000899226
                  54              8.1922             8.18627        -0.000803411
                  55             8.34391             8.33797        -0.000712424
                  56             8.49562             8.48968         -0.00063703
                  57             8.64732             8.64139        -0.000573278
                  58             8.79903              8.7931        -0.000517031
                  59             8.95074              8.9448        -0.000463072
                  60             9.10245             9.09651        -0.000417926
                  61             9.25415             9.24822        -0.000381686
                  62             9.40586             9.39993        -0.000352166
                  63             9.55757             9.55163        -0.000320347
                  64             9.70928             9.70334        -0.000287584
                  65             9.86098             9.85505        -0.000257471
                  66             10.0127             10.0068        -0.000234263
                  67             10.1644             10.1585        -0.000214875
                  68             10.3161             10.3102        -0.000196576
                  69             10.4678             10.4619        -0.000179353
                  70             10.6195             10.6136        -0.000164902
                  71             10.7712             10.7653        -0.000153553
                  72             10.9229              10.917        -0.000144095
                  73             11.0746             11.0687        -0.000135434
                  74             11.2264             11.2204        -0.000127856
                  75             11.3781             11.3721        -0.000121372
                  76             11.5298             11.5238        -0.000116259
                  77             11.6815             11.6755        -0.000111363
                  78             11.8332             11.8272        -0.000106573
                  79             11.9849              11.979           -0.000102
                  80             12.1366             12.1307        -9.85641e-05
                  81             12.2883             12.2824        -9.56922e-05
                  82               12.44             12.4341        -9.13862e-05
                  83             12.5917             12.5858         -9.1545e-05
                  84             12.7434             12.7375        -9.49772e-05
                  85             12.8951             12.8892        -0.000103288
                  86             13.0468             13.0409        -0.000110388
                  87             13.1985             13.1926        -0.000117722
                  88             13.3503             13.3443        -0.000125394
                  89              13.502              13.496        -0.000132842
                  90             13.6537             13.6477        -0.000140631
                  91             13.8054             13.7994        -0.000148854
                  92             13.9571             13.9511        -0.000157837
                  93             14.1088             14.1029         -0.00016783
                  94             14.2605             14.2546        -0.000179209
                  95             14.4122             14.4063        -0.000193142
                  96             14.5639              14.558        -0.000212114
                  97             14.7156             14.7097        -0.000233637
                  98             14.8673             14.8614        -0.000263065
                  99              15.019             15.0131        -0.000313685
