            Interval                 Arc              Radial            Vertical
                   0                   0                   0           -0.154508
                   1            0.151619            0.151458           -0.147526
                   2            0.303237            0.303016           -0.143247
                   3            0.454856            0.454585           -0.139379
                   4            0.606474            0.606126           -0.134538
                   5            0.758093             0.75765           -0.129171
                   6            0.909711            0.909153           -0.123259
                   7             1.06133             1.06063           -0.116769
                   8             1.21295             1.21213           -0.110633
                   9             1.36457             1.36362           -0.104378
                  10             1.51619              1.5151          -0.0979582
                  11              1.6678             1.66658          -0.0914131
                  12             1.81942             1.81806          -0.0850182
                  13             1.97104             1.96955          -0.0788201
                  14             2.12266             2.12106          -0.0731542
                  15             2.27428             2.27256          -0.0670334
                  16              2.4259             2.42406          -0.0610511
                  17             2.57752             2.57557          -0.0554157
                  18             2.72913             2.72712          -0.0507351
                  19             2.88075             2.87868          -0.0464006
                  20             3.03237             3.03024           -0.042334
                  21             3.18399             3.18181          -0.0384894
                  22             3.33561             3.33339          -0.0350118
                  23             3.48723             3.48497          -0.0318502
                  24             3.63885             3.63657          -0.0289563
                  25             3.79046             3.78816          -0.0262695
                  26             3.94208             3.93976          -0.0238082
                  27              4.0937             4.09136          -0.0215684
                  28             4.24532             4.24297          -0.0195588
                  29             4.39694             4.39457          -0.0176994
                  30             4.54856             4.54618          -0.0159893
                  31             4.70018             4.69779          -0.0144271
                  32             4.85179             4.84941          -0.0130738
                  33             5.00341             5.00102          -0.0118733
                  34             5.15503             5.15263          -0.0107865
                  35             5.30665             5.30425         -0.00976985
                  36             5.45827             5.45586         -0.00884653
                  37             5.60989             5.60748         -0.00801508
                  38             5.76151              5.7591         -0.00726964
                  39             5.91312             5.91071         -0.00659042
                  40             6.06474             6.06233         -0.00597271
                  41             6.21636             6.21395         -0.00541289
                  42             6.36798             6.36557         -0.00490934
                  43              6.5196             6.51719         -0.00445283
                  44             6.67122              6.6688         -0.00403798
                  45             6.82284             6.82042         -0.00366059
                  46             6.97445             6.97204         -0.00332271
                  47             7.12607             7.12366         -0.00301931
                  48             7.27769             7.27528         -0.00274475
                  49             7.42931             7.42689         -0.00249172
                  50             7.58093             7.57851         -0.00226036
                  51             7.73255             7.73013          -0.0020505
                  52             7.88417             7.88175         -0.00186177
                  53             8.03578             8.03337         -0.00169054
                  54              8.1874             8.18499         -0.00153469
                  55             8.33902             8.33661         -0.00139272
                  56             8.49064             8.48822         -0.00126403
                  57             8.64226             8.63984         -0.00114729
                  58             8.79388             8.79146         -0.00104123
                  59              8.9455             8.94308        -0.000944677
                  60             9.09711              9.0947        -0.000857096
                  61             9.24873             9.24632        -0.000777704
                  62             9.40035             9.39793        -0.000705653
                  63             9.55197             9.54955        -0.000639954
                  64             9.70359             9.70117        -0.000580127
                  65             9.85521             9.85279        -0.000525871
                  66             10.0068             10.0044        -0.000476586
                  67             10.1584              10.156        -0.000431734
                  68             10.3101             10.3076        -0.000390847
                  69             10.4617             10.4593        -0.000354193
                  70             10.6133             10.6109        -0.000321439
                  71             10.7649             10.7625          -0.0002923
                  72             10.9165             10.9141        -0.000266164
                  73             11.0682             11.0657        -0.000242794
                  74             11.2198             11.2174        -0.000221948
                  75             11.3714              11.369        -0.000203401
                  76              11.523             11.5206        -0.000187082
                  77             11.6746             11.6722        -0.000172758
                  78             11.8262             11.8238        -0.000160303
                  79             11.9779             11.9755        -0.000149589
                  80             12.1295             12.1271        -0.000140311
                  81             12.2811             12.2787        -0.000132247
                  82             12.4327             12.4303        -0.000124569
                  83             12.5843             12.5819        -0.000121949
                  84              12.736             12.7335        -0.000123235
                  85             12.8876             12.8852         -0.00012892
                  86             13.0392             13.0368        -0.000134651
                  87             13.1908             13.1884        -0.000141418
                  88             13.3424               13.34        -0.000149228
                  89             13.4941             13.4916        -0.000157874
                  90             13.6457             13.6433        -0.000167708
                  91             13.7973             13.7949         -0.00017895
                  92             13.9489             13.9465        -0.000191985
                  93             14.1005             14.0981        -0.000207079
                  94             14.2521             14.2497         -0.00022484
                  95             14.4038             14.4013        -0.000246432
                  96             14.5554              14.553        -0.000274041
                  97              14.707             14.7046        -0.000306605
                  98             14.8586             14.8562        -0.000349542
                  99             15.0102             15.0078        -0.000416093
