            Interval                 Arc              Radial            Vertical
                   0                   0                   0            -2.21889
                   1            0.158095            0.156554            -2.19687
                   2            0.316191            0.311517            -2.16555
                   3            0.474286            0.464431            -2.12541
                   4            0.632381            0.613498            -2.07275
                   5            0.790476            0.757617            -2.00775
                   6            0.948572            0.895961            -1.93124
                   7             1.10667             1.02805            -1.84437
                   8             1.26476             1.15365            -1.74836
                   9             1.42286             1.27312             -1.6448
                  10             1.58095             1.38725            -1.53541
                  11             1.73905             1.49733            -1.42194
                  12             1.89714               1.605            -1.30617
                  13             2.05524             1.71224            -1.19001
                  14             2.21333             1.82116            -1.07541
                  15             2.37143             1.93373           -0.964409
                  16             2.52952              2.0515           -0.858938
                  17             2.68762             2.17536           -0.760691
                  18             2.84571             2.30548           -0.670897
                  19             3.00381             2.44142           -0.590189
                  20             3.16191             2.58238           -0.518614
                  21                3.32             2.72745           -0.455753
                  22              3.4781             2.87572           -0.400894
                  23             3.63619             3.02644           -0.353185
                  24             3.79429             3.17901           -0.311749
                  25             3.95238             3.33295           -0.275753
                  26             4.11048             3.48792           -0.244445
                  27             4.26857             3.64364            -0.21716
                  28             4.42667             3.79993           -0.193327
                  29             4.58476             3.95664           -0.172456
                  30             4.74286             4.11367           -0.154132
                  31             4.90095             4.27094           -0.138003
                  32             5.05905             4.42839           -0.123768
                  33             5.21714             4.58599           -0.111175
                  34             5.37524             4.74369           -0.100006
                  35             5.53333             4.90147           -0.090078
                  36             5.69143             5.05932          -0.0812327
                  37             5.84952             5.21722          -0.0733356
                  38             6.00762             5.37515          -0.0662707
                  39             6.16572             5.53312          -0.0599382
                  40             6.32381             5.69111           -0.054252
                  41             6.48191             5.84913          -0.0491374
                  42                6.64             6.00716          -0.0445298
                  43              6.7981              6.1652          -0.0403724
                  44             6.95619             6.32325          -0.0366162
                  45             7.11429             6.48131          -0.0332177
                  46             7.27238             6.63937          -0.0301392
                  47             7.43048             6.79744          -0.0273472
                  48             7.58857             6.95552          -0.0248123
                  49             7.74667             7.11359          -0.0225086
                  50             7.90476             7.27168          -0.0204129
                  51             8.06286             7.42976          -0.0185048
                  52             8.22095             7.58785          -0.0167661
                  53             8.37905             7.74593          -0.0151807
                  54             8.53714             7.90402           -0.013734
                  55             8.69524             8.06211          -0.0124132
                  56             8.85333              8.2202          -0.0112067
                  57             9.01143             8.37829          -0.0101041
                  58             9.16953             8.53639         -0.00909622
                  59             9.32762             8.69448         -0.00817458
                  60             9.48572             8.85257          -0.0073317
                  61             9.64381             9.01066         -0.00656081
                  62             9.80191             9.16876         -0.00585581
                  63                9.96             9.32685         -0.00521118
                  64             10.1181             9.48495         -0.00462195
                  65             10.2762             9.64304         -0.00408365
                  66             10.4343             9.80114          -0.0035922
                  67             10.5924             9.95923         -0.00314396
                  68             10.7505             10.1173         -0.00273561
                  69             10.9086             10.2754         -0.00236417
                  70             11.0667             10.4335         -0.00202696
                  71             11.2248             10.5916         -0.00172155
                  72             11.3829             10.7497         -0.00144577
                  73              11.541             10.9078         -0.00119769
                  74              11.699             11.0659        -0.000975562
                  75             11.8571              11.224        -0.000777865
                  76             12.0152             11.3821        -0.000603251
                  77             12.1733             11.5402        -0.000450558
                  78             12.3314             11.6983        -0.000318784
                  79             12.4895             11.8564        -0.000207119
                  80             12.6476             12.0145        -0.000114869
                  81             12.8057             12.1726        -4.15463e-05
                  82             12.9638             12.3307         1.32615e-05
                  83             13.1219             12.4888         4.95196e-05
                  84               13.28             12.6468         6.70784e-05
                  85             13.4381             12.8049         6.55733e-05
                  86             13.5962              12.963          4.4818e-05
                  87             13.7543             13.1211         4.11962e-06
                  88             13.9124             13.2792        -5.76286e-05
                  89             14.0705             13.4373        -0.000141898
                  90             14.2286             13.5954        -0.000250674
                  91             14.3867             13.7535        -0.000386585
                  92             14.5448             13.9116        -0.000553115
                  93             14.7029             14.0697        -0.000754939
                  94              14.861             14.2278        -0.000998466
                  95             15.0191             14.3859         -0.00129296
                  96             15.1771              14.544         -0.00165196
                  97             15.3352             14.7021         -0.00209831
                  98             15.4933             14.8602         -0.00267314
                  99             15.6514             15.0183         -0.00349045
