            Interval               Theta              Radial            Vertical
                   0                   0                   0             1.66123
                   0                   0                   0             1.66123
                   1           0.0317333           0.0317279             1.66073
                   2           0.0634665           0.0634239             1.65922
                   3           0.0951998            0.095056              1.6567
                   4            0.126933            0.126592             1.65318
                   5            0.158666            0.158001             1.64867
                   6              0.1904            0.189251             1.64316
                   7            0.222133            0.220311             1.63666
                   8            0.253866            0.251148             1.62918
                   9            0.285599            0.281733             1.62072
                  10            0.317333            0.312033              1.6113
                  11            0.349066             0.34202             1.60092
                  12            0.380799            0.371662              1.5896
                  13            0.412532            0.400931             1.57734
                  14            0.444266            0.429795             1.56416
                  15            0.475999            0.458227             1.55006
                  16            0.507732            0.486197             1.53508
                  17            0.539465            0.513677             1.51921
                  18            0.571199            0.540641             1.50248
                  19            0.602932             0.56706             1.48491
                  20            0.634665            0.592908              1.4665
                  21            0.666398            0.618159             1.44728
                  22            0.698132            0.642788             1.42727
                  23            0.729865            0.666769             1.40649
                  24            0.761598            0.690079             1.38496
                  25            0.793331            0.712694              1.3627
                  26            0.825065            0.734592             1.33974
                  27            0.856798             0.75575             1.31609
                  28            0.888531            0.776146             1.29178
                  29            0.920265            0.795762             1.26684
                  30            0.951998            0.814576             1.24129
                  31            0.983731             0.83257             1.21515
                  32             1.01546            0.849725             1.18845
                  33              1.0472            0.866025             1.16123
                  34             1.07893            0.881453              1.1335
                  35             1.11066            0.895994              1.1053
                  36              1.1424            0.909632             1.07664
                  37             1.17413            0.922354             1.04757
                  38             1.20586            0.934148             1.01812
                  39              1.2376            0.945001            0.988297
                  40             1.26933            0.954902            0.958149
                  41             1.30106            0.963842            0.927703
                  42              1.3328            0.971812            0.896988
                  43             1.36453            0.978802            0.866036
                  44             1.39626            0.984808            0.834877
                  45               1.428            0.989821            0.803544
                  46             1.45973            0.993838            0.772067
                  47             1.49146            0.996855            0.740479
                  48              1.5232            0.998867            0.708811
                  49             1.55493            0.999874            0.677095
                  50             1.58666            0.999874            0.645363
                  51              1.6184            0.998867            0.613647
                  52             1.65013            0.996855            0.581979
                  53             1.68186            0.993838            0.550391
                  54              1.7136            0.989821            0.518914
                  55             1.74533            0.984808            0.487581
                  56             1.77706            0.978802            0.456422
                  57              1.8088            0.971812             0.42547
                  58             1.84053            0.963842            0.394755
                  59             1.87226            0.954902            0.364309
                  60               1.904            0.945001            0.334161
                  61             1.93573            0.934148            0.304343
                  62             1.96746            0.922354            0.274884
                  63              1.9992            0.909632            0.245814
                  64             2.03093            0.895994            0.217162
                  65             2.06266            0.881453            0.188958
                  66              2.0944            0.866025            0.161229
                  67             2.12613            0.849725            0.134004
                  68             2.15786             0.83257            0.107309
                  69             2.18959            0.814576           0.0811722
                  70             2.22133            0.795762           0.0556194
                  71             2.25306            0.776146           0.0306764
                  72             2.28479             0.75575          0.00636835
                  73             2.31653            0.734592          -0.0172803
                  74             2.34826            0.712694          -0.0402458
                  75             2.37999            0.690079           -0.062505
                  76             2.41173            0.666769          -0.0840354
                  77             2.44346            0.642788           -0.104815
                  78             2.47519            0.618159           -0.124824
                  79             2.50693            0.592908           -0.144041
                  80             2.53866             0.56706           -0.162447
                  81             2.57039            0.540641           -0.180024
                  82             2.60213            0.513677           -0.196754
                  83             2.63386            0.486197            -0.21262
                  84             2.66559            0.458227           -0.227606
                  85             2.69733            0.429795           -0.241697
                  86             2.72906            0.400931           -0.254879
                  87             2.76079            0.371662           -0.267139
                  88             2.79253             0.34202           -0.278464
                  89             2.82426            0.312033           -0.288842
                  90             2.85599            0.281733           -0.298264
                  91             2.88773            0.251148            -0.30672
                  92             2.91946            0.220311           -0.314201
                  93             2.95119            0.189251             -0.3207
                  94             2.98293            0.158001            -0.32621
                  95             3.01466            0.126592           -0.330726
                  96             3.04639            0.095056           -0.334243
                  97             3.07813           0.0634239           -0.336758
                  98             3.10986           0.0317279           -0.338267
                  99             3.14159                   0           -0.338771
