            Interval                 Arc              Radial            Vertical
                   0                   0                   0          -0.0319532
                   1            0.151523            0.151523          -0.0317811
                   2            0.303047            0.303046           -0.031493
                   3             0.45457            0.454569          -0.0310673
                   4            0.606093            0.606091          -0.0305024
                   5            0.757617            0.757613          -0.0298118
                   6             0.90914            0.909134          -0.0290126
                   7             1.06066             1.06065          -0.0281243
                   8             1.21219             1.21218          -0.0271675
                   9             1.36371              1.3637          -0.0261608
                  10             1.51523             1.51521          -0.0251225
                  11             1.66676             1.66673          -0.0240689
                  12             1.81828             1.81825          -0.0230145
                  13              1.9698             1.96977          -0.0219713
                  14             2.12133             2.12129          -0.0209491
                  15             2.27285             2.27281          -0.0199548
                  16             2.42437             2.42433          -0.0189946
                  17              2.5759             2.57585          -0.0180728
                  18             2.72742             2.72738          -0.0171927
                  19             2.87894              2.8789           -0.016355
                  20             3.03047             3.03042          -0.0155602
                  21             3.18199             3.18194          -0.0148081
                  22             3.33351             3.33346           -0.014098
                  23             3.48504             3.48498          -0.0134287
                  24             3.63656              3.6365          -0.0127985
                  25             3.78808             3.78803          -0.0122058
                  26             3.93961             3.93955          -0.0116487
                  27             4.09113             4.09107          -0.0111252
                  28             4.24265             4.24259          -0.0106334
                  29             4.39418             4.39412          -0.0101715
                  30              4.5457             4.54564         -0.00973739
                  31             4.69722             4.69716         -0.00932942
                  32             4.84875             4.84868         -0.00894585
                  33             5.00027             5.00021         -0.00858504
                  34             5.15179             5.15173         -0.00824546
                  35             5.30332             5.30325         -0.00792565
                  36             5.45484             5.45478         -0.00762428
                  37             5.60636              5.6063         -0.00734009
                  38             5.75789             5.75782         -0.00707191
                  39             5.90941             5.90935         -0.00681865
                  40             6.06093             6.06087         -0.00657932
                  41             6.21246             6.21239         -0.00635298
                  42             6.36398             6.36392         -0.00613876
                  43              6.5155             6.51544         -0.00593586
                  44             6.66703             6.66696         -0.00574355
                  45             6.81855             6.81848         -0.00556114
                  46             6.97007             6.97001           -0.005388
                  47              7.1216             7.12153         -0.00522355
                  48             7.27312             7.27305         -0.00506723
                  49             7.42464             7.42458         -0.00491855
                  50             7.57617              7.5761         -0.00477704
                  51             7.72769             7.72762         -0.00464227
                  52             7.87921             7.87915         -0.00451384
                  53             8.03074             8.03067         -0.00439138
                  54             8.18226             8.18219         -0.00427454
                  55             8.33378             8.33372         -0.00416301
                  56             8.48531             8.48524         -0.00405648
                  57             8.63683             8.63676         -0.00395468
                  58             8.78835             8.78829         -0.00385735
                  59             8.93988             8.93981         -0.00376425
                  60              9.0914             9.09133         -0.00367516
                  61             9.24292             9.24286         -0.00358986
                  62             9.39445             9.39438         -0.00350817
                  63             9.54597              9.5459         -0.00342989
                  64             9.69749             9.69743         -0.00335487
                  65             9.84901             9.84895         -0.00328294
                  66             10.0005             10.0005         -0.00321395
                  67             10.1521              10.152         -0.00314777
                  68             10.3036             10.3035         -0.00308426
                  69             10.4551              10.455          -0.0030233
                  70             10.6066             10.6066         -0.00296479
                  71             10.7582             10.7581         -0.00290861
                  72             10.9097             10.9096         -0.00285467
                  73             11.0612             11.0611         -0.00280286
                  74             11.2127             11.2127         -0.00275311
                  75             11.3642             11.3642         -0.00270533
                  76             11.5158             11.5157         -0.00265946
                  77             11.6673             11.6672          -0.0026154
                  78             11.8188             11.8188         -0.00257311
                  79             11.9703             11.9703         -0.00253252
                  80             12.1219             12.1218         -0.00249357
                  81             12.2734             12.2733          -0.0024562
                  82             12.4249             12.4248         -0.00242038
                  83             12.5764             12.5764          -0.0023861
                  84              12.728             12.7279         -0.00235332
                  85             12.8795             12.8794           -0.002322
                  86              13.031             13.0309         -0.00229204
                  87             13.1825             13.1825         -0.00226344
                  88             13.3341              13.334         -0.00223619
                  89             13.4856             13.4855         -0.00221026
                  90             13.6371              13.637         -0.00218567
                  91             13.7886             13.7886         -0.00216242
                  92             13.9401             13.9401         -0.00214054
                  93             14.0917             14.0916         -0.00212008
                  94             14.2432             14.2431         -0.00210109
                  95             14.3947             14.3946          -0.0020837
                  96             14.5462             14.5462         -0.00206808
                  97             14.6978             14.6977          -0.0020545
                  98             14.8493             14.8492         -0.00204356
                  99             15.0008             15.0007         -0.00203689
