            Interval                 Arc              Radial            Vertical
                   0                   0                   0          -0.0251381
                   1            0.151521            0.151521          -0.0250251
                   2            0.303042            0.303042          -0.0248128
                   3            0.454564            0.454563          -0.0244909
                   4            0.606085            0.606084          -0.0240611
                   5            0.757606            0.757604          -0.0235342
                   6            0.909127            0.909124          -0.0229237
                   7             1.06065             1.06064          -0.0222443
                   8             1.21217             1.21216          -0.0215117
                   9             1.36369             1.36368          -0.0207405
                  10             1.51521              1.5152          -0.0199447
                  11             1.66673             1.66672          -0.0191369
                  12             1.81825             1.81824           -0.018328
                  13             1.96978             1.96976          -0.0175273
                  14              2.1213             2.12128          -0.0167423
                  15             2.27282              2.2728          -0.0159785
                  16             2.42434             2.42432          -0.0152406
                  17             2.57586             2.57584          -0.0145319
                  18             2.72738             2.72736          -0.0138545
                  19              2.8789             2.87888          -0.0132093
                  20             3.03042              3.0304          -0.0125967
                  21             3.18194             3.18192          -0.0120166
                  22             3.33347             3.33344          -0.0114684
                  23             3.48499             3.48496          -0.0109512
                  24             3.63651             3.63648          -0.0104638
                  25             3.78803               3.788          -0.0100048
                  26             3.93955             3.93952         -0.00957297
                  27             4.09107             4.09104         -0.00916671
                  28             4.24259             4.24256         -0.00878459
                  29             4.39411             4.39408         -0.00842516
                  30             4.54564              4.5456           -0.008087
                  31             4.69716             4.69712         -0.00776875
                  32             4.84868             4.84864         -0.00746911
                  33              5.0002             5.00016         -0.00718684
                  34             5.15172             5.15168         -0.00692079
                  35             5.30324              5.3032         -0.00666987
                  36             5.45476             5.45473         -0.00643305
                  37             5.60628             5.60625         -0.00620939
                  38              5.7578             5.75777         -0.00599799
                  39             5.90933             5.90929         -0.00579804
                  40             6.06085             6.06081         -0.00560878
                  41             6.21237             6.21233         -0.00542949
                  42             6.36389             6.36385         -0.00525953
                  43             6.51541             6.51537         -0.00509827
                  44             6.66693             6.66689         -0.00494517
                  45             6.81845             6.81842          -0.0047997
                  46             6.96997             6.96994         -0.00466138
                  47              7.1215             7.12146         -0.00452975
                  48             7.27302             7.27298         -0.00440442
                  49             7.42454              7.4245         -0.00428499
                  50             7.57606             7.57602         -0.00417112
                  51             7.72758             7.72754         -0.00406246
                  52              7.8791             7.87906         -0.00395871
                  53             8.03062             8.03058          -0.0038596
                  54             8.18214             8.18211         -0.00376485
                  55             8.33367             8.33363         -0.00367422
                  56             8.48519             8.48515         -0.00358749
                  57             8.63671             8.63667         -0.00350443
                  58             8.78823             8.78819         -0.00342485
                  59             8.93975             8.93971         -0.00334857
                  60             9.09127             9.09123         -0.00327541
                  61             9.24279             9.24275         -0.00320522
                  62             9.39431             9.39427         -0.00313784
                  63             9.54583              9.5458         -0.00307313
                  64             9.69736             9.69732         -0.00301096
                  65             9.84888             9.84884         -0.00295121
                  66             10.0004             10.0004         -0.00289376
                  67             10.1519             10.1519         -0.00283851
                  68             10.3034             10.3034         -0.00278536
                  69              10.455             10.4549          -0.0027342
                  70             10.6065             10.6064         -0.00268495
                  71              10.758              10.758         -0.00263754
                  72             10.9095             10.9095         -0.00259187
                  73              11.061              11.061         -0.00254789
                  74             11.2126             11.2125         -0.00250551
                  75             11.3641             11.3641         -0.00246468
                  76             11.5156             11.5156         -0.00242533
                  77             11.6671             11.6671         -0.00238741
                  78             11.8187             11.8186         -0.00235087
                  79             11.9702             11.9701         -0.00231566
                  80             12.1217             12.1217         -0.00228173
                  81             12.2732             12.2732         -0.00224903
                  82             12.4247             12.4247         -0.00221754
                  83             12.5763             12.5762         -0.00218723
                  84             12.7278             12.7277         -0.00215807
                  85             12.8793             12.8793         -0.00213002
                  86             13.0308             13.0308         -0.00210304
                  87             13.1823             13.1823         -0.00207711
                  88             13.3339             13.3338          -0.0020522
                  89             13.4854             13.4853          -0.0020283
                  90             13.6369             13.6369         -0.00200542
                  91             13.7884             13.7884         -0.00198354
                  92             13.9399             13.9399         -0.00196268
                  93             14.0915             14.0914         -0.00194286
                  94              14.243              14.243         -0.00192412
                  95             14.3945             14.3945         -0.00190651
                  96              14.546              14.546         -0.00189014
                  97             14.6976             14.6975         -0.00187518
                  98             14.8491              14.849         -0.00186198
                  99             15.0006             15.0006         -0.00185152
