            Interval               Theta              Radial            Vertical
                   0                   0                   0             0.59245
                   0                   0                   0             0.59245
                   1           0.0317333           0.0317279            0.591946
                   2           0.0634665           0.0634239            0.590436
                   3           0.0951998            0.095056            0.587922
                   4            0.126933            0.126592            0.584405
                   5            0.158666            0.158001            0.579889
                   6              0.1904            0.189251            0.574378
                   7            0.222133            0.220311             0.56788
                   8            0.253866            0.251148            0.560398
                   9            0.285599            0.281733            0.551943
                  10            0.317333            0.312033            0.542521
                  11            0.349066             0.34202            0.532142
                  12            0.380799            0.371662            0.520818
                  13            0.412532            0.400931            0.508558
                  14            0.444266            0.429795            0.495376
                  15            0.475999            0.458227            0.481285
                  16            0.507732            0.486197            0.466299
                  17            0.539465            0.513677            0.450433
                  18            0.571199            0.540641            0.433703
                  19            0.602932             0.56706            0.416126
                  20            0.634665            0.592908             0.39772
                  21            0.666398            0.618159            0.378503
                  22            0.698132            0.642788            0.358494
                  23            0.729865            0.666769            0.337714
                  24            0.761598            0.690079            0.316184
                  25            0.793331            0.712694            0.293925
                  26            0.825065            0.734592            0.270959
                  27            0.856798             0.75575            0.247311
                  28            0.888531            0.776146            0.223002
                  29            0.920265            0.795762            0.198059
                  30            0.951998            0.814576            0.172507
                  31            0.983731             0.83257             0.14637
                  32             1.01546            0.849725            0.119675
                  33              1.0472            0.866025           0.0924498
                  34             1.07893            0.881453           0.0647209
                  35             1.11066            0.895994           0.0365164
                  36              1.1424            0.909632           0.0078648
                  37             1.17413            0.922354          -0.0212051
                  38             1.20586            0.934148           -0.050664
                  39              1.2376            0.945001          -0.0804822
                  40             1.26933            0.954902            -0.11063
                  41             1.30106            0.963842           -0.141076
                  42              1.3328            0.971812           -0.171791
                  43             1.36453            0.978802           -0.202744
                  44             1.39626            0.984808           -0.233902
                  45               1.428            0.989821           -0.265235
                  46             1.45973            0.993838           -0.296712
                  47             1.49146            0.996855             -0.3283
                  48              1.5232            0.998867           -0.359968
                  49             1.55493            0.999874           -0.391684
                  50             1.58666            0.999874           -0.423416
                  51              1.6184            0.998867           -0.455132
                  52             1.65013            0.996855             -0.4868
                  53             1.68186            0.993838           -0.518388
                  54              1.7136            0.989821           -0.549865
                  55             1.74533            0.984808           -0.581198
                  56             1.77706            0.978802           -0.612357
                  57              1.8088            0.971812           -0.643309
                  58             1.84053            0.963842           -0.674024
                  59             1.87226            0.954902           -0.704471
                  60               1.904            0.945001           -0.734618
                  61             1.93573            0.934148           -0.764436
                  62             1.96746            0.922354           -0.793895
                  63              1.9992            0.909632           -0.822965
                  64             2.03093            0.895994           -0.851617
                  65             2.06266            0.881453           -0.879821
                  66              2.0944            0.866025            -0.90755
                  67             2.12613            0.849725           -0.934776
                  68             2.15786             0.83257            -0.96147
                  69             2.18959            0.814576           -0.987607
                  70             2.22133            0.795762            -1.01316
                  71             2.25306            0.776146             -1.0381
                  72             2.28479             0.75575            -1.06241
                  73             2.31653            0.734592            -1.08606
                  74             2.34826            0.712694            -1.10903
                  75             2.37999            0.690079            -1.13128
                  76             2.41173            0.666769            -1.15281
                  77             2.44346            0.642788            -1.17359
                  78             2.47519            0.618159             -1.1936
                  79             2.50693            0.592908            -1.21282
                  80             2.53866             0.56706            -1.23123
                  81             2.57039            0.540641             -1.2488
                  82             2.60213            0.513677            -1.26553
                  83             2.63386            0.486197             -1.2814
                  84             2.66559            0.458227            -1.29639
                  85             2.69733            0.429795            -1.31048
                  86             2.72906            0.400931            -1.32366
                  87             2.76079            0.371662            -1.33592
                  88             2.79253             0.34202            -1.34724
                  89             2.82426            0.312033            -1.35762
                  90             2.85599            0.281733            -1.36704
                  91             2.88773            0.251148             -1.3755
                  92             2.91946            0.220311            -1.38298
                  93             2.95119            0.189251            -1.38948
                  94             2.98293            0.158001            -1.39499
                  95             3.01466            0.126592            -1.39951
                  96             3.04639            0.095056            -1.40302
                  97             3.07813           0.0634239            -1.40554
                  98             3.10986           0.0317279            -1.40705
                  99             3.14159                   0            -1.40755
