            Interval               Theta              Radial            Vertical
                   0                   0                   0              3.0881
                   0                   0                   0              3.0881
                   1           0.0317333           0.0317279             3.08759
                   2           0.0634665           0.0634239             3.08608
                   3           0.0951998            0.095056             3.08357
                   4            0.126933            0.126592             3.08005
                   5            0.158666            0.158001             3.07554
                   6              0.1904            0.189251             3.07002
                   7            0.222133            0.220311             3.06353
                   8            0.253866            0.251148             3.05604
                   9            0.285599            0.281733             3.04759
                  10            0.317333            0.312033             3.03817
                  11            0.349066             0.34202             3.02779
                  12            0.380799            0.371662             3.01646
                  13            0.412532            0.400931              3.0042
                  14            0.444266            0.429795             2.99102
                  15            0.475999            0.458227             2.97693
                  16            0.507732            0.486197             2.96195
                  17            0.539465            0.513677             2.94608
                  18            0.571199            0.540641             2.92935
                  19            0.602932             0.56706             2.91177
                  20            0.634665            0.592908             2.89337
                  21            0.666398            0.618159             2.87415
                  22            0.698132            0.642788             2.85414
                  23            0.729865            0.666769             2.83336
                  24            0.761598            0.690079             2.81183
                  25            0.793331            0.712694             2.78957
                  26            0.825065            0.734592             2.76661
                  27            0.856798             0.75575             2.74296
                  28            0.888531            0.776146             2.71865
                  29            0.920265            0.795762             2.69371
                  30            0.951998            0.814576             2.66815
                  31            0.983731             0.83257             2.64202
                  32             1.01546            0.849725             2.61532
                  33              1.0472            0.866025              2.5881
                  34             1.07893            0.881453             2.56037
                  35             1.11066            0.895994             2.53216
                  36              1.1424            0.909632             2.50351
                  37             1.17413            0.922354             2.47444
                  38             1.20586            0.934148             2.44498
                  39              1.2376            0.945001             2.41516
                  40             1.26933            0.954902             2.38502
                  41             1.30106            0.963842             2.35457
                  42              1.3328            0.971812             2.32386
                  43             1.36453            0.978802              2.2929
                  44             1.39626            0.984808             2.26174
                  45               1.428            0.989821             2.23041
                  46             1.45973            0.993838             2.19893
                  47             1.49146            0.996855             2.16735
                  48              1.5232            0.998867             2.13568
                  49             1.55493            0.999874             2.10396
                  50             1.58666            0.999874             2.07223
                  51              1.6184            0.998867             2.04051
                  52             1.65013            0.996855             2.00885
                  53             1.68186            0.993838             1.97726
                  54              1.7136            0.989821             1.94578
                  55             1.74533            0.984808             1.91445
                  56             1.77706            0.978802             1.88329
                  57              1.8088            0.971812             1.85234
                  58             1.84053            0.963842             1.82162
                  59             1.87226            0.954902             1.79118
                  60               1.904            0.945001             1.76103
                  61             1.93573            0.934148             1.73121
                  62             1.96746            0.922354             1.70175
                  63              1.9992            0.909632             1.67268
                  64             2.03093            0.895994             1.64403
                  65             2.06266            0.881453             1.61583
                  66              2.0944            0.866025              1.5881
                  67             2.12613            0.849725             1.56087
                  68             2.15786             0.83257             1.53418
                  69             2.18959            0.814576             1.50804
                  70             2.22133            0.795762             1.48249
                  71             2.25306            0.776146             1.45754
                  72             2.28479             0.75575             1.43324
                  73             2.31653            0.734592             1.40959
                  74             2.34826            0.712694             1.38662
                  75             2.37999            0.690079             1.36436
                  76             2.41173            0.666769             1.34283
                  77             2.44346            0.642788             1.32205
                  78             2.47519            0.618159             1.30204
                  79             2.50693            0.592908             1.28283
                  80             2.53866             0.56706             1.26442
                  81             2.57039            0.540641             1.24684
                  82             2.60213            0.513677             1.23011
                  83             2.63386            0.486197             1.21425
                  84             2.66559            0.458227             1.19926
                  85             2.69733            0.429795             1.18517
                  86             2.72906            0.400931             1.17199
                  87             2.76079            0.371662             1.15973
                  88             2.79253             0.34202              1.1484
                  89             2.82426            0.312033             1.13803
                  90             2.85599            0.281733              1.1286
                  91             2.88773            0.251148             1.12015
                  92             2.91946            0.220311             1.11267
                  93             2.95119            0.189251             1.10617
                  94             2.98293            0.158001             1.10066
                  95             3.01466            0.126592             1.09614
                  96             3.04639            0.095056             1.09262
                  97             3.07813           0.0634239             1.09011
                  98             3.10986           0.0317279              1.0886
                  99             3.14159                   0              1.0881
