            Interval               Theta              Radial            Vertical
                   0                   0                   0            -1.77182
                   0                   0                   0            -1.77182
                   1           0.0317333           0.0317279            -1.77232
                   2           0.0634665           0.0634239            -1.77383
                   3           0.0951998            0.095056            -1.77635
                   4            0.126933            0.126592            -1.77986
                   5            0.158666            0.158001            -1.78438
                   6              0.1904            0.189251            -1.78989
                   7            0.222133            0.220311            -1.79639
                   8            0.253866            0.251148            -1.80387
                   9            0.285599            0.281733            -1.81233
                  10            0.317333            0.312033            -1.82175
                  11            0.349066             0.34202            -1.83213
                  12            0.380799            0.371662            -1.84345
                  13            0.412532            0.400931            -1.85571
                  14            0.444266            0.429795            -1.86889
                  15            0.475999            0.458227            -1.88298
                  16            0.507732            0.486197            -1.89797
                  17            0.539465            0.513677            -1.91384
                  18            0.571199            0.540641            -1.93057
                  19            0.602932             0.56706            -1.94814
                  20            0.634665            0.592908            -1.96655
                  21            0.666398            0.618159            -1.98577
                  22            0.698132            0.642788            -2.00578
                  23            0.729865            0.666769            -2.02656
                  24            0.761598            0.690079            -2.04809
                  25            0.793331            0.712694            -2.07034
                  26            0.825065            0.734592            -2.09331
                  27            0.856798             0.75575            -2.11696
                  28            0.888531            0.776146            -2.14127
                  29            0.920265            0.795762            -2.16621
                  30            0.951998            0.814576            -2.19176
                  31            0.983731             0.83257             -2.2179
                  32             1.01546            0.849725            -2.24459
                  33              1.0472            0.866025            -2.27182
                  34             1.07893            0.881453            -2.29955
                  35             1.11066            0.895994            -2.32775
                  36              1.1424            0.909632             -2.3564
                  37             1.17413            0.922354            -2.38547
                  38             1.20586            0.934148            -2.41493
                  39              1.2376            0.945001            -2.44475
                  40             1.26933            0.954902             -2.4749
                  41             1.30106            0.963842            -2.50535
                  42              1.3328            0.971812            -2.53606
                  43             1.36453            0.978802            -2.56701
                  44             1.39626            0.984808            -2.59817
                  45               1.428            0.989821             -2.6295
                  46             1.45973            0.993838            -2.66098
                  47             1.49146            0.996855            -2.69257
                  48              1.5232            0.998867            -2.72424
                  49             1.55493            0.999874            -2.75595
                  50             1.58666            0.999874            -2.78769
                  51              1.6184            0.998867             -2.8194
                  52             1.65013            0.996855            -2.85107
                  53             1.68186            0.993838            -2.88266
                  54              1.7136            0.989821            -2.91413
                  55             1.74533            0.984808            -2.94547
                  56             1.77706            0.978802            -2.97663
                  57              1.8088            0.971812            -3.00758
                  58             1.84053            0.963842            -3.03829
                  59             1.87226            0.954902            -3.06874
                  60               1.904            0.945001            -3.09889
                  61             1.93573            0.934148            -3.12871
                  62             1.96746            0.922354            -3.15816
                  63              1.9992            0.909632            -3.18723
                  64             2.03093            0.895994            -3.21589
                  65             2.06266            0.881453            -3.24409
                  66              2.0944            0.866025            -3.27182
                  67             2.12613            0.849725            -3.29905
                  68             2.15786             0.83257            -3.32574
                  69             2.18959            0.814576            -3.35188
                  70             2.22133            0.795762            -3.37743
                  71             2.25306            0.776146            -3.40237
                  72             2.28479             0.75575            -3.42668
                  73             2.31653            0.734592            -3.45033
                  74             2.34826            0.712694            -3.47329
                  75             2.37999            0.690079            -3.49555
                  76             2.41173            0.666769            -3.51708
                  77             2.44346            0.642788            -3.53786
                  78             2.47519            0.618159            -3.55787
                  79             2.50693            0.592908            -3.57709
                  80             2.53866             0.56706             -3.5955
                  81             2.57039            0.540641            -3.61307
                  82             2.60213            0.513677             -3.6298
                  83             2.63386            0.486197            -3.64567
                  84             2.66559            0.458227            -3.66066
                  85             2.69733            0.429795            -3.67475
                  86             2.72906            0.400931            -3.68793
                  87             2.76079            0.371662            -3.70019
                  88             2.79253             0.34202            -3.71151
                  89             2.82426            0.312033            -3.72189
                  90             2.85599            0.281733            -3.73131
                  91             2.88773            0.251148            -3.73977
                  92             2.91946            0.220311            -3.74725
                  93             2.95119            0.189251            -3.75375
                  94             2.98293            0.158001            -3.75926
                  95             3.01466            0.126592            -3.76377
                  96             3.04639            0.095056            -3.76729
                  97             3.07813           0.0634239            -3.76981
                  98             3.10986           0.0317279            -3.77132
                  99             3.14159                   0            -3.77182
