            Interval                 Arc              Radial            Vertical
                   0                   0                   0            -2.40297
                   1            0.155617            0.155225            -2.39192
                   2            0.311235             0.30957            -2.37206
                   3            0.466852            0.462521            -2.34337
                   4             0.62247            0.613262            -2.30472
                   5            0.778087            0.761275            -2.25667
                   6            0.933705             0.90622            -2.20003
                   7             1.08932             1.04791            -2.13569
                   8             1.24494             1.18644            -2.06478
                   9             1.40056             1.32205            -1.98845
                  10             1.55617             1.45523            -1.90795
                  11             1.71179             1.58659            -1.82452
                  12             1.86741             1.71695            -1.73953
                  13             2.02303             1.84714            -1.65428
                  14             2.17864             1.97801            -1.57008
                  15             2.33426             2.11021            -1.48798
                  16             2.48988             2.24425            -1.40893
                  17              2.6455             2.38048             -1.3337
                  18             2.80111             2.51903            -1.26286
                  19             2.95673             2.65988            -1.19667
                  20             3.11235              2.8028            -1.13511
                  21             3.26797             2.94756              -1.078
                  22             3.42358              3.0939            -1.02508
                  23              3.5792             3.24161           -0.976088
                  24             3.73482             3.39047           -0.930727
                  25             3.89044              3.5403           -0.888704
                  26             4.04605             3.69096           -0.849748
                  27             4.20167             3.84233           -0.813608
                  28             4.35729             3.99429           -0.780061
                  29             4.51291             4.14675           -0.748899
                  30             4.66852             4.29965           -0.719925
                  31             4.82414             4.45291           -0.692954
                  32             4.97976             4.60648           -0.667821
                  33             5.13538             4.76032           -0.644369
                  34             5.29099             4.91439           -0.622448
                  35             5.44661             5.06865           -0.601916
                  36             5.60223             5.22307           -0.582648
                  37             5.75785             5.37763           -0.564535
                  38             5.91346             5.53231           -0.547483
                  39             6.06908             5.68709           -0.531404
                  40              6.2247             5.84197           -0.516221
                  41             6.38032             5.99692           -0.501863
                  42             6.53593             6.15194           -0.488268
                  43             6.69155             6.30703           -0.475379
                  44             6.84717             6.46216           -0.463143
                  45             7.00279             6.61734           -0.451514
                  46              7.1584             6.77257           -0.440448
                  47             7.31402             6.92783           -0.429906
                  48             7.46964             7.08312           -0.419852
                  49             7.62526             7.23844           -0.410253
                  50             7.78087             7.39379           -0.401079
                  51             7.93649             7.54916           -0.392303
                  52             8.09211             7.70455             -0.3839
                  53             8.24773             7.85996           -0.375846
                  54             8.40334             8.01538           -0.368122
                  55             8.55896             8.17082           -0.360707
                  56             8.71458             8.32628           -0.353583
                  57              8.8702             8.48174           -0.346733
                  58             9.02581             8.63722           -0.340143
                  59             9.18143             8.79271           -0.333798
                  60             9.33705             8.94821           -0.327684
                  61             9.49267             9.10371           -0.321789
                  62             9.64828             9.25923           -0.316103
                  63              9.8039             9.41475           -0.310613
                  64             9.95952             9.57028            -0.30531
                  65             10.1151             9.72581           -0.300185
                  66             10.2708             9.88135           -0.295229
                  67             10.4264             10.0369           -0.290434
                  68              10.582             10.1924           -0.285792
                  69             10.7376              10.348           -0.281296
                  70             10.8932             10.5035            -0.27694
                  71             11.0488             10.6591           -0.272718
                  72             11.2045             10.8147           -0.268622
                  73             11.3601             10.9702           -0.264648
                  74             11.5157             11.1258            -0.26079
                  75             11.6713             11.2814           -0.257043
                  76             11.8269              11.437           -0.253402
                  77             11.9825             11.5925           -0.249864
                  78             12.1382             11.7481           -0.246423
                  79             12.2938             11.9037           -0.243076
                  80             12.4494             12.0593           -0.239819
                  81              12.605             12.2149           -0.236647
                  82             12.7606             12.3704           -0.233558
                  83             12.9163              12.526           -0.230554
                  84             13.0719             12.6816           -0.227632
                  85             13.2275             12.8372           -0.224789
                  86             13.3831             12.9928            -0.22201
                  87             13.5387             13.1484           -0.219296
                  88             13.6943              13.304           -0.216642
                  89               13.85             13.4596           -0.214048
                  90             14.0056             13.6152           -0.211512
                  91             14.1612             13.7708           -0.209032
                  92             14.3168             13.9264           -0.206608
                  93             14.4724              14.082           -0.204237
                  94              14.628             14.2376            -0.20192
                  95             14.7837             14.3932           -0.199657
                  96             14.9393             14.5488           -0.197448
                  97             15.0949             14.7044            -0.19529
                  98             15.2505               14.86            -0.19319
                  99             15.4061             15.0156           -0.191163
