            Interval                 Arc              Radial            Vertical
                   0                   0                   0            -2.47451
                   1            0.155872            0.155454             -2.4631
                   2            0.311745            0.309975            -2.44262
                   3            0.467617            0.463025            -2.41309
                   4             0.62349            0.613736            -2.37331
                   5            0.779362            0.761556            -2.32386
                   6            0.935234            0.906119            -2.26557
                   7             1.09111             1.04723            -2.19935
                   8             1.24698             1.18495            -2.12635
                   9             1.40285             1.31956            -2.04776
                  10             1.55872             1.45155            -1.96485
                  11              1.7146             1.58158            -1.87889
                  12             1.87047             1.71051            -1.79129
                  13             2.02634             1.83922            -1.70337
                  14             2.18221             1.96864            -1.61651
                  15             2.33809             2.09947            -1.53177
                  16             2.49396             2.23228            -1.45017
                  17             2.64983             2.36742            -1.37249
                  18              2.8057             2.50506            -1.29935
                  19             2.96158             2.64516            -1.23103
                  20             3.11745              2.7875             -1.1675
                  21             3.27332             2.93181            -1.10858
                  22             3.42919             3.07781              -1.054
                  23             3.58506             3.22527            -1.00348
                  24             3.74094             3.37396           -0.956711
                  25             3.89681             3.52369           -0.913388
                  26             4.05268              3.6743           -0.873227
                  27             4.20855             3.82566           -0.835971
                  28             4.36443             3.97764           -0.801389
                  29              4.5203             4.13017           -0.769267
                  30             4.67617             4.28316           -0.739405
                  31             4.83204             4.43653           -0.711611
                  32             4.98792             4.59024           -0.685715
                  33             5.14379             4.74423           -0.661555
                  34             5.29966             4.89845           -0.638977
                  35             5.45553             5.05289           -0.617834
                  36             5.61141             5.20749           -0.597995
                  37             5.76728             5.36224           -0.579348
                  38             5.92315             5.51712           -0.561795
                  39             6.07902             5.67212           -0.545245
                  40              6.2349              5.8272           -0.529619
                  41             6.39077             5.98237           -0.514845
                  42             6.54664             6.13762           -0.500856
                  43             6.70251             6.29292           -0.487595
                  44             6.85839             6.44829           -0.475009
                  45             7.01426              6.6037           -0.463047
                  46             7.17013             6.75916           -0.451666
                  47               7.326             6.91465           -0.440825
                  48             7.48187             7.07018           -0.430487
                  49             7.63775             7.22574           -0.420618
                  50             7.79362             7.38133           -0.411187
                  51             7.94949             7.53694           -0.402165
                  52             8.10536             7.69257           -0.393527
                  53             8.26124             7.84822           -0.385249
                  54             8.41711             8.00389           -0.377311
                  55             8.57298             8.15958            -0.36969
                  56             8.72885             8.31528            -0.36237
                  57             8.88473             8.47099           -0.355332
                  58              9.0406             8.62672           -0.348561
                  59             9.19647             8.78246           -0.342042
                  60             9.35234              8.9382           -0.335762
                  61             9.50822             9.09396           -0.329707
                  62             9.66409             9.24972           -0.323866
                  63             9.81996             9.40549           -0.318228
                  64             9.97583             9.56127           -0.312782
                  65             10.1317             9.71705           -0.307519
                  66             10.2876             9.87284            -0.30243
                  67             10.4435             10.0286           -0.297506
                  68             10.5993             10.1844            -0.29274
                  69             10.7552             10.3402           -0.288124
                  70             10.9111              10.496           -0.283652
                  71             11.0669             10.6519           -0.279318
                  72             11.2228             10.8077           -0.275114
                  73             11.3787             10.9635           -0.271034
                  74             11.5346             11.1193           -0.267074
                  75             11.6904             11.2751           -0.263229
                  76             11.8463              11.431           -0.259493
                  77             12.0022             11.5868           -0.255861
                  78              12.158             11.7426            -0.25233
                  79             12.3139             11.8985           -0.248896
                  80             12.4698             12.0543           -0.245553
                  81             12.6257             12.2101             -0.2423
                  82             12.7815              12.366           -0.239131
                  83             12.9374             12.5218           -0.236048
                  84             13.0933             12.6777           -0.233051
                  85             13.2492             12.8335           -0.230134
                  86              13.405             12.9894           -0.227284
                  87             13.5609             13.1452             -0.2245
                  88             13.7168             13.3011           -0.221779
                  89             13.8726             13.4569           -0.219118
                  90             14.0285             13.6128           -0.216517
                  91             14.1844             13.7686           -0.213973
                  92             14.3403             13.9245           -0.211486
                  93             14.4961             14.0803           -0.209055
                  94              14.652             14.2362           -0.206679
                  95             14.8079              14.392           -0.204358
                  96             14.9637             14.5479           -0.202093
                  97             15.1196             14.7037            -0.19988
                  98             15.2755             14.8596           -0.197727
                  99             15.4314             15.0154           -0.195649
