            Interval               Theta              Radial            Vertical
                   0                   0                   0             -3.5229
                   0                   0                   0             -3.5229
                   1           0.0317333           0.0317279            -3.52341
                   2           0.0634665           0.0634239            -3.52492
                   3           0.0951998            0.095056            -3.52743
                   4            0.126933            0.126592            -3.53095
                   5            0.158666            0.158001            -3.53546
                   6              0.1904            0.189251            -3.54097
                   7            0.222133            0.220311            -3.54747
                   8            0.253866            0.251148            -3.55495
                   9            0.285599            0.281733            -3.56341
                  10            0.317333            0.312033            -3.57283
                  11            0.349066             0.34202            -3.58321
                  12            0.380799            0.371662            -3.59453
                  13            0.412532            0.400931            -3.60679
                  14            0.444266            0.429795            -3.61998
                  15            0.475999            0.458227            -3.63407
                  16            0.507732            0.486197            -3.64905
                  17            0.539465            0.513677            -3.66492
                  18            0.571199            0.540641            -3.68165
                  19            0.602932             0.56706            -3.69923
                  20            0.634665            0.592908            -3.71763
                  21            0.666398            0.618159            -3.73685
                  22            0.698132            0.642788            -3.75686
                  23            0.729865            0.666769            -3.77764
                  24            0.761598            0.690079            -3.79917
                  25            0.793331            0.712694            -3.82143
                  26            0.825065            0.734592            -3.84439
                  27            0.856798             0.75575            -3.86804
                  28            0.888531            0.776146            -3.89235
                  29            0.920265            0.795762            -3.91729
                  30            0.951998            0.814576            -3.94285
                  31            0.983731             0.83257            -3.96898
                  32             1.01546            0.849725            -3.99568
                  33              1.0472            0.866025             -4.0229
                  34             1.07893            0.881453            -4.05063
                  35             1.11066            0.895994            -4.07884
                  36              1.1424            0.909632            -4.10749
                  37             1.17413            0.922354            -4.13656
                  38             1.20586            0.934148            -4.16602
                  39              1.2376            0.945001            -4.19583
                  40             1.26933            0.954902            -4.22598
                  41             1.30106            0.963842            -4.25643
                  42              1.3328            0.971812            -4.28714
                  43             1.36453            0.978802             -4.3181
                  44             1.39626            0.984808            -4.34925
                  45               1.428            0.989821            -4.38059
                  46             1.45973            0.993838            -4.41206
                  47             1.49146            0.996855            -4.44365
                  48              1.5232            0.998867            -4.47532
                  49             1.55493            0.999874            -4.50704
                  50             1.58666            0.999874            -4.53877
                  51              1.6184            0.998867            -4.57048
                  52             1.65013            0.996855            -4.60215
                  53             1.68186            0.993838            -4.63374
                  54              1.7136            0.989821            -4.66522
                  55             1.74533            0.984808            -4.69655
                  56             1.77706            0.978802            -4.72771
                  57              1.8088            0.971812            -4.75866
                  58             1.84053            0.963842            -4.78938
                  59             1.87226            0.954902            -4.81982
                  60               1.904            0.945001            -4.84997
                  61             1.93573            0.934148            -4.87979
                  62             1.96746            0.922354            -4.90925
                  63              1.9992            0.909632            -4.93832
                  64             2.03093            0.895994            -4.96697
                  65             2.06266            0.881453            -4.99517
                  66              2.0944            0.866025             -5.0229
                  67             2.12613            0.849725            -5.05013
                  68             2.15786             0.83257            -5.07682
                  69             2.18959            0.814576            -5.10296
                  70             2.22133            0.795762            -5.12851
                  71             2.25306            0.776146            -5.15346
                  72             2.28479             0.75575            -5.17776
                  73             2.31653            0.734592            -5.20141
                  74             2.34826            0.712694            -5.22438
                  75             2.37999            0.690079            -5.24664
                  76             2.41173            0.666769            -5.26817
                  77             2.44346            0.642788            -5.28895
                  78             2.47519            0.618159            -5.30896
                  79             2.50693            0.592908            -5.32817
                  80             2.53866             0.56706            -5.34658
                  81             2.57039            0.540641            -5.36416
                  82             2.60213            0.513677            -5.38089
                  83             2.63386            0.486197            -5.39675
                  84             2.66559            0.458227            -5.41174
                  85             2.69733            0.429795            -5.42583
                  86             2.72906            0.400931            -5.43901
                  87             2.76079            0.371662            -5.45127
                  88             2.79253             0.34202             -5.4626
                  89             2.82426            0.312033            -5.47297
                  90             2.85599            0.281733             -5.4824
                  91             2.88773            0.251148            -5.49085
                  92             2.91946            0.220311            -5.49833
                  93             2.95119            0.189251            -5.50483
                  94             2.98293            0.158001            -5.51034
                  95             3.01466            0.126592            -5.51486
                  96             3.04639            0.095056            -5.51837
                  97             3.07813           0.0634239            -5.52089
                  98             3.10986           0.0317279             -5.5224
                  99             3.14159                   0             -5.5229
